GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
0500000US01069,01069,"Houston County, Alabama",47786,104,22350,56,3355,352,6555,383,6755,397,5685,371,25436,88,4249,393,7874,435,7868,366,5445,393
0500000US01071,01071,"Jackson County, Alabama",34340,58,16416,33,4817,637,6427,623,3367,501,1805,353,17924,46,5088,468,6722,575,4348,447,1766,341
0500000US01073,01073,"Jefferson County, Alabama",262403,733,123915,475,14551,1098,30862,1572,32086,1367,46416,1389,138488,341,15922,1060,40788,1423,37499,1497,44279,1300
0500000US01077,01077,"Lauderdale County, Alabama",53367,174,25174,115,4426,720,8742,802,6398,716,5608,612,28193,86,5369,595,9765,679,7499,672,5560,599
0500000US01079,01079,"Lawrence County, Alabama",18993,50,9196,63,2654,398,3994,520,1684,364,864,248,9797,57,2875,446,3579,402,2502,464,841,219
0500000US01081,01081,"Lee County, Alabama",51738,221,25609,125,3529,537,5929,580,6996,648,9155,580,26129,145,3347,505,6943,602,7524,576,8315,535
0500000US01083,01083,"Limestone County, Alabama",40591,182,20056,163,4291,601,6767,625,5326,562,3672,392,20535,66,3871,483,7612,568,5521,503,3531,455
0500000US01087,01087,"Macon County, Alabama",2511,87,1286,59,356,132,443,104,243,92,244,117,1225,71,251,107,484,124,275,113,215,83
0500000US01089,01089,"Madison County, Alabama",150390,371,73204,242,7634,838,13914,977,17522,1189,34134,1329,77186,213,8790,767,19946,1171,21624,1009,26826,1109
0500000US01091,01091,"Marengo County, Alabama",7041,36,3324,154,426,183,1388,226,855,216,655,167,3717,36,381,139,1522,224,1082,224,732,168
0500000US01093,01093,"Marion County, Alabama",19905,62,9549,154,3225,500,3139,489,2074,403,1111,377,10356,62,3667,435,2811,372,3014,426,864,222
0500000US01095,01095,"Marshall County, Alabama",55119,321,26299,211,7287,624,7673,725,7361,679,3978,473,28820,197,6928,667,9628,804,8064,666,4200,589
0500000US01097,01097,"Mobile County, Alabama",168761,356,80447,262,13036,1029,28093,1167,21340,1201,17978,848,88314,187,13291,825,31517,1172,24058,1317,19448,1141
0500000US01099,01099,"Monroe County, Alabama",9021,196,4336,154,794,283,1429,325,1147,261,966,291,4685,196,850,241,1786,366,1154,289,895,262
0500000US01101,01101,"Montgomery County, Alabama",70299,326,33061,156,3389,530,6733,764,8288,770,14651,904,37238,274,3409,496,9980,666,10130,667,13719,848
0500000US01103,01103,"Morgan County, Alabama",66048,326,31744,219,5821,612,9672,710,9421,775,6830,563,34304,183,6033,663,11493,830,10224,643,6554,636
0500000US01109,01109,"Pike County, Alabama",11515,82,5486,55,1227,299,1655,277,1083,179,1521,246,6029,56,1281,215,1977,273,1244,236,1527,258
0500000US01111,01111,"Randolph County, Alabama",11929,154,5629,154,1392,278,2296,336,1315,264,626,183,6300,154,1520,307,2225,313,1532,281,1023,282
0500000US01113,01113,"Russell County, Alabama",19327,115,9135,91,2105,323,3297,399,2801,392,932,270,10192,82,2560,408,3574,463,2908,424,1150,259
0500000US01115,01115,"St. Clair County, Alabama",45234,167,22032,117,4530,623,8827,819,5470,675,3205,526,23202,80,4675,564,8639,734,6539,768,3349,665
0500000US01117,01117,"Shelby County, Alabama",100652,317,48971,233,4194,595,9168,831,14104,905,21505,722,51681,167,3999,494,13015,694,15918,834,18749,775
0500000US01121,01121,"Talladega County, Alabama",37607,192,18120,174,4247,497,6232,559,4617,521,3024,400,19487,71,4357,547,6927,679,5607,682,2596,415
0500000US01123,01123,"Tallapoosa County, Alabama",21306,45,10070,46,2562,426,2966,418,2477,437,2065,337,11236,14,2485,430,3428,495,3207,388,2116,362
0500000US01125,01125,"Tuscaloosa County, Alabama",74691,220,36674,128,5184,654,10642,830,10046,724,10802,715,38017,152,4785,484,11657,750,10537,718,11038,643
0500000US01127,01127,"Walker County, Alabama",44589,186,20977,104,4909,491,8226,589,5871,515,1971,334,23612,89,6071,503,8025,576,7481,696,2035,372
0500000US01133,01133,"Winston County, Alabama",16352,37,7753,37,2719,450,2935,499,1488,338,611,275,8599,154,2788,358,2630,464,2210,405,971,332
0500000US02020,02020,"Anchorage Municipality, Alaska",129520,525,66069,345,3639,565,14599,1119,23723,1195,24108,1150,63451,348,3157,418,14011,876,22423,1042,23860,1085
0500000US02090,02090,"Fairbanks North Star Borough, Alaska",45407,304,23701,175,1285,328,6469,693,9267,833,6680,679,21706,225,889,234,5651,616,8492,671,6674,586
0500000US02110,02110,"Juneau City and Borough, Alaska",15853,168,8024,92,248,138,2034,353,2665,302,3077,330,7829,128,249,120,1606,301,2577,351,3397,365
0500000US02122,02122,"Kenai Peninsula Borough, Alaska",30026,139,15624,103,1331,272,6283,530,5005,387,3005,343,14402,94,833,221,4988,494,5107,442,3474,436
0500000US02170,02170,"Matanuska-Susitna Borough, Alaska",42583,723,22029,498,2274,566,8236,684,7678,726,3841,470,20554,426,1590,450,6240,651,7723,589,5001,633
0500000US04001,04001,"Apache County, Arizona",10710,321,5232,296,764,299,1661,311,1739,316,1068,262,5478,109,592,184,1809,333,1969,315,1108,252
0500000US04003,04003,"Cochise County, Arizona",70535,803,34045,438,5086,517,8503,741,12277,817,8179,621,36490,461,6175,811,9864,698,13816,793,6635,554
0500000US04005,04005,"Coconino County, Arizona",50487,544,25618,360,1870,406,5422,668,7800,739,10526,762,24869,302,1551,338,4960,618,7683,693,10675,754
0500000US04007,04007,"Gila County, Arizona",29409,426,13939,269,2503,534,4439,582,4289,581,2708,544,15470,255,2073,456,6139,717,5286,594,1972,379
0500000US04009,04009,"Graham County, Arizona",14348,405,7348,276,1180,258,2615,385,2186,404,1367,309,7000,222,1109,226,1985,267,2771,306,1135,228
0500000US04012,04012,"La Paz County, Arizona",11474,394,5791,273,1147,338,2229,376,1797,397,618,224,5683,218,1224,356,2353,376,1761,333,345,142
0500000US04013,04013,"Maricopa County, Arizona",1978231,5107,976081,3635,146637,4481,231618,4586,301160,4562,296666,3729,1002150,2458,128824,3546,265562,4266,337738,4082,270026,3620
0500000US04015,04015,"Mohave County, Arizona",123521,771,59567,455,10916,838,21014,1134,19876,970,7761,799,63954,477,10926,1077,25112,1202,21299,1329,6617,640
0500000US04017,04017,"Navajo County, Arizona",33201,377,16320,270,1751,418,4834,621,6179,562,3556,491,16881,247,1598,388,4789,609,7251,704,3243,506
0500000US04019,04019,"Pima County, Arizona",470797,2862,223764,1655,21179,1344,52480,2227,70232,1993,79873,2006,247033,1682,23921,1405,59028,1945,84537,2151,79547,1846
0500000US04021,04021,"Pinal County, Arizona",133704,1259,68891,793,11478,1070,20174,1304,24451,1095,12788,717,64813,715,7861,745,20596,1146,23264,1272,13092,869
0500000US04023,04023,"Santa Cruz County, Arizona",20476,837,9022,545,2525,570,2664,486,2002,516,1831,392,11454,511,3137,520,4266,663,2423,437,1628,344
0500000US04025,04025,"Yavapai County, Arizona",136925,923,65327,650,8228,952,18622,1358,22623,1361,15854,1012,71598,399,8172,891,21696,1232,25676,1204,16054,1119
0500000US04027,04027,"Yuma County, Arizona",88678,1400,42299,684,10232,834,12165,931,13572,825,6330,639,46379,839,11574,883,15510,919,13291,1009,6004,635
0500000US05003,05003,"Ashley County, Arkansas",11013,123,5321,66,1008,221,2264,244,1110,224,939,219,5692,72,1065,249,2746,308,1056,200,825,202
0500000US05005,05005,"Baxter County, Arkansas",29869,110,14032,99,2847,397,5660,455,3452,444,2073,351,15837,74,2876,391,6399,479,5169,475,1393,297
0500000US05007,05007,"Benton County, Arkansas",111421,1060,54254,565,8200,1023,16314,1041,14971,787,14769,1009,57167,603,7753,1032,18904,1020,17269,924,13241,831
0500000US05009,05009,"Boone County, Arkansas",24506,112,11559,164,2131,446,4508,483,3398,399,1522,304,12947,71,1927,386,5936,589,3421,475,1663,333
0500000US05015,05015,"Carroll County, Arkansas",17217,318,8371,255,2302,440,2530,362,2138,319,1401,288,8846,151,1300,337,4013,443,2405,356,1128,273
0500000US05019,05019,"Clark County, Arkansas",10498,85,5090,64,1340,544,1384,365,1097,478,1269,421,5408,98,982,218,1694,430,1328,329,1404,393
0500000US05023,05023,"Cleburne County, Arkansas",17707,28,8489,24,1708,247,3136,364,2656,406,989,250,9218,7,1821,263,3925,362,2361,325,1111,233
0500000US05027,05027,"Columbia County, Arkansas",10128,146,4774,71,580,154,1807,277,1098,258,1289,253,5354,75,570,184,2177,340,1374,212,1233,274
0500000US05029,05029,"Conway County, Arkansas",12029,89,5867,88,1150,263,2549,332,1438,238,730,216,6162,30,1013,230,2631,291,1482,284,1036,257
0500000US05031,05031,"Craighead County, Arkansas",51342,165,24722,120,4254,585,8864,759,5702,622,5902,684,26620,118,4057,439,10129,711,6399,578,6035,609
0500000US05033,05033,"Crawford County, Arkansas",34977,227,16811,188,4561,637,5685,624,4543,586,2022,471,18166,122,3747,473,6530,609,6038,740,1851,345
0500000US05035,05035,"Crittenden County, Arkansas",17449,188,8458,117,1729,360,2971,407,2213,366,1545,300,8991,84,1466,302,3006,375,2978,395,1541,330
0500000US05045,05045,"Faulkner County, Arkansas",54236,176,26340,137,3461,407,8517,721,7306,784,7056,604,27896,103,3069,366,9087,614,7832,689,7908,592
0500000US05051,05051,"Garland County, Arkansas",60342,226,28278,142,3452,544,8976,793,9572,878,6278,591,32064,137,4841,678,11057,915,10414,954,5752,698
0500000US05055,05055,"Greene County, Arkansas",26062,106,12451,113,2826,466,5835,489,2435,479,1355,275,13611,114,3238,450,5997,526,2758,424,1618,353
0500000US05057,05057,"Hempstead County, Arkansas",10429,278,5090,140,1072,273,2162,333,1100,203,756,198,5339,186,1036,223,1924,282,1555,270,824,200
0500000US05059,05059,"Hot Spring County, Arkansas",19026,134,9510,131,1764,323,3794,477,2910,449,1042,271,9516,29,2097,420,3877,537,2291,345,1251,272
0500000US05063,05063,"Independence County, Arkansas",22225,102,10654,59,2178,354,4387,507,2784,418,1305,248,11571,72,2391,297,4432,404,3033,398,1715,323
0500000US05069,05069,"Jefferson County, Arkansas",27141,101,13516,119,2625,427,5845,492,2975,430,2071,351,13625,106,2476,332,5629,434,3664,436,1856,343
0500000US05071,05071,"Johnson County, Arkansas",15129,178,7306,89,2205,408,3156,419,1099,206,846,254,7823,144,1651,349,3392,412,1614,364,1166,267
0500000US05083,05083,"Logan County, Arkansas",14789,57,7215,70,1871,325,2909,380,1771,327,664,170,7574,61,1840,312,3449,347,1548,257,737,173
0500000US05085,05085,"Lonoke County, Arkansas",36127,150,17585,99,2558,426,6695,591,5410,535,2922,377,18542,89,2451,344,6815,482,5847,439,3429,384
0500000US05091,05091,"Miller County, Arkansas",21477,145,10358,75,1908,323,4358,470,2614,426,1478,298,11119,113,2227,314,4103,532,2891,464,1898,357
0500000US05093,05093,"Mississippi County, Arkansas",20439,139,9731,69,2271,401,3687,425,2759,441,1014,282,10708,81,2719,418,3412,437,3270,481,1307,334
0500000US05103,05103,"Ouachita County, Arkansas",11076,43,5178,24,1256,232,1726,300,1360,240,836,194,5898,29,1225,267,2229,295,1764,297,680,171
0500000US05107,05107,"Phillips County, Arkansas",6325,148,2886,65,902,212,913,193,599,172,472,167,3439,153,984,258,990,278,1048,226,417,139
0500000US05111,05111,"Poinsett County, Arkansas",15476,94,7350,70,2102,412,3543,400,1190,320,515,193,8126,47,2138,376,3640,372,1735,345,613,216
0500000US05113,05113,"Polk County, Arkansas",12999,108,6235,65,1660,256,2197,273,1710,235,668,238,6764,76,1482,288,2283,323,2358,316,641,172
0500000US05115,05115,"Pope County, Arkansas",34886,213,16789,143,3439,513,5803,610,3935,530,3612,438,18097,170,2985,424,6193,576,5320,584,3599,499
0500000US05119,05119,"Pulaski County, Arkansas",164032,618,78302,472,7843,739,18372,1252,21143,1122,30944,1238,85730,399,7568,720,24323,1122,23316,1131,30523,1254
0500000US05123,05123,"St. Francis County, Arkansas",9040,193,4757,187,1182,227,1728,238,1140,237,707,186,4283,22,1134,251,1365,221,1165,251,619,190
0500000US05125,05125,"Saline County, Arkansas",59597,175,28953,144,4508,706,10405,869,8095,728,5945,556,30644,103,3801,553,11530,788,8891,721,6422,552
0500000US05131,05131,"Sebastian County, Arkansas",66955,707,31893,447,5760,674,10146,822,9345,725,6642,606,35062,332,6276,739,12243,756,10766,730,5777,572
0500000US05139,05139,"Union County, Arkansas",20179,97,9440,66,1070,220,3727,402,2465,322,2178,336,10739,59,1660,321,3726,405,3394,447,1959,350
0500000US05143,05143,"Washington County, Arkansas",97886,940,47465,610,7114,695,13029,1049,12416,900,14906,973,50421,453,7189,746,14888,830,14236,923,14108,785
0500000US05145,05145,"White County, Arkansas",43490,91,20816,66,3901,506,8820,649,4885,513,3210,449,22674,61,4441,442,8795,601,5647,623,3791,448
0500000US05149,05149,"Yell County, Arkansas",12709,257,6037,162,2173,331,2617,319,700,171,547,217,6672,172,2348,390,2534,328,1221,278,569,199
0500000US06001,06001,"Alameda County, California",482118,2932,238170,1879,26020,1803,49685,2155,59516,2289,102949,2182,243948,1546,23811,1446,52618,1761,63449,1934,104070,2293
0500000US06005,06005,"Amador County, California",25006,232,13084,183,1649,353,4721,496,4173,452,2541,456,11922,138,976,267,4537,487,4093,536,2316,409
0500000US06007,06007,"Butte County, California",118865,575,56680,410,8364,856,14302,1138,19863,1141,14151,997,62185,328,7463,802,15182,1096,23770,1086,15770,1022
0500000US06009,06009,"Calaveras County, California",30664,374,14684,259,1633,439,5003,548,5438,576,2610,493,15980,249,2080,721,4660,612,5605,668,3635,621
0500000US06011,06011,"Colusa County, California",9053,509,4550,301,1192,290,1150,241,1435,207,773,197,4503,295,898,256,1306,238,1689,260,610,161
0500000US06013,06013,"Contra Costa County, California",427265,2604,206567,1646,17792,1457,40367,2093,59436,1869,88972,2236,220698,1348,17656,1120,46110,1903,73296,2077,83636,1729
0500000US06015,06015,"Del Norte County, California",14948,376,7291,256,1431,334,2438,490,2291,378,1131,315,7657,259,1268,334,2644,396,2514,421,1231,298
0500000US06017,06017,"El Dorado County, California",106172,778,51879,515,3159,604,12259,947,19484,911,16977,970,54293,476,4169,611,12698,950,21450,952,15976,1042
0500000US06019,06019,"Fresno County, California",338378,3583,164979,2191,42537,2218,37507,1896,48494,1923,36441,1423,173399,1903,36186,1702,44852,1821,55899,1492,36462,1286
0500000US06021,06021,"Glenn County, California",12710,377,6251,222,1232,269,1914,344,2020,326,1085,295,6459,200,1022,225,2099,350,2651,347,687,220
0500000US06023,06023,"Humboldt County, California",73983,479,35891,317,3973,586,10286,805,12163,931,9469,732,38092,292,3267,491,9768,722,14501,777,10556,762
0500000US06025,06025,"Imperial County, California",64541,1271,31829,817,11402,723,8273,769,8627,767,3527,443,32712,721,12838,727,8251,724,8270,767,3353,462
0500000US06029,06029,"Kern County, California",294112,3258,147068,1833,35266,1714,43281,1899,42480,1872,26041,1516,147044,1815,32938,1375,42858,1692,48048,1406,23200,1251
0500000US06031,06031,"Kings County, California",60497,1268,33809,719,9118,919,10651,1019,9646,1055,4394,628,26688,675,6953,789,7868,698,8399,689,3468,483
0500000US06033,06033,"Lake County, California",39754,399,19144,281,2344,473,7629,877,6217,675,2954,528,20610,232,2467,524,7135,828,7939,889,3069,603
0500000US06035,06035,"Lassen County, California",17036,203,10022,153,1374,240,3358,428,4083,407,1207,297,7014,73,706,230,2179,368,2949,366,1180,256
0500000US06037,06037,"Los Angeles County, California",3241386,13939,1601439,7998,332899,6137,337415,5118,392340,5504,538785,5833,1639947,7480,346864,6237,370507,6051,439193,5705,483383,4519
0500000US06039,06039,"Madera County, California",68241,1050,32980,606,10934,717,8621,812,9216,897,4209,518,35261,608,9575,760,10667,865,10602,911,4417,512
0500000US06041,06041,"Marin County, California",150953,983,71763,652,4342,669,9754,1010,16193,932,41474,1148,79190,503,3380,601,9407,961,21007,1058,45396,1228
0500000US06045,06045,"Mendocino County, California",52606,457,25729,295,4828,586,6655,696,7678,730,6568,700,26877,243,4151,495,6570,735,9222,703,6934,653
0500000US06047,06047,"Merced County, California",92141,1995,45264,1170,13463,1225,13031,1096,12969,1044,5801,663,46877,1054,12820,1038,12267,850,14578,931,7212,691
0500000US06053,06053,"Monterey County, California",164186,2608,82968,1546,22913,1483,15417,1091,20223,1202,24415,1179,81218,1403,18277,1498,16160,1051,24534,1334,22247,983
0500000US06055,06055,"Napa County, California",74262,950,36309,658,6499,689,8493,874,10430,748,10887,686,37953,459,5708,710,8319,835,12597,928,11329,794
0500000US06057,06057,"Nevada County, California",65179,385,31671,303,2029,402,7373,773,11192,821,11077,871,33508,230,2401,463,7240,622,13867,901,10000,705
0500000US06059,06059,"Orange County, California",1267077,6473,621638,3791,85544,3510,110542,3020,177549,2795,248003,2965,645439,3331,83872,2334,133619,3101,217469,3204,210479,3250
0500000US06061,06061,"Placer County, California",190027,1278,92166,864,7049,1092,19364,1339,32422,1324,33331,1510,97861,638,6596,653,24569,1433,38295,1817,28401,1336
0500000US06063,06063,"Plumas County, California",13356,558,6630,375,769,396,1753,339,2544,439,1564,348,6726,329,524,286,1953,495,2755,450,1494,427
0500000US06065,06065,"Riverside County, California",822476,5604,402339,3152,71358,2327,108206,3286,127943,2757,94832,2825,420137,2947,68634,2429,123592,3287,146118,2894,81793,2467
0500000US06067,06067,"Sacramento County, California",575042,2676,275839,1555,34180,1891,65939,2400,90596,2337,85124,2144,299203,1596,33429,1944,73751,2389,110162,2518,81861,2200
0500000US06069,06069,"San Benito County, California",19432,777,9119,466,872,302,2624,425,3193,421,2430,303,10313,446,1205,304,2514,443,4084,511,2510,329
0500000US06071,06071,"San Bernardino County, California",744237,5521,366640,3463,87001,3180,103600,3410,110717,3031,65322,2434,377597,2729,79811,2848,108891,2841,124462,3064,64433,2382
0500000US06073,06073,"San Diego County, California",1362397,5433,672729,2796,84484,2955,134140,3199,202829,2953,251276,2818,689668,3160,92207,3213,144837,3292,221495,3522,231129,3688
0500000US06075,06075,"San Francisco County, California",336513,1775,179356,1337,13108,1247,20884,1737,34889,1855,110475,1722,157157,932,13013,1330,18251,1224,28582,1645,97311,1823
0500000US06077,06077,"San Joaquin County, California",255919,2714,124584,1579,29281,1735,37079,1734,37108,1479,21116,1362,131335,1537,27033,1693,38522,1813,43599,1662,22181,1303
0500000US06079,06079,"San Luis Obispo County, California",146440,1056,71996,619,7770,796,16263,1265,23738,1188,24225,1243,74444,617,6956,857,16412,1012,29158,1200,21918,1081
0500000US06081,06081,"San Mateo County, California",303335,2204,149374,1343,15113,1314,28041,1703,36761,1612,69459,1824,153961,1257,15358,1008,30052,1365,43338,1598,65213,1509
0500000US06083,06083,"Santa Barbara County, California",193603,1798,94295,988,17565,1361,17010,1159,25976,1185,33744,1272,99308,985,14199,973,19503,1400,33803,1467,31803,1300
0500000US06085,06085,"Santa Clara County, California",628109,4211,319275,2618,38938,2023,56360,2646,76736,2317,147241,2398,308834,2176,36539,1831,57718,2215,89768,2498,124809,2402
0500000US06087,06087,"Santa Cruz County, California",142480,958,70440,589,10874,1099,12513,1064,19864,1122,27189,1135,72040,515,8720,881,11749,944,23150,1245,28421,1092
0500000US06089,06089,"Shasta County, California",108422,710,51624,475,6105,716,16357,1017,19416,1085,9746,788,56798,333,6536,593,16377,1067,23889,1315,9996,783
0500000US06093,06093,"Siskiyou County, California",27902,189,13389,119,1601,281,4144,430,4764,441,2880,320,14513,120,1475,282,4444,460,5749,476,2845,317
0500000US06095,06095,"Solano County, California",146576,1484,72333,872,7951,756,19291,1045,27441,1146,17650,887,74243,846,8003,869,19403,1084,28690,1279,18147,1000
0500000US06097,06097,"Sonoma County, California",258054,1828,123228,1078,14096,1237,29449,1819,38732,1393,40951,1624,134826,954,12062,1054,29643,1362,48949,1583,44172,1467
0500000US06099,06099,"Stanislaus County, California",231267,2676,111607,1526,25665,2003,35096,2141,33011,1654,17835,954,119660,1396,26027,1664,35243,1704,39415,1621,18975,1006
0500000US06101,06101,"Sutter County, California",39487,872,18744,547,3126,543,5208,492,6694,587,3716,445,20743,434,3010,483,5513,542,8399,584,3821,482
0500000US06103,06103,"Tehama County, California",33307,428,15933,245,3194,513,5234,551,5692,563,1813,325,17374,251,2649,452,5647,584,6618,606,2460,439
0500000US06107,06107,"Tulare County, California",179153,1994,88624,1073,29053,1233,22525,1097,24920,1112,12126,854,90529,1174,26231,1266,24664,1254,27687,1259,11947,962
0500000US06109,06109,"Tuolumne County, California",36479,336,18276,266,2388,379,5855,603,6633,605,3400,412,18203,187,1795,361,5676,564,7260,639,3472,427
0500000US06111,06111,"Ventura County, California",364786,2776,177870,1617,23310,1503,35274,1699,55290,1737,63996,1683,186916,1472,23942,1351,41410,1537,66630,2201,54934,2114
0500000US06113,06113,"Yolo County, California",79779,1280,37696,808,4702,729,8639,925,8971,736,15384,759,42083,650,5090,631,9626,901,10778,765,16589,811
0500000US06115,06115,"Yuba County, California",30780,517,15010,308,2857,489,5123,701,4946,580,2084,366,15770,279,3130,480,5265,618,5515,560,1860,394
0500000US08001,08001,"Adams County, Colorado",206071,2147,103880,1358,19132,1436,32446,1557,31068,1498,21234,1181,102191,1024,16810,1107,30516,1471,33527,1519,21338,1165
0500000US08005,08005,"Arapahoe County, Colorado",284400,1725,137089,1033,13479,1186,27254,1636,38825,1594,57531,1528,147311,856,11974,1091,33531,1442,45979,1434,55827,1442
0500000US08013,08013,"Boulder County, Colorado",166075,1328,82801,858,4009,812,11413,824,17559,1127,49820,1211,83274,623,3622,517,13513,965,20358,1195,45781,1221
0500000US08014,08014,"Broomfield County, Colorado",29678,480,14601,265,515,199,3195,522,4320,503,6571,616,15077,324,642,209,3756,586,5441,592,5238,666
0500000US08029,08029,"Delta County, Colorado",19768,336,9628,222,1427,321,3550,506,2876,369,1775,323,10140,176,1555,236,3685,410,2767,380,2133,324
0500000US08031,08031,"Denver County, Colorado",298206,2919,150678,1978,22743,1753,31645,2097,32219,1559,64071,1752,147528,1297,21188,1350,29588,1590,33987,1669,62765,1596
0500000US08035,08035,"Douglas County, Colorado",149274,542,73738,294,1630,440,9608,973,20053,1126,42447,1217,75536,361,2117,463,11357,888,24529,1197,37533,1164
0500000US08037,08037,"Eagle County, Colorado",32180,754,18233,384,2259,815,3957,803,3444,832,8573,1196,13947,522,873,342,2310,614,2872,673,7892,793
0500000US08039,08039,"Elbert County, Colorado",14185,218,7173,105,437,184,2396,404,2415,341,1925,278,7012,226,404,192,2016,323,2696,334,1896,289
0500000US08041,08041,"El Paso County, Colorado",307718,1211,148476,803,10200,1072,31711,1580,49254,1666,57311,1484,159242,643,10642,822,39345,1649,55311,1682,53944,1957
0500000US08043,08043,"Fremont County, Colorado",28373,296,15151,166,3104,602,5483,725,3995,564,2569,428,13222,170,1743,351,4484,457,4574,470,2421,366
0500000US08045,08045,"Garfield County, Colorado",31215,407,16091,277,2274,384,5583,659,4189,509,4045,547,15124,195,2108,458,3951,577,4795,513,4270,503
