GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
0500000US06029,06029,"Kern County, California",244186,3604,200193,4139,43993,2678
0500000US06031,06031,"Kings County, California",40495,1795,34927,1934,5568,818
0500000US06033,06033,"Lake County, California",24459,1977,17616,1869,6843,1148
0500000US06037,06037,"Los Angeles County, California",3168362,9799,2661068,11756,507294,10711
0500000US06039,06039,"Madera County, California",41888,1942,33000,2065,8888,1138
0500000US06041,06041,"Marin County, California",102147,1745,83249,2282,18898,1559
0500000US06045,06045,"Mendocino County, California",34519,1354,26389,1524,8130,1184
0500000US06047,06047,"Merced County, California",72353,1721,56950,2286,15403,1492
0500000US06053,06053,"Monterey County, California",126066,2621,105472,2812,20594,1728
0500000US06055,06055,"Napa County, California",46333,1806,36788,1835,9545,1043
0500000US06057,06057,"Nevada County, California",41529,1730,30219,1797,11310,1125
0500000US06059,06059,"Orange County, California",971559,4843,823811,6559,147748,5658
0500000US06061,06061,"Placer County, California",128475,2552,100042,3219,28433,2180
0500000US06065,06065,"Riverside County, California",647443,6148,517203,7078,130240,3718
0500000US06067,06067,"Sacramento County, California",502061,5086,410075,5728,91986,3542
0500000US06071,06071,"San Bernardino County, California",580361,5845,485920,6264,94441,4177
0500000US06073,06073,"San Diego County, California",1037958,7793,857390,8221,180568,5076
0500000US06075,06075,"San Francisco County, California",323339,4231,255374,4540,67965,3470
0500000US06077,06077,"San Joaquin County, California",205056,4029,166997,4201,38059,4866
0500000US06079,06079,"San Luis Obispo County, California",100901,2900,78558,2927,22343,1833
0500000US06081,06081,"San Mateo County, California",254590,2909,213493,2916,41097,2855
0500000US06083,06083,"Santa Barbara County, California",139212,2572,110965,2932,28247,2055
0500000US06085,06085,"Santa Clara County, California",587948,3702,504200,4304,83748,3895
0500000US06087,06087,"Santa Cruz County, California",93759,2135,75545,2717,18214,1664
0500000US06089,06089,"Shasta County, California",70067,1820,50644,2358,19423,1893
0500000US06095,06095,"Solano County, California",136036,2513,111697,2615,24339,1792
0500000US06097,06097,"Sonoma County, California",181159,2500,145238,3107,35921,2144
0500000US06099,06099,"Stanislaus County, California",160855,2782,129963,3173,30892,1989
0500000US06101,06101,"Sutter County, California",30982,864,24586,1142,6396,902
0500000US06107,06107,"Tulare County, California",124047,2152,102081,2407,21966,2082
0500000US06111,06111,"Ventura County, California",256944,3048,211919,3520,45025,2163
0500000US06113,06113,"Yolo County, California",68769,3276,57671,3347,11098,1322
0500000US06115,06115,"Yuba County, California",25233,1117,20772,1142,4461,808
0500000US08001,08001,"Adams County, Colorado",149358,2636,133550,2541,15808,1433
0500000US08005,08005,"Arapahoe County, Colorado",214897,2736,183256,3250,31641,2086
0500000US08013,08013,"Boulder County, Colorado",118434,1985,104452,1942,13982,1713
0500000US08031,08031,"Denver County, Colorado",248129,3995,201772,3722,46357,2558
0500000US08035,08035,"Douglas County, Colorado",97111,1481,90662,1505,6449,803
0500000US08041,08041,"El Paso County, Colorado",221645,2868,189403,3701,32242,2554
0500000US08059,08059,"Jefferson County, Colorado",217546,2287,186414,2473,31132,2040
0500000US08069,08069,"Larimer County, Colorado",118483,2387,100792,2807,17691,1631
0500000US08077,08077,"Mesa County, Colorado",56994,1066,44943,1360,12051,976
0500000US08101,08101,"Pueblo County, Colorado",60786,2025,45958,2457,14828,1556
0500000US08123,08123,"Weld County, Colorado",86163,1838,75655,1742,10508,1228
0500000US09001,09001,"Fairfield County, Connecticut",323987,3708,268694,4192,55293,2882
0500000US09003,09003,"Hartford County, Connecticut",342409,3658,272578,4138,69831,2907
0500000US09005,09005,"Litchfield County, Connecticut",74125,1931,61658,2039,12467,1150
0500000US09007,09007,"Middlesex County, Connecticut",66688,1796,53430,1828,13258,1099
0500000US09009,09009,"New Haven County, Connecticut",322436,4255,261067,4291,61369,3368
0500000US09011,09011,"New London County, Connecticut",103401,2369,85330,2694,18071,1656
0500000US09013,09013,"Tolland County, Connecticut",53590,1748,46107,1891,7483,1019
0500000US09015,09015,"Windham County, Connecticut",42669,1543,35164,1615,7505,1045
0500000US10001,10001,"Kent County, Delaware",57438,1584,46251,1881,11187,1287
0500000US10003,10003,"New Castle County, Delaware",196670,2650,163361,3257,33309,1952
0500000US10005,10005,"Sussex County, Delaware",74546,2365,55071,2209,19475,1200
0500000US11001,11001,"District of Columbia, District of Columbia",249996,3353,203171,3688,46825,3119
0500000US12001,12001,"Alachua County, Florida",98824,2559,81552,2414,17272,1628
0500000US12005,12005,"Bay County, Florida",69693,3240,54141,3260,15552,1732
0500000US12009,12009,"Brevard County, Florida",217467,4096,154042,4022,63425,2832
0500000US12011,12011,"Broward County, Florida",667220,7520,531637,7791,135583,3943
0500000US12015,12015,"Charlotte County, Florida",73937,3333,47544,3521,26393,1608
0500000US12017,12017,"Citrus County, Florida",56247,3561,31568,2281,24679,2897
0500000US12019,12019,"Clay County, Florida",66188,1949,56525,1907,9663,1862
0500000US12021,12021,"Collier County, Florida",117344,3939,77354,3786,39990,2096
0500000US12023,12023,"Columbia County, Florida",25467,2171,19198,2088,6269,1048
0500000US12031,12031,"Duval County, Florida",336109,5206,279422,5474,56687,3174
0500000US12033,12033,"Escambia County, Florida",115339,3664,86097,3374,29242,2229
0500000US12035,12035,"Flagler County, Florida",37383,1703,24733,1811,12650,1265
0500000US12053,12053,"Hernando County, Florida",67948,2714,42131,2872,25817,1518
0500000US12055,12055,"Highlands County, Florida",38894,2493,20446,2314,18448,1401
0500000US12057,12057,"Hillsborough County, Florida",455324,6195,374153,7134,81171,3788
0500000US12061,12061,"Indian River County, Florida",60427,2600,41815,2438,18612,1206
0500000US12069,12069,"Lake County, Florida",120254,2857,74938,3244,45316,2157
0500000US12071,12071,"Lee County, Florida",243923,6501,169335,6542,74588,2937
0500000US12073,12073,"Leon County, Florida",108505,2567,93863,2863,14642,1654
0500000US12081,12081,"Manatee County, Florida",131596,3082,89803,3146,41793,2293
0500000US12083,12083,"Marion County, Florida",136226,3055,88641,2832,47585,2297
0500000US12085,12085,"Martin County, Florida",57614,2243,36747,2331,20867,1466
0500000US12086,12086,"Miami-Dade County, Florida",825761,7652,661868,8740,163893,5106
0500000US12087,12087,"Monroe County, Florida",29084,1724,22798,1594,6286,1059
0500000US12089,12089,"Nassau County, Florida",23878,1770,18843,1626,5035,968
0500000US12091,12091,"Okaloosa County, Florida",73078,2535,59692,2508,13386,1441
0500000US12095,12095,"Orange County, Florida",386608,6432,333621,6479,52987,2829
0500000US12097,12097,"Osceola County, Florida",93236,3229,78874,3388,14362,1817
0500000US12099,12099,"Palm Beach County, Florida",505007,6661,353835,6378,151172,4025
0500000US12101,12101,"Pasco County, Florida",178797,3845,120461,3045,58336,2890
0500000US12103,12103,"Pinellas County, Florida",396853,6504,284706,6086,112147,4009
0500000US12105,12105,"Polk County, Florida",223931,4428,164692,4630,59239,2596
0500000US12107,12107,"Putnam County, Florida",27298,1701,17209,1619,10089,1296
0500000US12109,12109,"St. Johns County, Florida",67924,2731,55099,2789,12825,1582
0500000US12111,12111,"St. Lucie County, Florida",97150,3300,70005,3257,27145,1885
0500000US12113,12113,"Santa Rosa County, Florida",50626,2554,41956,2617,8670,1166
0500000US12115,12115,"Sarasota County, Florida",162241,3795,102655,3414,59586,2365
0500000US12117,12117,"Seminole County, Florida",149674,2727,127840,3046,21834,1906
0500000US12119,12119,"Sumter County, Florida",36280,1420,25455,1903,10825,1355
0500000US12127,12127,"Volusia County, Florida",199936,4707,139856,4859,60080,2235
0500000US13013,13013,"Barrow County, Georgia",22102,1651,18427,1811,3675,919
0500000US13015,13015,"Bartow County, Georgia",32858,1457,27751,1471,5107,944
0500000US13021,13021,"Bibb County, Georgia",59981,2968,45905,3344,14076,1421
0500000US13031,13031,"Bulloch County, Georgia",24036,1246,20150,1526,3886,772
0500000US13045,13045,"Carroll County, Georgia",40432,1401,33662,1552,6770,879
0500000US13051,13051,"Chatham County, Georgia",98436,2760,77430,2810,21006,1764
0500000US13057,13057,"Cherokee County, Georgia",74592,1652,65905,1879,8687,1215
0500000US13059,13059,"Clarke County, Georgia",41088,1897,33081,1841,8007,1058
0500000US13063,13063,"Clayton County, Georgia",88891,2368,78989,2579,9902,1502
0500000US13067,13067,"Cobb County, Georgia",254848,2940,228906,3041,25942,1707
0500000US13073,13073,"Columbia County, Georgia",38467,1538,33018,1460,5449,864
0500000US13077,13077,"Coweta County, Georgia",43574,1152,36538,1388,7036,1049
0500000US13089,13089,"DeKalb County, Georgia",275111,4512,238529,4847,36582,2811
0500000US13095,13095,"Dougherty County, Georgia",36116,1749,28199,1699,7917,1078
0500000US13097,13097,"Douglas County, Georgia",43470,1641,38734,1881,4736,951
0500000US13113,13113,"Fayette County, Georgia",36095,1023,30517,1076,5578,842
0500000US13115,13115,"Floyd County, Georgia",35247,1652,26385,1655,8862,1188
0500000US13117,13117,"Forsyth County, Georgia",57713,1461,52425,1541,5288,957
0500000US13121,13121,"Fulton County, Georgia",369370,7157,316026,7305,53344,3724
0500000US13127,13127,"Glynn County, Georgia",29000,1569,21356,1739,7644,1171
0500000US13135,13135,"Gwinnett County, Georgia",256424,3587,234934,3557,21490,2033
0500000US13139,13139,"Hall County, Georgia",57623,1994,49423,2179,8200,1527
0500000US13151,13151,"Henry County, Georgia",65422,1571,56718,1783,8704,1161
0500000US13153,13153,"Houston County, Georgia",50819,1737,42104,2136,8715,1171
0500000US13185,13185,"Lowndes County, Georgia",39722,1601,33497,1860,6225,905
0500000US13215,13215,"Muscogee County, Georgia",72883,2693,57257,2763,15626,1548
0500000US13217,13217,"Newton County, Georgia",32820,1586,27930,1548,4890,903
0500000US13223,13223,"Paulding County, Georgia",49138,1796,43965,1902,5173,1468
0500000US13245,13245,"Richmond County, Georgia",75865,2522,60503,2438,15362,2091
0500000US13247,13247,"Rockdale County, Georgia",27599,1068,23131,1156,4468,862
0500000US13297,13297,"Walton County, Georgia",29670,1400,25227,1561,4443,791
0500000US13313,13313,"Whitfield County, Georgia",32589,984,27570,1161,5019,894
0500000US15001,15001,"Hawaii County, Hawaii",63088,2262,49920,2406,13168,1412
0500000US15003,15003,"Honolulu County, Hawaii",302861,3857,251432,4429,51429,2908
0500000US15009,15009,"Maui County, Hawaii",48950,2279,41048,2094,7902,1269
0500000US16001,16001,"Ada County, Idaho",145810,2321,123572,2649,22238,1910
0500000US16005,16005,"Bannock County, Idaho",28891,1211,24219,1149,4672,616
0500000US16019,16019,"Bonneville County, Idaho",35292,1007,30134,1122,5158,947
0500000US16027,16027,"Canyon County, Idaho",62424,1761,52894,1872,9530,1270
0500000US16055,16055,"Kootenai County, Idaho",53060,1644,41397,1887,11663,1425
0500000US16083,16083,"Twin Falls County, Idaho",28685,1595,22794,1608,5891,1092
0500000US17001,17001,"Adams County, Illinois",26558,1407,21164,1343,5394,748
0500000US17019,17019,"Champaign County, Illinois",78073,3000,65019,2994,13054,1474
0500000US17031,17031,"Cook County, Illinois",1941698,8245,1574848,9777,366850,7475
0500000US17037,17037,"DeKalb County, Illinois",36951,1946,32261,1858,4690,1000
0500000US17043,17043,"DuPage County, Illinois",338577,3229,294747,3720,43830,1923
0500000US17089,17089,"Kane County, Illinois",164060,2705,143037,2879,21023,1728
0500000US17091,17091,"Kankakee County, Illinois",39938,1384,31752,1489,8186,857
0500000US17093,17093,"Kendall County, Illinois",32499,1109,29971,1106,2528,607
0500000US17097,17097,"Lake County, Illinois",237799,2956,205706,3098,32093,2184
0500000US17099,17099,"LaSalle County, Illinois",45092,1225,34507,1376,10585,919
0500000US17111,17111,"McHenry County, Illinois",109390,1669,94879,2156,14511,1406
0500000US17113,17113,"McLean County, Illinois",62806,2089,53192,2172,9614,1099
0500000US17115,17115,"Macon County, Illinois",45959,1608,35002,1857,10957,1204
0500000US17119,17119,"Madison County, Illinois",107065,2265,83595,2436,23470,1666
0500000US17143,17143,"Peoria County, Illinois",75690,2253,59066,2188,16624,1491
0500000US17161,17161,"Rock Island County, Illinois",61287,1568,47059,1782,14228,1199
0500000US17163,17163,"St. Clair County, Illinois",104338,2004,80547,2526,23791,2001
0500000US17167,17167,"Sangamon County, Illinois",81131,1858,63992,1991,17139,1358
0500000US17179,17179,"Tazewell County, Illinois",53467,1134,42277,1421,11190,1055
0500000US17183,17183,"Vermilion County, Illinois",33051,1424,24928,1453,8123,938
0500000US17197,17197,"Will County, Illinois",217655,2806,190683,2620,26972,2650
0500000US17201,17201,"Winnebago County, Illinois",110759,3407,88211,3566,22548,1558
0500000US18003,18003,"Allen County, Indiana",137788,3130,113809,3059,23979,3038
0500000US18005,18005,"Bartholomew County, Indiana",29616,858,23338,1016,6278,788
0500000US18019,18019,"Clark County, Indiana",45733,1010,35681,1285,10052,1247
0500000US18035,18035,"Delaware County, Indiana",45071,1849,34010,1911,11061,965
0500000US18039,18039,"Elkhart County, Indiana",70908,1878,61442,2003,9466,1137
0500000US18043,18043,"Floyd County, Indiana",28560,1125,23638,1440,4922,762
0500000US18053,18053,"Grant County, Indiana",27466,1679,19929,1515,7537,1086
0500000US18057,18057,"Hamilton County, Indiana",96100,1825,86497,2056,9603,1257
0500000US18059,18059,"Hancock County, Indiana",25514,1379,20799,1336,4715,995
0500000US18063,18063,"Hendricks County, Indiana",52522,1107,45593,1506,6929,957
0500000US18067,18067,"Howard County, Indiana",33203,1310,24530,1641,8673,1181
0500000US18081,18081,"Johnson County, Indiana",50913,1486,42481,1566,8432,1070
0500000US18085,18085,"Kosciusko County, Indiana",30572,1054,25950,1244,4622,742
0500000US18089,18089,"Lake County, Indiana",184227,2744,144603,3039,39624,2385
0500000US18091,18091,"LaPorte County, Indiana",42012,1257,33416,1390,8596,891
0500000US18095,18095,"Madison County, Indiana",51759,1919,37708,1872,14051,1293
0500000US18097,18097,"Marion County, Indiana",357647,4844,293902,5187,63745,3638
0500000US18105,18105,"Monroe County, Indiana",52645,1980,42980,2324,9665,1324
0500000US18109,18109,"Morgan County, Indiana",26659,1148,21338,1197,5321,936
0500000US18127,18127,"Porter County, Indiana",62537,1380,52201,1546,10336,1182
0500000US18141,18141,"St. Joseph County, Indiana",99340,2816,79587,2883,19753,1707
0500000US18157,18157,"Tippecanoe County, Indiana",61730,1997,51988,2175,9742,1262
0500000US18163,18163,"Vanderburgh County, Indiana",73502,2199,56236,2186,17266,1493
0500000US18167,18167,"Vigo County, Indiana",41663,1998,31145,1939,10518,1494
0500000US18177,18177,"Wayne County, Indiana",26872,1586,20206,1402,6666,923
0500000US19013,19013,"Black Hawk County, Iowa",51211,1243,40992,1736,10219,1096
0500000US19061,19061,"Dubuque County, Iowa",36773,1244,30228,1367,6545,1000
0500000US19103,19103,"Johnson County, Iowa",49253,1882,42690,1912,6563,956
0500000US19113,19113,"Linn County, Iowa",85672,1997,70970,2045,14702,1471
0500000US19153,19153,"Polk County, Iowa",170222,2857,143828,3252,26394,1832
0500000US19155,19155,"Pottawattamie County, Iowa",36542,1501,29314,1604,7228,803
0500000US19163,19163,"Scott County, Iowa",66306,1510,55551,1574,10755,1100
0500000US19169,19169,"Story County, Iowa",32769,1207,29025,1189,3744,736
0500000US19193,19193,"Woodbury County, Iowa",39525,1313,32739,1495,6786,806
0500000US20045,20045,"Douglas County, Kansas",43730,1512,37678,1579,6052,992
0500000US20091,20091,"Johnson County, Kansas",207738,2182,182658,2833,25080,1827
0500000US20103,20103,"Leavenworth County, Kansas",26031,1234,21518,1284,4513,832
0500000US20161,20161,"Riley County, Kansas",24770,1253,21420,1365,3350,742
0500000US20173,20173,"Sedgwick County, Kansas",193747,2690,161809,2876,31938,1793
0500000US20177,20177,"Shawnee County, Kansas",74663,1990,60895,1885,13768,1543
0500000US20209,20209,"Wyandotte County, Kansas",58992,1517,46782,1691,12210,1457
0500000US21015,21015,"Boone County, Kentucky",42196,1154,36758,1160,5438,870
0500000US21029,21029,"Bullitt County, Kentucky",28292,803,23644,1025,4648,925
0500000US21037,21037,"Campbell County, Kentucky",35427,2191,27073,1853,8354,1339
0500000US21047,21047,"Christian County, Kentucky",26067,1275,19952,1415,6115,865
0500000US21059,21059,"Daviess County, Kentucky",39961,1275,28905,1598,11056,1153
0500000US21067,21067,"Fayette County, Kentucky",123450,2589,105923,2823,17527,1870
0500000US21093,21093,"Hardin County, Kentucky",39648,1593,30609,1872,9039,1096
0500000US21111,21111,"Jefferson County, Kentucky",294197,4245,229522,4765,64675,2917
0500000US21117,21117,"Kenton County, Kentucky",64878,1348,52993,1534,11885,1176
0500000US21145,21145,"McCracken County, Kentucky",28575,1099,21415,1457,7160,1048
0500000US21151,21151,"Madison County, Kentucky",30539,1264,24325,1475,6214,991
0500000US21195,21195,"Pike County, Kentucky",29575,1048,20449,1290,9126,1134
0500000US21227,21227,"Warren County, Kentucky",42195,1356,34303,1554,7892,1158
0500000US22005,22005,"Ascension Parish, Louisiana",35855,1343,30938,1609,4917,817
0500000US22015,22015,"Bossier Parish, Louisiana",42331,1703,34510,1663,7821,1119
0500000US22017,22017,"Caddo Parish, Louisiana",97709,2265,74297,2529,23412,2226
0500000US22019,22019,"Calcasieu Parish, Louisiana",72848,2074,57487,2376,15361,1317
0500000US22033,22033,"East Baton Rouge Parish, Louisiana",171086,3581,143668,3915,27418,2141
0500000US22045,22045,"Iberia Parish, Louisiana",26649,1854,21088,1694,5561,1143
0500000US22051,22051,"Jefferson Parish, Louisiana",157399,2623,125714,3037,31685,2039
0500000US22055,22055,"Lafayette Parish, Louisiana",80954,2150,67455,2114,13499,1604
0500000US22057,22057,"Lafourche Parish, Louisiana",34263,1094,26764,1521,7499,1455
0500000US22063,22063,"Livingston Parish, Louisiana",42116,1268,35391,1300,6725,947
0500000US22071,22071,"Orleans Parish, Louisiana",87142,3198,64422,2916,22720,2333
0500000US22073,22073,"Ouachita Parish, Louisiana",55914,1654,44928,2046,10986,1523
0500000US22079,22079,"Rapides Parish, Louisiana",47998,1751,37167,1809,10831,1010
0500000US22097,22097,"St. Landry Parish, Louisiana",33097,1396,23605,1404,9492,1128
0500000US22103,22103,"St. Tammany Parish, Louisiana",91552,1811,76790,2069,14762,2015
0500000US22105,22105,"Tangipahoa Parish, Louisiana",45549,1406,34640,1608,10909,1439
0500000US22109,22109,"Terrebonne Parish, Louisiana",38710,1192,31112,1611,7598,1222
0500000US23001,23001,"Androscoggin County, Maine",43334,1589,34522,1542,8812,1133
0500000US23003,23003,"Aroostook County, Maine",30154,1061,20868,1133,9286,763
0500000US23005,23005,"Cumberland County, Maine",116087,2402,92662,2615,23425,1750
0500000US23011,23011,"Kennebec County, Maine",48859,1406,36962,1461,11897,1035
0500000US23019,23019,"Penobscot County, Maine",61463,1831,48024,1835,13439,1153
0500000US23031,23031,"York County, Maine",81859,2621,65294,2715,16565,1267
0500000US24001,24001,"Allegany County, Maryland",27746,1806,19763,1817,7983,738
0500000US24003,24003,"Anne Arundel County, Maryland",189835,2519,164160,2962,25675,1783
0500000US24005,24005,"Baltimore County, Maryland",311244,3102,254557,3710,56687,2496
0500000US24009,24009,"Calvert County, Maryland",29804,947,26271,1130,3533,682
0500000US24013,24013,"Carroll County, Maryland",58730,1424,50398,1531,8332,947
0500000US24015,24015,"Cecil County, Maryland",35297,1953,29619,1991,5678,864
0500000US24017,24017,"Charles County, Maryland",49885,1124,44404,1328,5481,870
0500000US24021,24021,"Frederick County, Maryland",82694,1511,71346,1763,11348,1136
0500000US24025,24025,"Harford County, Maryland",90780,1761,77908,2082,12872,1417
0500000US24027,24027,"Howard County, Maryland",99665,1708,89000,2005,10665,1505
0500000US24031,24031,"Montgomery County, Maryland",341812,3281,295943,3902,45869,2377
0500000US24033,24033,"Prince George's County, Maryland",297169,3716,263531,3398,33638,2348
0500000US24037,24037,"St. Mary's County, Maryland",36933,1335,31722,1606,5211,869
0500000US24043,24043,"Washington County, Maryland",54819,1811,43961,1668,10858,985
0500000US24045,24045,"Wicomico County, Maryland",36704,1555,29636,1643,7068,928
0500000US24510,24510,"Baltimore city, Maryland",238454,4088,181938,4480,56516,2625
0500000US25001,25001,"Barnstable County, Massachusetts",93027,3523,65202,3764,27825,1757
0500000US25003,25003,"Berkshire County, Massachusetts",57455,2182,43510,2523,13945,1173
0500000US25005,25005,"Bristol County, Massachusetts",204454,4491,163780,4442,40674,2516
0500000US25009,25009,"Essex County, Massachusetts",277380,3558,220946,3928,56434,2744
0500000US25011,25011,"Franklin County, Massachusetts",30647,770,24051,1220,6596,944
0500000US25013,25013,"Hampden County, Massachusetts",173375,3494,130232,3861,43143,2521
0500000US25015,25015,"Hampshire County, Massachusetts",58894,1977,48556,2101,10338,1382
0500000US25017,25017,"Middlesex County, Massachusetts",566249,4377,471270,4761,94979,3415
0500000US25021,25021,"Norfolk County, Massachusetts",254478,2572,209080,3548,45398,2420
0500000US25023,25023,"Plymouth County, Massachusetts",176433,2781,146753,3125,29680,2597
0500000US25025,25025,"Suffolk County, Massachusetts",274043,4664,219510,5612,54533,3528
0500000US25027,25027,"Worcester County, Massachusetts",292767,3391,241663,3854,51104,2602
0500000US26005,26005,"Allegan County, Michigan",41648,1583,33117,1723,8531,1137
0500000US26017,26017,"Bay County, Michigan",43344,1465,31270,1592,12074,1271
0500000US26021,26021,"Berrien County, Michigan",63978,1931,49310,2036,14668,1163
0500000US26025,26025,"Calhoun County, Michigan",52624,1733,40748,1960,11876,1335
0500000US26037,26037,"Clinton County, Michigan",27828,784,21598,1030,6230,712
0500000US26045,26045,"Eaton County, Michigan",42533,1176,34098,1275,8435,810
0500000US26049,26049,"Genesee County, Michigan",169002,2853,122198,3130,46804,2689
0500000US26055,26055,"Grand Traverse County, Michigan",32701,2018,26447,1739,6254,1064
0500000US26065,26065,"Ingham County, Michigan",107365,3085,86001,3556,21364,1975
0500000US26073,26073,"Isabella County, Michigan",25117,1313,20771,1287,4346,756
0500000US26075,26075,"Jackson County, Michigan",58512,1979,43618,1728,14894,1253
0500000US26077,26077,"Kalamazoo County, Michigan",98049,2027,78825,2308,19224,1565
0500000US26081,26081,"Kent County, Michigan",223952,3391,182317,3571,41635,2275
0500000US26087,26087,"Lapeer County, Michigan",33207,1233,26054,1385,7153,938
0500000US26091,26091,"Lenawee County, Michigan",37184,1804,28472,1782,8712,1070
0500000US26093,26093,"Livingston County, Michigan",67307,1385,55977,1516,11330,968
0500000US26099,26099,"Macomb County, Michigan",325817,3585,254716,4121,71101,3133
0500000US26103,26103,"Marquette County, Michigan",24421,1309,17794,1278,6627,635
0500000US26111,26111,"Midland County, Michigan",32804,980,24925,1250,7879,708
0500000US26115,26115,"Monroe County, Michigan",58785,1452,46044,1757,12741,1247
0500000US26121,26121,"Muskegon County, Michigan",66384,1572,50482,1704,15902,1212
0500000US26125,26125,"Oakland County, Michigan",475226,4731,388916,5194,86310,3188
0500000US26139,26139,"Ottawa County, Michigan",93506,2061,77440,2337,16066,1614
0500000US26145,26145,"Saginaw County, Michigan",78521,1683,56319,2260,22202,1670
0500000US26147,26147,"St. Clair County, Michigan",64202,1603,49150,1984,15052,1393
0500000US26155,26155,"Shiawassee County, Michigan",27595,1018,20643,1032,6952,733
0500000US26159,26159,"Van Buren County, Michigan",28689,1291,21438,1432,7251,862
0500000US26161,26161,"Washtenaw County, Michigan",134797,4887,113097,5030,21700,1590
0500000US26163,26163,"Wayne County, Michigan",688293,6765,505691,6448,182602,5407
