GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD04,HD02_VD04,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD14,HD02_VD14,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22
0500000US01103,01103,"Morgan County, Alabama",20810,1717,26952,3786,25592,4757,30258,8577,18716,4944,38847,8997,38459,10916,46081,10273,17010,1730,16535,1547,20085,3240,14456,1226,24365,11091,24006,15104,29803,11033
0500000US01109,01109,"Pike County, Alabama",13861,1404,14730,3325,14194,1691,13661,2652,14805,6302,23981,9898,23148,10465,100992,69571,12823,2320,13026,2327,14033,5021,12547,2485,12211,17266,12211,17266,-,**
0500000US01111,01111,"Randolph County, Alabama",23544,4054,24333,5764,23375,6090,22833,7068,23917,23431,26691,18749,25441,20279,-,**,23244,8921,17549,5909,26042,15664,15733,4881,48623,9219,49225,30608,45521,2038
0500000US01113,01113,"Russell County, Alabama",18462,3736,24262,3902,23089,3992,26481,5428,13915,4361,29010,20888,28685,16865,-,**,15622,2106,14284,2078,17132,4560,11412,2594,48613,7391,48000,12369,67772,29957
0500000US01115,01115,"St. Clair County, Alabama",21467,2418,38240,11519,31887,16042,40508,13200,18450,8134,51168,25895,51885,34916,25677,2275,17229,3354,16924,2868,23322,3940,14061,1931,54338,21259,54706,17388,-,**
0500000US01117,01117,"Shelby County, Alabama",38065,1891,44575,5011,41322,4096,44179,4892,24120,9564,59486,4356,60316,3915,32273,3087,32915,3445,31166,3225,37970,2169,16023,1859,52868,19671,53480,23550,24273,57573
0500000US01121,01121,"Talladega County, Alabama",16367,1525,18678,3038,17654,2678,17640,3810,17683,4968,24313,24792,24400,25288,19125,49100,14374,1175,13803,1176,14379,2911,13556,1334,37321,16643,37321,16643,-,**
0500000US01123,01123,"Tallapoosa County, Alabama",16040,1474,21572,5415,20850,5371,21526,7689,15588,12803,25875,18634,25375,23240,-,**,14897,1239,13947,1211,15860,2525,13313,1333,40257,13560,40445,11460,14792,16110
0500000US01125,01125,"Tuscaloosa County, Alabama",19619,1844,22276,3291,21195,1702,21748,2544,15895,4093,28750,10467,27490,12043,29375,70211,16593,1610,15853,1537,17101,2211,14243,1447,22032,7339,22067,7710,21705,174541
0500000US01127,01127,"Walker County, Alabama",17828,2326,24407,3891,24097,3728,26207,4383,20038,7267,35045,27408,35625,26125,-,**,14688,1628,14039,1498,15500,2543,13389,1379,27479,25477,37632,32897,27303,14087
0500000US01133,01133,"Winston County, Alabama",14591,3225,16618,5164,18227,5848,14663,11873,19146,5759,13974,593,13974,593,-,**,12570,4324,11778,1269,12339,9974,11568,1198,30417,68115,30417,68115,-,**
0500000US02020,02020,"Anchorage Municipality, Alaska",43506,1790,45803,2698,40991,1862,42273,1787,23685,4720,72500,12365,72742,11127,40078,47802,40213,3899,32471,2742,38705,5406,22513,2251,62466,4464,63088,4559,50263,15808
0500000US02090,02090,"Fairbanks North Star Borough, Alaska",38974,4769,42181,4460,32604,7517,33388,10057,27350,13661,73425,31148,73150,33010,-,**,33715,5359,30141,4529,32018,4123,22698,5516,74122,17134,74136,17674,32361,233954
0500000US02110,02110,"Juneau City and Borough, Alaska",46143,3937,47147,7551,38374,5893,39414,9283,9915,30852,81055,11792,81055,11792,-,**,44273,8118,40462,11318,50000,16148,27083,9223,47165,46227,46982,48197,-,**
0500000US02122,02122,"Kenai Peninsula Borough, Alaska",29121,4107,35359,7001,28894,6839,29459,7621,23333,17472,45833,9636,45175,8003,71250,33623,24221,2663,22588,2156,27533,6134,20154,2052,50385,25297,42031,31928,52404,26752
0500000US02170,02170,"Matanuska-Susitna Borough, Alaska",36836,2599,39250,7798,31047,4376,32212,4707,24083,12795,71154,6280,71955,8436,68438,43345,35558,2355,30929,3833,34572,3240,20282,6614,73125,5131,73036,6457,150660,149962
0500000US04001,04001,"Apache County, Arizona",12621,2643,13438,3410,11870,3495,13613,5568,10070,2459,37063,23999,37250,28086,27159,18339,11691,3365,11250,3234,20087,6278,8662,1396,16750,35609,17250,43836,14000,79434
0500000US04003,04003,"Cochise County, Arizona",23454,1919,28268,4528,25790,3893,30084,5639,21787,1846,58958,35041,72943,33308,32933,42891,19042,1588,17959,1537,24849,8055,15862,2373,35574,19758,32429,31807,37353,14896
0500000US04005,04005,"Coconino County, Arizona",31673,2240,37273,3602,31453,4555,32608,3982,24266,7355,49507,19498,49691,22183,45313,45526,26377,3256,23527,4111,27055,8140,19154,4554,29893,6804,29496,8180,30900,20046
0500000US04007,04007,"Gila County, Arizona",22750,4483,26018,3157,25361,4728,30212,6341,17734,4753,43564,10567,45112,33620,43431,168320,19264,4631,17500,4875,20670,9147,13961,4249,34246,7512,34552,15931,23621,24346
0500000US04009,04009,"Graham County, Arizona",20048,2052,22226,4385,21778,3584,22068,5081,19485,10880,41571,19082,40813,44423,52578,24073,18242,2241,17202,3322,19432,9017,16548,3996,46667,22333,48462,18775,15556,6192
0500000US04012,04012,"La Paz County, Arizona",17641,3330,17806,5863,16408,3943,16863,5883,12158,10240,46051,20596,69375,101926,45779,14983,17578,3226,16019,3270,20263,12166,15410,3139,42168,30232,42031,31493,55795,62405
0500000US04013,04013,"Maricopa County, Arizona",36341,577,41634,751,36131,963,38691,1042,24840,1427,61394,1561,61992,1764,53843,8802,31787,579,27817,660,35257,842,19559,616,60027,2994,61260,2805,44655,3870
0500000US04015,04015,"Mohave County, Arizona",24513,1711,26463,2411,22377,1894,24075,4060,20978,2602,44372,4403,47101,7496,38125,14676,22652,2684,18728,1449,20618,6397,17226,1687,34708,4414,34996,9077,27400,13963
0500000US04017,04017,"Navajo County, Arizona",22017,3320,24837,4920,21493,2931,20819,3039,22986,5113,39013,9640,38823,10657,72237,14278,20852,2791,19769,3310,22414,6347,13851,3878,38766,3303,38500,3833,-,**
0500000US04019,04019,"Pima County, Arizona",29243,883,32386,1215,29098,1696,30158,1469,25175,2507,52160,3732,50967,4885,61299,17443,25951,1017,23412,1058,27238,1460,20100,1044,45349,4617,44553,5848,47850,6855
0500000US04021,04021,"Pinal County, Arizona",30581,2544,37363,3864,34133,3965,38567,4401,20236,2685,51164,5713,53351,8061,36797,7230,23103,2639,20225,1522,25610,3523,17430,1978,39550,9746,39810,12803,33083,22974
0500000US04023,04023,"Santa Cruz County, Arizona",27523,8510,34671,22668,40313,24473,52964,21145,24333,16111,24871,36250,24453,13441,43214,52804,20745,8892,17252,7818,22917,10572,13086,5601,55038,42688,55152,37715,34766,132982
0500000US04025,04025,"Yavapai County, Arizona",28626,1891,37180,4129,30603,3515,33732,5462,24286,3544,48155,3513,48275,4653,47780,18454,24980,1701,22198,2168,27925,5451,18769,1947,44257,7901,44233,7992,45357,32502
0500000US04027,04027,"Yuma County, Arizona",25618,1709,33666,5834,25462,4672,31012,8882,17758,1983,49738,19566,51667,19705,41563,31473,22240,2332,20029,2470,25360,2463,16958,1711,52100,4089,53529,12496,49226,11614
0500000US05003,05003,"Ashley County, Arkansas",15731,2785,20822,9153,19564,8302,23882,14221,15114,6166,28500,21371,28950,11449,-,**,14482,3293,12568,3200,9931,3443,15633,3589,16725,803,16848,9552,14821,2063
0500000US05005,05005,"Baxter County, Arkansas",19269,2303,26696,4639,23007,3917,25536,3672,19516,3743,47792,12645,47956,11280,38750,29386,16150,1042,15603,1379,16792,4655,14595,1623,24485,8191,23750,9385,26471,56310
0500000US05007,05007,"Benton County, Arkansas",29782,1961,33481,2849,31060,2127,32046,2623,25129,4577,52196,6500,51936,7537,59167,21324,25761,1517,24227,2421,27103,3154,19004,1970,53452,18096,58000,19908,52857,58620
0500000US05009,05009,"Boone County, Arkansas",16143,2049,20576,5880,19626,4872,17946,5103,23241,14424,23239,23025,22589,24747,24375,19690,13409,2413,12543,1965,14574,5041,12102,1775,34500,21771,34429,28172,45263,45464
0500000US05015,05015,"Carroll County, Arkansas",19485,1763,22801,5004,19503,2771,18481,4579,25114,11540,66179,74365,67464,66463,-,**,17814,2145,17031,2552,17696,3174,15160,6823,24924,46404,24053,26243,69896,10613
0500000US05019,05019,"Clark County, Arkansas",15198,3372,15609,10828,11749,3682,11099,4140,16812,2891,35370,17991,35370,17991,-,**,15048,3014,14520,3684,15745,6085,13246,3074,15334,10217,15294,11134,-,**
0500000US05023,05023,"Cleburne County, Arkansas",18700,2909,25518,6957,22557,8576,26375,7869,17208,9180,29425,5582,28975,4942,-,**,16103,2942,15683,3087,17957,7943,15293,2819,50250,66763,100146,100746,14565,5834
0500000US05027,05027,"Columbia County, Arkansas",14418,2047,15614,4043,13703,3891,13391,6264,14663,3833,44336,16122,44316,15598,72554,112654,13547,2453,13502,2456,11741,4773,14904,3016,70625,70808,-,**,-,**
0500000US05029,05029,"Conway County, Arkansas",11819,1214,12199,3017,11644,2339,8893,5972,13006,6780,23242,12763,17969,41099,-,**,11566,1371,11183,1319,9885,2645,12127,1577,41466,23877,40302,19824,"200,000+",***
0500000US05031,05031,"Craighead County, Arkansas",19927,2475,26570,5704,19118,6657,19588,9259,17549,5977,50962,14230,51378,15072,44293,29733,17923,1963,16807,2712,17508,3734,15905,3971,41907,22487,41907,22487,-,**
0500000US05033,05033,"Crawford County, Arkansas",19554,2965,22383,2853,20767,3568,21222,3492,16280,10173,40222,22221,41194,19376,23438,1487,15880,4043,14385,2165,17560,6361,13593,1553,24852,7514,24933,8016,-,**
0500000US05035,05035,"Crittenden County, Arkansas",18833,2432,18951,3095,16850,2533,18383,5309,15276,2266,36218,10667,35641,10288,-,**,18611,3483,16693,3229,26028,3690,9945,1340,60052,52112,65128,27790,21857,2581
0500000US05045,05045,"Faulkner County, Arkansas",22086,1459,26650,3989,25095,3295,26612,4070,17451,3994,31984,11612,31712,11226,52500,2220,17410,2485,16346,1829,18125,3454,14366,1753,32633,6427,32730,6741,-,**
0500000US05051,05051,"Garland County, Arkansas",20161,1526,21534,2007,20831,2594,20354,3617,21995,3513,26179,30636,25500,31585,41033,32150,18416,2714,17662,2842,25245,5552,14788,1028,28266,15370,24226,15519,39821,56394
0500000US05055,05055,"Greene County, Arkansas",18087,2571,23767,10948,20824,7992,19863,10417,23438,7646,34844,12588,34844,12588,-,**,15253,3294,13234,2102,15720,5092,12259,1739,40668,11319,40891,10294,-,**
0500000US05057,05057,"Hempstead County, Arkansas",24012,5011,34547,5862,26971,6561,31563,8491,13835,7729,37226,7025,37250,7270,-,**,12204,4694,11843,4501,11596,11101,12067,3752,19625,37695,19625,37695,-,**
0500000US05059,05059,"Hot Spring County, Arkansas",20640,4431,21167,5392,19638,3649,20167,4700,18438,9511,33063,21384,32938,33183,37692,42728,19912,6058,18882,4417,29026,7998,13464,2173,59792,5470,59792,5470,-,**
0500000US05063,05063,"Independence County, Arkansas",20279,2838,26629,3623,24716,6005,26241,3861,12519,2406,37930,15448,35833,17554,39650,119301,15169,2479,14607,2410,20625,4816,12429,2133,34595,2891,34595,2891,-,**
0500000US05069,05069,"Jefferson County, Arkansas",18753,2802,23642,6028,20648,6340,24141,8675,14914,7959,38519,12043,38731,12914,24313,95059,16763,1727,16506,1730,20079,2960,13744,2128,38500,22197,38631,42368,38449,27876
0500000US05071,05071,"Johnson County, Arkansas",15044,2092,15948,5088,14744,4350,16339,6534,12604,2438,33108,10000,34628,27014,25398,33937,14597,2246,13433,2864,14321,4513,12016,3412,28167,24995,29083,35726,25208,24151
0500000US05083,05083,"Logan County, Arkansas",13116,1768,13601,5126,12002,3105,11463,10748,12252,1763,59402,16465,60170,8027,33229,18939,12906,1739,12702,1946,16653,5670,11787,1743,13718,2140,13590,2130,-,**
0500000US05085,05085,"Lonoke County, Arkansas",25364,2832,30591,2932,27192,4318,30188,2946,18158,5193,47212,21252,55152,28907,39650,25923,21107,6757,17413,5935,24971,4077,14758,3947,51964,33469,50446,25587,81395,96770
0500000US05091,05091,"Miller County, Arkansas",21281,3702,24471,8959,21091,7123,21365,9829,20469,7075,51927,11412,52118,12786,-,**,18676,4381,16750,2954,25484,3635,12341,2575,30341,14168,30524,13034,21728,36252
0500000US05093,05093,"Mississippi County, Arkansas",19095,3636,26418,7032,22937,7429,29200,4631,14187,4437,35694,24621,41250,26845,-,**,16201,2309,15449,2238,22877,8299,12184,2098,39224,15043,39224,15043,-,**
0500000US05103,05103,"Ouachita County, Arkansas",14193,2771,16584,5558,15606,5835,15609,6604,15600,10008,44604,9157,43598,907,-,**,13140,2678,13378,2548,14682,5511,12027,2493,7250,37550,7250,37550,-,**
0500000US05107,05107,"Phillips County, Arkansas",12028,2028,16892,7036,16337,5769,15196,11339,19609,8156,29167,36526,28490,42462,-,**,10997,1585,10839,1533,10926,2330,10757,2027,21400,20087,21400,20087,-,**
0500000US05111,05111,"Poinsett County, Arkansas",15561,3813,20187,9500,19740,12328,22545,13991,11806,11722,20408,10108,20978,13106,-,**,14233,3186,12680,2272,11997,7788,13092,2524,23372,5057,23517,4754,-,**
0500000US05113,05113,"Polk County, Arkansas",17273,3627,18986,10512,16816,7844,15802,8791,18950,10336,38578,14513,39267,22028,-,**,16250,3544,14183,3084,25543,6211,11831,2011,36382,8633,34267,15175,36754,34894
0500000US05115,05115,"Pope County, Arkansas",20050,2275,24659,2806,23328,3712,25740,2054,18482,4180,33717,11543,33717,11543,-,**,16669,1453,15795,1167,15579,2380,16040,1506,45444,8114,45486,7445,-,**
0500000US05119,05119,"Pulaski County, Arkansas",28353,1401,30422,2438,26630,1889,27380,2566,21279,2412,45765,3753,46147,3299,34949,20673,27120,1297,25633,1396,30341,1718,19599,1311,42349,7696,44688,8095,32750,22292
0500000US05123,05123,"St. Francis County, Arkansas",14310,1348,15266,2007,15713,3550,16683,16598,9971,4511,14769,2116,14506,1958,22763,12507,13575,1742,13044,1933,13760,4161,12409,1380,31058,80368,31563,132714,30833,5862
0500000US05125,05125,"Saline County, Arkansas",28338,3212,32980,7006,27143,4331,28898,6619,25310,3725,53828,22865,55729,24803,36250,40353,25821,2157,25081,3136,31189,2786,18267,2062,31623,26585,45319,26196,26109,1732
0500000US05131,05131,"Sebastian County, Arkansas",23103,1391,27363,4077,24074,2435,23964,2853,24536,4632,50562,4434,50791,3400,42552,40900,19477,1859,18335,2068,22628,4597,16186,2383,26910,12960,26910,12960,-,**
0500000US05139,05139,"Union County, Arkansas",17152,2700,23557,9212,21918,13363,22145,15486,21623,13168,24464,5516,24003,3481,55288,55835,14069,1770,13816,1766,13407,6387,14042,1757,38333,66729,38333,66729,-,**
0500000US05143,05143,"Washington County, Arkansas",25594,1887,28333,3691,27115,2661,27382,3175,24366,12915,33721,8636,33338,10730,44943,19789,22497,2708,21002,1614,24731,4672,15913,2186,37927,5158,38095,4483,21480,16113
0500000US05145,05145,"White County, Arkansas",19514,2881,27182,4998,25618,3118,27823,6092,16886,6414,42419,17870,44250,22888,41818,17503,14275,1379,13365,1191,14287,2548,12739,1275,43188,14282,43125,15559,-,**
0500000US05149,05149,"Yell County, Arkansas",19608,3746,24158,8807,20268,11673,23958,16238,17188,14118,31417,25006,33456,56526,30333,30588,15720,5451,15123,5563,20809,7083,11536,2901,33516,23319,33516,23319,-,**
0500000US06001,06001,"Alameda County, California",42793,1231,48775,2035,41786,1790,46464,1627,25235,2645,77705,7125,79294,7218,55789,15644,38377,1328,32805,1446,41674,1782,21497,1419,70803,3890,71703,3164,58460,7409
0500000US06005,06005,"Amador County, California",37205,14119,48441,15435,37404,13189,47097,21430,27066,12227,59932,12673,59418,6875,95915,22980,30459,9193,21144,5255,35217,21881,18670,2948,59954,17808,58993,3356,80705,18981
0500000US06007,06007,"Butte County, California",24272,1662,28908,3396,22243,2727,23791,4116,20306,2655,40813,4601,41636,5282,30342,12699,21708,2662,18247,1636,18138,2894,18333,1738,33994,5091,32848,4384,64674,10163
0500000US06009,06009,"Calaveras County, California",30027,5744,37940,8768,36393,6842,36385,6003,37560,17271,55096,25108,60202,23969,34479,31742,22531,7365,18889,4833,21033,18906,18203,4145,90095,109712,92336,88846,37132,30009
0500000US06011,06011,"Colusa County, California",26508,4910,28966,7516,28873,7125,28208,9803,29265,27818,63250,107581,63250,107581,-,**,20858,9844,14309,8529,10369,18283,18333,7258,75225,39367,75218,12818,38750,14138
0500000US06013,06013,"Contra Costa County, California",48837,1716,58709,3301,51458,1976,55578,4145,36881,4250,84593,10179,86301,9935,66295,10659,40597,1743,34786,1187,46846,3116,24203,905,76831,5040,77532,5715,63893,15522
0500000US06015,06015,"Del Norte County, California",18450,3270,18368,4430,17114,10602,16773,14093,17455,15652,18868,2816,16325,1958,20027,3297,18508,4155,16980,4446,16731,7922,17175,4202,37260,17931,36490,21815,-,**
0500000US06017,06017,"El Dorado County, California",36993,4381,38879,4762,30611,5433,34689,5104,24321,5957,52296,11522,52022,13669,55508,12825,34593,6547,28518,5300,43276,11028,21029,2187,71442,21255,71274,21353,73083,50365
