GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05
0500000US06071,06071,"San Bernardino County, California",82130,7098,64546,6379,9058,1884,1811,778,6715,2402
0500000US06073,06073,"San Diego County, California",125286,8447,84631,6597,22296,2751,5271,1267,13088,3227
0500000US06075,06075,"San Francisco County, California",31185,3858,21960,3208,6384,1618,601,348,2240,732
0500000US06077,06077,"San Joaquin County, California",36347,4228,28591,3691,5004,1729,855,454,1897,880
0500000US06079,06079,"San Luis Obispo County, California",10464,2021,8287,1611,1454,614,260,181,463,365
0500000US06081,06081,"San Mateo County, California",27379,3958,20726,3240,2963,717,569,355,3121,1336
0500000US06083,06083,"Santa Barbara County, California",12846,2326,9460,1914,2103,718,124,102,1159,706
0500000US06085,06085,"Santa Clara County, California",77735,6362,57676,5060,9029,2074,2513,1274,8517,2272
0500000US06087,06087,"Santa Cruz County, California",12174,2280,10067,2075,1337,442,201,216,569,369
0500000US06089,06089,"Shasta County, California",7923,1901,6366,1564,1357,718,200,220,0,294
0500000US06095,06095,"Solano County, California",30569,3855,23200,3466,5184,1375,771,493,1414,779
0500000US06097,06097,"Sonoma County, California",13567,2251,10353,1812,1905,623,228,213,1081,715
0500000US06099,06099,"Stanislaus County, California",19089,3144,14759,2750,1723,643,705,541,1902,1016
0500000US06101,06101,"Sutter County, California",4827,1327,3764,1084,626,397,262,278,175,173
0500000US06107,06107,"Tulare County, California",12814,2148,9625,1823,1435,563,64,89,1690,952
0500000US06111,06111,"Ventura County, California",29659,3763,22373,3069,3054,907,543,383,3689,1304
0500000US06113,06113,"Yolo County, California",12469,2540,8357,1928,2715,965,479,316,918,530
0500000US06115,06115,"Yuba County, California",5555,1641,4120,1543,916,424,343,370,176,283
0500000US08001,08001,"Adams County, Colorado",15586,3168,11004,2796,3486,1106,352,236,744,544
0500000US08005,08005,"Arapahoe County, Colorado",17417,2865,9837,2099,6019,1402,389,278,1172,727
0500000US08013,08013,"Boulder County, Colorado",7867,1704,3960,1249,3131,947,183,241,593,412
0500000US08031,08031,"Denver County, Colorado",18667,3917,12523,3415,4561,1049,265,201,1318,805
0500000US08035,08035,"Douglas County, Colorado",6988,1336,3474,1019,3287,992,227,213,0,279
0500000US08041,08041,"El Paso County, Colorado",31887,3502,17807,2752,11830,1956,1531,580,719,346
0500000US08059,08059,"Jefferson County, Colorado",13549,2552,8091,1811,4737,1268,605,473,116,171
0500000US08069,08069,"Larimer County, Colorado",6927,1424,3970,1040,2411,941,264,241,282,318
0500000US08101,08101,"Pueblo County, Colorado",6551,1956,4467,1824,1840,721,44,79,200,181
0500000US08123,08123,"Weld County, Colorado",8638,2761,5917,2547,2353,844,368,375,0,279
0500000US09001,09001,"Fairfield County, Connecticut",12846,2360,7269,1798,3979,1129,111,120,1487,746
0500000US09003,09003,"Hartford County, Connecticut",19363,3244,14783,2750,2656,901,1044,564,880,560
0500000US09005,09005,"Litchfield County, Connecticut",3316,639,2520,629,675,296,0,277,121,142
0500000US09009,09009,"New Haven County, Connecticut",24227,3685,17360,2952,5094,1441,743,417,1030,607
0500000US09011,09011,"New London County, Connecticut",8721,1585,6098,1398,1990,774,448,282,185,318
0500000US09013,09013,"Tolland County, Connecticut",3119,1167,2094,890,634,394,193,311,198,193
0500000US10001,10001,"Kent County, Delaware",3594,1146,1490,756,1877,761,227,214,0,263
0500000US10003,10003,"New Castle County, Delaware",9953,2348,3729,1319,4405,1333,1086,700,733,584
0500000US10005,10005,"Sussex County, Delaware",5347,1487,2456,971,2743,1249,97,130,51,69
0500000US11001,11001,"District of Columbia, District of Columbia",11049,1940,4143,1545,5859,1457,186,238,861,350
0500000US12001,12001,"Alachua County, Florida",6425,1864,4135,1561,1515,591,161,164,614,474
0500000US12005,12005,"Bay County, Florida",4922,1225,2920,954,1687,722,245,244,70,113
0500000US12009,12009,"Brevard County, Florida",14046,2638,5959,1664,5575,1677,892,431,1620,642
0500000US12011,12011,"Broward County, Florida",40840,6146,14585,2647,9808,2305,1981,755,14466,3697
0500000US12015,12015,"Charlotte County, Florida",3567,1320,1198,672,1614,906,660,536,95,158
0500000US12019,12019,"Clay County, Florida",4346,1448,2124,922,1585,686,455,411,182,197
0500000US12021,12021,"Collier County, Florida",2954,1455,1338,861,1007,646,37,61,572,629
0500000US12031,12031,"Duval County, Florida",19186,3165,11835,2884,5453,1522,429,375,1469,831
0500000US12033,12033,"Escambia County, Florida",10292,1938,5019,1412,4503,1275,263,215,507,401
0500000US12057,12057,"Hillsborough County, Florida",25619,2832,11753,1721,9356,1790,1924,1020,2586,1088
0500000US12069,12069,"Lake County, Florida",4903,1618,2295,1091,2107,873,249,347,252,232
0500000US12071,12071,"Lee County, Florida",9822,2419,4268,1476,4402,1242,306,346,846,413
0500000US12073,12073,"Leon County, Florida",3977,1281,2733,1097,1039,583,102,122,103,168
0500000US12081,12081,"Manatee County, Florida",3893,1215,1600,774,2114,807,0,305,179,224
0500000US12083,12083,"Marion County, Florida",4898,1207,2027,1031,1964,609,0,305,907,514
0500000US12086,12086,"Miami-Dade County, Florida",37034,5117,12655,3353,7366,1685,2702,1044,14311,1986
0500000US12091,12091,"Okaloosa County, Florida",6798,1661,2157,894,3021,1136,922,786,698,576
0500000US12095,12095,"Orange County, Florida",22421,3620,8903,2001,7207,1513,2030,875,4281,1315
0500000US12097,12097,"Osceola County, Florida",8438,2263,3597,1530,2034,826,578,398,2229,1373
0500000US12099,12099,"Palm Beach County, Florida",19413,2905,8921,2071,5599,1349,561,445,4332,1253
0500000US12101,12101,"Pasco County, Florida",8177,2133,3178,1413,4100,1507,281,246,618,451
0500000US12103,12103,"Pinellas County, Florida",16071,2843,6508,1884,7132,1663,1002,728,1429,691
0500000US12105,12105,"Polk County, Florida",12673,2601,6720,1610,3585,1014,1214,885,1154,644
0500000US12111,12111,"St. Lucie County, Florida",7398,2899,4901,2377,1093,673,449,630,955,627
0500000US12113,12113,"Santa Rosa County, Florida",6550,1138,3786,1053,1714,791,285,301,765,531
0500000US12115,12115,"Sarasota County, Florida",5476,1448,2840,1079,2176,668,158,271,302,278
0500000US12117,12117,"Seminole County, Florida",10691,3048,4098,1268,5074,2260,648,607,871,649
0500000US12127,12127,"Volusia County, Florida",7191,1679,2467,655,3408,1255,635,465,681,578
0500000US13045,13045,"Carroll County, Georgia",1746,793,576,362,809,569,191,220,170,224
0500000US13051,13051,"Chatham County, Georgia",2817,859,1398,585,1222,552,28,46,169,130
0500000US13063,13063,"Clayton County, Georgia",7255,3037,3910,1779,3039,2322,92,113,214,218
0500000US13067,13067,"Cobb County, Georgia",14636,3134,6830,2024,6773,2178,225,193,808,489
0500000US13073,13073,"Columbia County, Georgia",2156,981,745,608,1272,731,0,296,139,157
0500000US13089,13089,"DeKalb County, Georgia",12785,3140,4765,1682,6371,2320,593,467,1056,681
0500000US13121,13121,"Fulton County, Georgia",15668,3110,5853,1622,8097,2137,202,197,1516,957
0500000US13135,13135,"Gwinnett County, Georgia",18269,5035,7276,2075,8006,3280,766,564,2221,907
0500000US13139,13139,"Hall County, Georgia",1828,875,1259,663,370,338,0,296,199,217
0500000US13151,13151,"Henry County, Georgia",6070,2385,3343,1715,1868,1089,577,705,282,306
0500000US13153,13153,"Houston County, Georgia",3331,1086,1938,908,1090,614,303,279,0,296
0500000US13185,13185,"Lowndes County, Georgia",2195,938,975,618,981,591,203,184,36,63
0500000US13215,13215,"Muscogee County, Georgia",5569,1405,2153,803,3023,977,393,484,0,296
0500000US13245,13245,"Richmond County, Georgia",4036,1434,2356,1090,1493,705,149,164,38,66
0500000US13313,13313,"Whitfield County, Georgia",2006,976,852,498,726,460,0,296,428,368
0500000US15001,15001,"Hawaii County, Hawaii",48627,4099,40328,4120,7530,2364,270,233,499,417
0500000US15003,15003,"Honolulu County, Hawaii",208287,9752,164337,8004,32692,4451,5435,1366,5823,1729
0500000US15009,15009,"Maui County, Hawaii",37632,5035,33649,4911,2792,888,549,446,642,474
0500000US16001,16001,"Ada County, Idaho",9019,1768,4212,1345,4356,1223,114,175,337,271
0500000US16005,16005,"Bannock County, Idaho",2760,928,1652,933,716,489,160,242,232,291
0500000US16019,16019,"Bonneville County, Idaho",1632,591,812,452,682,390,0,263,138,198
0500000US16027,16027,"Canyon County, Idaho",7704,1681,3815,1438,3111,1038,259,255,519,736
0500000US16055,16055,"Kootenai County, Idaho",4259,601,1312,624,2812,830,135,153,0,263
0500000US17019,17019,"Champaign County, Illinois",3824,1331,2881,1237,394,269,79,132,470,388
0500000US17031,17031,"Cook County, Illinois",83960,6103,60152,5339,14184,2107,1231,491,8393,1579
0500000US17043,17043,"DuPage County, Illinois",18729,3809,12623,3065,2823,1084,221,237,3062,1177
0500000US17089,17089,"Kane County, Illinois",11471,2608,8989,2452,1335,724,0,269,1147,576
0500000US17097,17097,"Lake County, Illinois",16323,3164,11356,2941,3947,1106,324,180,696,489
0500000US17111,17111,"McHenry County, Illinois",5507,1193,4160,1082,977,631,88,121,282,306
0500000US17119,17119,"Madison County, Illinois",5180,1262,2986,1073,1683,675,146,122,365,350
0500000US17143,17143,"Peoria County, Illinois",6369,1700,5429,1649,673,414,160,172,107,129
0500000US17163,17163,"St. Clair County, Illinois",5944,1866,2935,1296,2692,1047,236,195,81,131
0500000US17167,17167,"Sangamon County, Illinois",3128,1101,2543,958,392,384,82,70,111,111
0500000US17197,17197,"Will County, Illinois",11739,1850,8039,1514,2693,914,536,447,471,335
0500000US17201,17201,"Winnebago County, Illinois",6148,1655,4220,1140,1535,955,93,156,300,291
0500000US18003,18003,"Allen County, Indiana",6853,1684,5204,1617,1183,468,159,254,307,333
0500000US18019,18019,"Clark County, Indiana",2940,962,1538,626,1281,552,121,184,0,269
0500000US18035,18035,"Delaware County, Indiana",5648,1066,4230,1148,1306,603,0,269,112,123
0500000US18057,18057,"Hamilton County, Indiana",4529,1479,2584,1018,1761,980,45,94,139,188
0500000US18089,18089,"Lake County, Indiana",10494,2145,6839,1788,2941,1118,165,209,549,322
0500000US18097,18097,"Marion County, Indiana",20222,3510,13909,2942,4531,1300,379,281,1403,846
0500000US18105,18105,"Monroe County, Indiana",2243,999,1666,793,468,316,0,269,109,125
0500000US18141,18141,"St. Joseph County, Indiana",7703,1467,4750,1270,1990,533,412,575,551,378
0500000US18157,18157,"Tippecanoe County, Indiana",3641,1106,2516,981,807,397,175,160,143,141
0500000US18177,18177,"Wayne County, Indiana",2440,651,1987,545,324,253,0,269,129,154
0500000US19013,19013,"Black Hawk County, Iowa",3309,892,1793,732,972,464,0,228,544,503
0500000US19061,19061,"Dubuque County, Iowa",1264,639,808,553,336,228,0,228,120,138
0500000US19103,19103,"Johnson County, Iowa",3547,1379,2233,995,614,414,12,21,688,642
0500000US19153,19153,"Polk County, Iowa",11544,1962,7898,1791,3314,1255,161,186,171,165
0500000US19193,19193,"Woodbury County, Iowa",3017,1110,1530,692,749,562,0,228,738,846
0500000US20091,20091,"Johnson County, Kansas",12311,2175,6523,1942,5188,1326,43,75,557,401
0500000US20103,20103,"Leavenworth County, Kansas",2583,1068,1245,1001,672,599,580,570,86,146
0500000US20161,20161,"Riley County, Kansas",1941,1053,604,505,577,403,457,462,303,536
0500000US20173,20173,"Sedgwick County, Kansas",19091,3144,14905,2703,3434,1011,498,329,254,247
0500000US20209,20209,"Wyandotte County, Kansas",5397,1999,2832,1078,1359,651,0,244,1206,1324
0500000US21015,21015,"Boone County, Kentucky",1741,913,1044,718,472,404,173,192,52,92
0500000US21059,21059,"Daviess County, Kentucky",2107,717,1381,626,662,310,0,273,64,81
0500000US21067,21067,"Fayette County, Kentucky",6547,1588,4515,1307,1618,882,71,82,343,328
0500000US21093,21093,"Hardin County, Kentucky",3525,1163,1748,955,1448,914,329,347,0,273
0500000US21111,21111,"Jefferson County, Kentucky",13898,2737,9964,2195,3098,959,214,203,622,629
0500000US22033,22033,"East Baton Rouge Parish, Louisiana",5877,1105,3987,1100,1045,618,188,292,657,405
0500000US22051,22051,"Jefferson Parish, Louisiana",4146,1406,2227,740,862,422,0,281,1057,861
0500000US22071,22071,"Orleans Parish, Louisiana",3446,1137,1272,690,1722,812,125,140,327,372
0500000US23001,23001,"Androscoggin County, Maine",8405,2302,6291,1983,1845,831,269,408,0,230
0500000US24003,24003,"Anne Arundel County, Maryland",13694,2526,7011,1991,4210,1090,768,449,1705,1103
0500000US24005,24005,"Baltimore County, Maryland",16640,2721,9889,2318,4957,1487,223,316,1571,873
0500000US24017,24017,"Charles County, Maryland",3394,1624,2002,1199,1177,749,94,154,121,149
0500000US24021,24021,"Frederick County, Maryland",5553,1503,3141,1024,2189,920,160,187,63,97
0500000US24025,24025,"Harford County, Maryland",4257,1389,3051,1225,808,505,126,207,272,295
0500000US24027,24027,"Howard County, Maryland",5785,1501,2978,1046,2236,962,0,285,571,377
0500000US24031,24031,"Montgomery County, Maryland",28824,4309,11140,2365,10389,2356,1214,762,6081,2351
0500000US24033,24033,"Prince George's County, Maryland",19066,3148,5877,2094,9853,1950,953,530,2383,1065
0500000US24037,24037,"St. Mary's County, Maryland",3930,1395,1841,778,1829,1053,260,280,0,285
0500000US24043,24043,"Washington County, Maryland",2802,1059,2202,1016,479,282,0,285,121,100
0500000US24510,24510,"Baltimore city, Maryland",12242,2704,8154,2359,3497,1258,148,151,443,359
0500000US25001,25001,"Barnstable County, Massachusetts",5480,1234,3470,1127,1099,570,357,527,554,513
0500000US25005,25005,"Bristol County, Massachusetts",12532,2454,8643,2158,2144,818,427,418,1318,692
0500000US25009,25009,"Essex County, Massachusetts",18213,4202,8099,1907,3303,991,1573,1307,5238,2741
0500000US25013,25013,"Hampden County, Massachusetts",11626,2509,7850,2009,1797,703,1045,675,934,807
0500000US25015,25015,"Hampshire County, Massachusetts",2364,975,1236,642,395,267,327,327,406,345
0500000US25017,25017,"Middlesex County, Massachusetts",29765,3328,18949,2757,5499,1490,2339,1038,2978,1134
0500000US25021,25021,"Norfolk County, Massachusetts",9504,1405,5976,1293,2568,803,148,171,812,357
0500000US25023,25023,"Plymouth County, Massachusetts",8296,1530,6893,1468,699,414,32,55,672,651
0500000US25025,25025,"Suffolk County, Massachusetts",36883,5777,17272,3128,2566,815,1670,649,15375,3870
0500000US25027,25027,"Worcester County, Massachusetts",15487,2507,9837,2076,2306,769,888,699,2456,1323
0500000US26017,26017,"Bay County, Michigan",3330,1057,2818,998,262,193,0,244,250,267
0500000US26025,26025,"Calhoun County, Michigan",3827,1093,2857,924,553,326,194,188,223,340
0500000US26049,26049,"Genesee County, Michigan",11113,2589,9804,2525,1071,460,139,141,99,116
0500000US26065,26065,"Ingham County, Michigan",10173,2055,7751,1853,2239,738,0,244,183,197
0500000US26077,26077,"Kalamazoo County, Michigan",6678,1591,4794,1209,1774,706,0,244,110,132
0500000US26081,26081,"Kent County, Michigan",13659,2513,10183,2216,2656,992,172,181,648,596
0500000US26099,26099,"Macomb County, Michigan",12011,1989,9342,1647,1347,627,525,377,797,608
0500000US26115,26115,"Monroe County, Michigan",3357,1207,2213,737,884,481,260,328,0,244
0500000US26125,26125,"Oakland County, Michigan",19009,2781,14559,2378,3122,883,385,299,943,616
0500000US26161,26161,"Washtenaw County, Michigan",12848,2512,9735,2412,1906,795,675,422,532,415
0500000US26163,26163,"Wayne County, Michigan",31118,4722,24490,4187,3777,1042,273,239,2578,1621
0500000US27003,27003,"Anoka County, Minnesota",6672,1542,4949,1255,1057,540,288,296,378,358
0500000US27037,27037,"Dakota County, Minnesota",7699,1579,5862,1544,1571,661,187,240,79,91
0500000US27053,27053,"Hennepin County, Minnesota",30960,3868,22477,2901,6256,1507,436,219,1791,762
0500000US27123,27123,"Ramsey County, Minnesota",10751,2005,8299,1697,2099,718,41,69,312,272
0500000US27137,27137,"St. Louis County, Minnesota",2638,945,2050,814,512,294,76,105,0,213
0500000US27163,27163,"Washington County, Minnesota",4717,1251,3495,1113,905,373,212,236,105,145
0500000US28033,28033,"DeSoto County, Mississippi",9405,2041,1887,808,7377,1843,0,291,141,171
0500000US28047,28047,"Harrison County, Mississippi",5728,2018,3821,1789,1684,860,223,231,0,291
0500000US28059,28059,"Jackson County, Mississippi",2002,876,1058,665,783,538,161,204,0,291
0500000US29019,29019,"Boone County, Missouri",5297,1332,3438,1060,1602,696,0,259,257,249
0500000US29047,29047,"Clay County, Missouri",7596,1909,4506,1263,2875,1050,141,173,74,124
0500000US29077,29077,"Greene County, Missouri",8098,1552,4236,1309,3134,1179,194,143,534,699
0500000US29095,29095,"Jackson County, Missouri",22484,3976,13524,2576,5956,1730,434,343,2570,1669
0500000US29189,29189,"St. Louis County, Missouri",18542,2728,13442,2392,3946,1079,330,345,824,517
0500000US30029,30029,"Flathead County, Montana",1906,506,643,406,1154,481,109,141,0,240
0500000US30063,30063,"Missoula County, Montana",2489,667,1210,588,958,559,98,150,223,239
0500000US31055,31055,"Douglas County, Nebraska",14107,2697,9370,2362,3071,854,882,603,784,529
0500000US31109,31109,"Lancaster County, Nebraska",4999,1600,3750,1291,1024,523,0,228,225,319
0500000US31153,31153,"Sarpy County, Nebraska",3144,857,1957,774,668,333,443,290,76,97
0500000US32003,32003,"Clark County, Nevada",66632,6352,24187,3928,34119,3819,2462,745,5864,1749
0500000US32031,32031,"Washoe County, Nevada",13892,2585,6419,1539,5867,1614,124,142,1482,722
0500000US33011,33011,"Hillsborough County, New Hampshire",5808,1433,2448,818,2976,884,117,126,267,226
0500000US33013,33013,"Merrimack County, New Hampshire",2080,863,1242,703,638,445,0,255,200,219
0500000US33015,33015,"Rockingham County, New Hampshire",3154,757,1217,524,1440,712,285,289,212,237
0500000US34001,34001,"Atlantic County, New Jersey",8226,2265,6020,2004,857,626,47,77,1302,734
0500000US34003,34003,"Bergen County, New Jersey",13544,2954,7066,1767,2935,1104,1312,1075,2231,1110
0500000US34005,34005,"Burlington County, New Jersey",10049,2613,6625,2326,2370,866,651,507,403,300
0500000US34007,34007,"Camden County, New Jersey",14702,3051,8976,2261,4232,1541,653,574,841,482
0500000US34011,34011,"Cumberland County, New Jersey",6829,1928,4574,1598,973,472,389,469,893,737
0500000US34013,34013,"Essex County, New Jersey",32241,5730,13543,3498,2699,932,1974,1028,14025,4021
0500000US34015,34015,"Gloucester County, New Jersey",7223,1815,3670,1243,2494,1102,292,322,767,719
0500000US34017,34017,"Hudson County, New Jersey",15437,3270,6898,1992,2968,1022,792,554,4779,1774
0500000US34021,34021,"Mercer County, New Jersey",7917,2718,4746,2058,2162,1310,486,527,523,370
0500000US34023,34023,"Middlesex County, New Jersey",13700,2677,8117,1778,1926,680,344,263,3313,1388
0500000US34025,34025,"Monmouth County, New Jersey",13340,2781,7260,2055,2390,774,561,439,3129,1637
0500000US34027,34027,"Morris County, New Jersey",9511,2435,3892,1299,1434,703,817,627,3368,1236
0500000US34029,34029,"Ocean County, New Jersey",9528,2568,7455,2075,1008,495,146,172,919,927
0500000US34031,34031,"Passaic County, New Jersey",5565,1631,2802,1225,498,478,147,143,2118,1015
0500000US34035,34035,"Somerset County, New Jersey",4454,1536,2162,840,1227,639,443,454,622,621
0500000US34037,34037,"Sussex County, New Jersey",1323,741,536,399,500,499,102,173,185,175
0500000US34039,34039,"Union County, New Jersey",7600,1753,4183,1156,1917,712,137,164,1363,669
0500000US35001,35001,"Bernalillo County, New Mexico",24717,4500,15585,3152,7599,1822,931,669,602,539
0500000US35043,35043,"Sandoval County, New Mexico",1683,742,751,414,706,453,119,157,107,129
0500000US35049,35049,"Santa Fe County, New Mexico",2639,1089,1586,806,838,507,215,241,0,283
0500000US35061,35061,"Valencia County, New Mexico",2021,1080,1227,889,400,315,88,166,306,339
0500000US36001,36001,"Albany County, New York",6635,1603,5106,1528,992,523,130,156,407,366
0500000US36005,36005,"Bronx County, New York",41814,5012,28077,3907,2754,1059,3592,1107,7391,1965
0500000US36007,36007,"Broome County, New York",3515,891,2558,785,614,431,45,78,298,317
0500000US36027,36027,"Dutchess County, New York",6386,1763,4649,1064,983,819,96,154,658,593
0500000US36029,36029,"Erie County, New York",12498,1890,9648,1819,1543,553,546,454,761,422
0500000US36045,36045,"Jefferson County, New York",5778,1177,4117,1288,1362,639,299,289,0,277
0500000US36047,36047,"Kings County, New York",36610,4620,21311,3369,6788,1473,1597,570,6914,1612
0500000US36055,36055,"Monroe County, New York",12708,2663,9374,2291,2496,1250,288,241,550,330
0500000US36059,36059,"Nassau County, New York",19873,4411,13624,3282,991,503,339,437,4919,2033
0500000US36061,36061,"New York County, New York",54848,6764,28265,4188,9150,2484,2073,845,15360,3304
0500000US36065,36065,"Oneida County, New York",4865,1281,3885,1232,600,348,34,50,346,493
0500000US36067,36067,"Onondaga County, New York",7757,1542,6622,1332,871,434,84,100,180,181
0500000US36069,36069,"Ontario County, New York",2563,729,1685,639,267,231,611,564,0,277
0500000US36071,36071,"Orange County, New York",11014,2480,7316,1980,1715,627,777,551,1206,858
0500000US36081,36081,"Queens County, New York",55547,5740,30983,4084,4139,1216,1040,512,19385,2699
0500000US36083,36083,"Rensselaer County, New York",3902,1010,2760,887,998,592,0,277,144,141
0500000US36085,36085,"Richmond County, New York",9139,2854,7045,2601,1074,614,284,340,736,513
0500000US36087,36087,"Rockland County, New York",2702,1011,1341,646,177,197,88,109,1096,628
0500000US36091,36091,"Saratoga County, New York",3501,1108,2278,907,941,518,62,95,220,254
0500000US36093,36093,"Schenectady County, New York",4068,1155,3019,1027,536,477,233,306,280,217
0500000US36103,36103,"Suffolk County, New York",21910,3453,15527,2837,2842,1143,805,644,2736,1214
0500000US36119,36119,"Westchester County, New York",20039,3225,13104,2404,2219,835,944,634,3772,1429
0500000US37021,37021,"Buncombe County, North Carolina",4508,1360,3117,1213,1237,563,0,287,154,204
0500000US37035,37035,"Catawba County, North Carolina",4286,1497,2868,1202,1132,683,0,287,286,252
0500000US37049,37049,"Craven County, North Carolina",2122,725,1166,562,668,351,288,277,0,287
0500000US37051,37051,"Cumberland County, North Carolina",19457,3331,6889,2130,10384,2758,1594,729,590,378
0500000US37063,37063,"Durham County, North Carolina",8738,2053,4734,1479,2909,1007,19,54,1076,947
0500000US37067,37067,"Forsyth County, North Carolina",6350,2008,3369,1542,2084,889,300,269,597,463
0500000US37081,37081,"Guilford County, North Carolina",7252,2433,4582,1630,1592,735,169,165,909,899
0500000US37085,37085,"Harnett County, North Carolina",4508,1224,3166,1003,1060,470,249,350,33,45
0500000US37089,37089,"Henderson County, North Carolina",3512,1560,1315,831,353,324,1032,1332,812,695
0500000US37101,37101,"Johnston County, North Carolina",3725,1524,2630,1479,767,486,0,287,328,318
0500000US37119,37119,"Mecklenburg County, North Carolina",23790,4250,13127,3033,8354,2005,594,430,1715,1048
0500000US37129,37129,"New Hanover County, North Carolina",3050,1178,664,444,2189,1130,52,92,145,186
0500000US37133,37133,"Onslow County, North Carolina",4615,1609,1678,741,2195,967,372,405,370,292
0500000US37147,37147,"Pitt County, North Carolina",3790,1398,2500,1001,807,502,168,176,315,462
0500000US37183,37183,"Wake County, North Carolina",14761,2263,6580,1590,6516,1396,889,600,776,358
0500000US37191,37191,"Wayne County, North Carolina",3445,1443,1478,969,1212,567,649,258,106,151
0500000US38035,38035,"Grand Forks County, North Dakota",2284,739,1696,576,455,272,133,140,0,208
0500000US39007,39007,"Ashtabula County, Ohio",2141,677,1288,658,319,226,450,442,84,108
0500000US39017,39017,"Butler County, Ohio",5974,1550,4867,1569,890,543,44,78,173,188
0500000US39035,39035,"Cuyahoga County, Ohio",16928,2480,11592,2087,3816,895,504,319,1016,489
