GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05
0500000US06073,06073,"San Diego County, California",7352,614,4369,570,2748,423,1621,399,2983,502
0500000US06075,06075,"San Francisco County, California",1340,253,763,166,424,119,339,150,577,199
0500000US06077,06077,"San Joaquin County, California",1954,403,1237,292,730,229,507,197,717,267
0500000US06079,06079,"San Luis Obispo County, California",906,260,647,238,383,185,264,168,259,124
0500000US06081,06081,"San Mateo County, California",1067,236,720,203,394,137,326,172,347,130
0500000US06083,06083,"Santa Barbara County, California",1280,277,895,251,364,161,531,197,385,187
0500000US06085,06085,"Santa Clara County, California",3362,444,2435,385,1562,277,873,296,927,303
0500000US06087,06087,"Santa Cruz County, California",518,176,354,168,251,139,103,87,164,91
0500000US06089,06089,"Shasta County, California",1450,338,973,299,608,254,365,158,477,240
0500000US06093,06093,"Siskiyou County, California",435,102,284,82,177,61,107,59,151,67
0500000US06095,06095,"Solano County, California",1078,273,737,241,443,178,294,170,341,140
0500000US06097,06097,"Sonoma County, California",1895,368,1456,336,940,275,516,208,439,159
0500000US06099,06099,"Stanislaus County, California",1638,309,1238,280,711,232,527,216,400,149
0500000US06101,06101,"Sutter County, California",669,185,440,158,258,123,182,116,229,143
0500000US06103,06103,"Tehama County, California",445,170,360,155,217,111,143,117,85,84
0500000US06107,06107,"Tulare County, California",1732,308,1333,309,877,289,456,163,399,153
0500000US06109,06109,"Tuolumne County, California",417,139,224,122,96,74,128,105,193,97
0500000US06111,06111,"Ventura County, California",2805,568,2320,517,1524,418,796,305,485,178
0500000US06113,06113,"Yolo County, California",737,217,271,157,197,143,74,63,466,194
0500000US06115,06115,"Yuba County, California",600,192,382,176,185,104,197,137,218,109
0500000US08001,08001,"Adams County, Colorado",1617,383,1195,377,565,229,630,282,422,215
0500000US08005,08005,"Arapahoe County, Colorado",1643,358,1039,299,371,161,668,252,604,266
0500000US08013,08013,"Boulder County, Colorado",441,144,348,131,208,108,140,96,93,86
0500000US08031,08031,"Denver County, Colorado",2763,524,1214,365,730,249,484,235,1549,436
0500000US08035,08035,"Douglas County, Colorado",283,127,236,136,236,136,0,161,47,46
0500000US08041,08041,"El Paso County, Colorado",1904,325,1385,297,858,215,527,211,519,187
0500000US08059,08059,"Jefferson County, Colorado",1497,353,926,260,483,210,443,165,571,237
0500000US08067,08067,"La Plata County, Colorado",1171,247,778,189,440,124,338,172,393,201
0500000US08069,08069,"Larimer County, Colorado",733,234,556,214,330,168,226,156,177,102
0500000US08077,08077,"Mesa County, Colorado",579,200,395,157,323,156,72,60,184,131
0500000US08083,08083,"Montezuma County, Colorado",1012,231,853,199,478,183,375,220,159,139
0500000US08101,08101,"Pueblo County, Colorado",897,301,530,230,319,184,211,141,367,170
0500000US08123,08123,"Weld County, Colorado",757,244,530,198,331,148,199,145,227,156
0500000US09001,09001,"Fairfield County, Connecticut",615,199,466,192,323,167,143,101,149,108
0500000US09003,09003,"Hartford County, Connecticut",662,232,395,168,138,85,257,146,267,148
0500000US09007,09007,"Middlesex County, Connecticut",200,125,145,100,38,36,107,95,55,80
0500000US09009,09009,"New Haven County, Connecticut",702,238,323,146,241,127,82,62,379,184
0500000US09011,09011,"New London County, Connecticut",619,238,460,217,245,116,215,203,159,111
0500000US10001,10001,"Kent County, Delaware",353,157,159,91,111,78,48,58,194,170
0500000US10003,10003,"New Castle County, Delaware",316,118,244,101,154,88,90,66,72,76
0500000US10005,10005,"Sussex County, Delaware",185,67,144,63,114,60,30,22,41,30
0500000US11001,11001,"District of Columbia, District of Columbia",570,155,234,128,187,117,47,53,336,160
0500000US12001,12001,"Alachua County, Florida",218,108,134,88,102,71,32,50,84,71
0500000US12005,12005,"Bay County, Florida",342,117,250,103,152,79,98,79,92,72
0500000US12009,12009,"Brevard County, Florida",729,230,450,159,273,142,177,149,279,171
0500000US12011,12011,"Broward County, Florida",1463,364,861,306,371,198,490,240,602,269
0500000US12021,12021,"Collier County, Florida",237,131,180,122,146,114,34,33,57,59
0500000US12031,12031,"Duval County, Florida",1131,248,848,224,638,198,210,119,283,133
0500000US12033,12033,"Escambia County, Florida",687,198,487,178,332,130,155,101,200,91
0500000US12057,12057,"Hillsborough County, Florida",1361,300,942,252,577,155,365,183,419,138
0500000US12063,12063,"Jackson County, Florida",181,86,65,56,65,56,0,177,116,69
0500000US12069,12069,"Lake County, Florida",353,126,243,101,227,107,16,29,110,98
0500000US12071,12071,"Lee County, Florida",959,293,504,191,388,177,116,108,455,245
0500000US12081,12081,"Manatee County, Florida",322,162,171,119,60,65,111,95,151,128
0500000US12083,12083,"Marion County, Florida",482,166,380,127,207,117,173,93,102,104
0500000US12085,12085,"Martin County, Florida",320,220,149,149,149,149,0,177,171,153
0500000US12086,12086,"Miami-Dade County, Florida",1192,371,771,242,583,226,188,124,421,256
0500000US12091,12091,"Okaloosa County, Florida",568,196,324,135,273,118,51,57,244,184
0500000US12095,12095,"Orange County, Florida",1307,352,856,258,519,213,337,208,451,215
0500000US12099,12099,"Palm Beach County, Florida",1318,323,677,294,453,240,224,135,641,270
0500000US12101,12101,"Pasco County, Florida",538,284,288,150,118,114,170,114,250,231
0500000US12103,12103,"Pinellas County, Florida",791,236,454,204,380,192,74,78,337,155
0500000US12105,12105,"Polk County, Florida",912,250,634,207,430,145,204,178,278,176
0500000US12111,12111,"St. Lucie County, Florida",242,133,169,134,158,132,11,18,73,58
0500000US12115,12115,"Sarasota County, Florida",284,135,154,96,117,82,37,41,130,105
0500000US12127,12127,"Volusia County, Florida",591,182,441,177,312,140,129,103,150,100
0500000US13057,13057,"Cherokee County, Georgia",244,113,177,100,97,70,80,72,67,75
0500000US13067,13067,"Cobb County, Georgia",768,209,609,205,500,191,109,76,159,102
0500000US13089,13089,"DeKalb County, Georgia",495,232,183,117,116,97,67,78,312,214
0500000US13121,13121,"Fulton County, Georgia",766,260,256,149,57,82,199,149,510,235
0500000US13135,13135,"Gwinnett County, Georgia",780,206,656,216,516,194,140,124,124,92
0500000US13245,13245,"Richmond County, Georgia",222,129,142,119,108,105,34,55,80,59
0500000US15001,15001,"Hawaii County, Hawaii",296,138,168,100,97,70,71,66,128,90
0500000US15003,15003,"Honolulu County, Hawaii",1048,358,586,224,351,158,235,183,462,252
0500000US16001,16001,"Ada County, Idaho",899,289,730,279,347,161,383,220,169,119
0500000US16005,16005,"Bannock County, Idaho",608,136,386,104,182,86,204,106,222,122
0500000US16011,16011,"Bingham County, Idaho",560,126,446,89,319,89,127,79,114,86
0500000US16027,16027,"Canyon County, Idaho",371,150,322,145,202,101,120,97,49,56
0500000US16055,16055,"Kootenai County, Idaho",356,135,315,128,226,127,89,63,41,40
0500000US16069,16069,"Nez Perce County, Idaho",407,116,343,97,139,77,204,77,64,56
0500000US16083,16083,"Twin Falls County, Idaho",181,92,135,85,135,85,0,151,46,46
0500000US17019,17019,"Champaign County, Illinois",282,81,205,76,61,51,144,79,77,62
0500000US17031,17031,"Cook County, Illinois",4050,466,2496,401,1592,326,904,269,1554,342
0500000US17043,17043,"DuPage County, Illinois",548,158,268,97,215,82,53,57,280,152
0500000US17097,17097,"Lake County, Illinois",291,152,169,100,133,95,36,35,122,105
0500000US17119,17119,"Madison County, Illinois",353,146,196,99,196,99,0,154,157,130
0500000US17163,17163,"St. Clair County, Illinois",218,123,134,98,113,88,21,34,84,63
0500000US18003,18003,"Allen County, Indiana",444,175,324,160,194,129,130,107,120,74
0500000US18089,18089,"Lake County, Indiana",629,172,503,170,338,149,165,117,126,60
0500000US18097,18097,"Marion County, Indiana",665,198,394,145,254,113,140,92,271,131
0500000US18141,18141,"St. Joseph County, Indiana",282,87,160,71,137,63,23,27,122,74
0500000US19103,19103,"Johnson County, Iowa",179,90,115,80,32,38,83,68,64,47
0500000US19153,19153,"Polk County, Iowa",491,177,365,168,287,140,78,99,126,87
0500000US19163,19163,"Scott County, Iowa",209,98,175,95,88,53,87,86,34,33
0500000US19193,19193,"Woodbury County, Iowa",594,178,383,151,147,104,236,126,211,120
0500000US20015,20015,"Butler County, Kansas",195,90,195,90,118,72,77,74,0,140
0500000US20021,20021,"Cherokee County, Kansas",334,128,222,113,169,107,53,47,112,66
0500000US20045,20045,"Douglas County, Kansas",747,168,443,161,259,107,184,117,304,123
0500000US20091,20091,"Johnson County, Kansas",561,168,356,153,301,143,55,66,205,104
0500000US20125,20125,"Montgomery County, Kansas",171,79,132,66,96,54,36,35,39,42
0500000US20173,20173,"Sedgwick County, Kansas",1296,275,868,237,532,202,336,157,428,141
0500000US20177,20177,"Shawnee County, Kansas",663,151,428,114,302,105,126,85,235,110
0500000US20209,20209,"Wyandotte County, Kansas",379,124,322,129,208,111,114,90,57,52
0500000US21111,21111,"Jefferson County, Kentucky",366,147,136,74,47,47,89,63,230,118
0500000US22003,22003,"Allen Parish, Louisiana",152,74,71,54,71,54,0,161,81,57
0500000US22009,22009,"Avoyelles Parish, Louisiana",200,75,153,63,74,67,79,61,47,41
0500000US22017,22017,"Caddo Parish, Louisiana",250,143,202,139,116,72,86,124,48,47
0500000US22051,22051,"Jefferson Parish, Louisiana",725,168,488,131,290,123,198,109,237,133
0500000US22055,22055,"Lafayette Parish, Louisiana",263,67,198,69,125,68,73,54,65,47
0500000US22057,22057,"Lafourche Parish, Louisiana",696,172,603,168,363,120,240,147,93,68
0500000US22069,22069,"Natchitoches Parish, Louisiana",153,46,106,44,85,37,21,21,47,35
0500000US22071,22071,"Orleans Parish, Louisiana",390,176,144,87,92,69,52,59,246,151
0500000US22079,22079,"Rapides Parish, Louisiana",349,109,254,110,205,95,49,53,95,54
0500000US22085,22085,"Sabine Parish, Louisiana",769,130,545,117,364,80,181,92,224,94
0500000US22101,22101,"St. Mary Parish, Louisiana",330,129,188,91,144,84,44,30,142,98
0500000US22109,22109,"Terrebonne Parish, Louisiana",1403,295,1059,262,503,185,556,208,344,199
0500000US22115,22115,"Vernon Parish, Louisiana",270,101,185,86,136,73,49,45,85,47
0500000US23003,23003,"Aroostook County, Maine",356,80,216,76,121,66,95,49,140,67
0500000US23011,23011,"Kennebec County, Maine",132,77,85,68,85,68,0,132,47,36
0500000US23019,23019,"Penobscot County, Maine",511,111,259,73,133,74,126,59,252,96
0500000US23029,23029,"Washington County, Maine",436,70,260,59,136,53,124,42,176,56
0500000US23031,23031,"York County, Maine",301,129,174,93,91,66,83,69,127,96
0500000US24003,24003,"Anne Arundel County, Maryland",466,176,208,96,140,80,68,56,258,155
0500000US24005,24005,"Baltimore County, Maryland",738,174,523,142,367,125,156,82,215,113
0500000US24017,24017,"Charles County, Maryland",513,222,239,115,158,104,81,68,274,186
0500000US24027,24027,"Howard County, Maryland",288,128,160,93,108,69,52,78,128,102
0500000US24031,24031,"Montgomery County, Maryland",882,270,578,197,369,158,209,107,304,162
0500000US24033,24033,"Prince George's County, Maryland",799,255,501,184,291,134,210,129,298,173
0500000US24510,24510,"Baltimore city, Maryland",667,183,313,145,150,88,163,109,354,136
0500000US25005,25005,"Bristol County, Massachusetts",382,172,218,145,167,122,51,80,164,116
0500000US25009,25009,"Essex County, Massachusetts",494,161,194,101,133,87,61,57,300,156
0500000US25013,25013,"Hampden County, Massachusetts",240,159,129,113,45,46,84,83,111,111
0500000US25017,25017,"Middlesex County, Massachusetts",867,239,323,162,183,107,140,116,544,167
0500000US25023,25023,"Plymouth County, Massachusetts",234,110,134,82,86,67,48,62,100,81
0500000US25025,25025,"Suffolk County, Massachusetts",982,335,596,272,181,122,415,208,386,197
0500000US25027,25027,"Worcester County, Massachusetts",374,130,225,102,167,87,58,53,149,103
0500000US26005,26005,"Allegan County, Michigan",266,95,145,71,91,50,54,55,121,90
0500000US26021,26021,"Berrien County, Michigan",229,98,126,71,114,68,12,15,103,71
0500000US26025,26025,"Calhoun County, Michigan",226,101,142,85,23,26,119,82,84,81
0500000US26027,26027,"Cass County, Michigan",183,46,127,46,105,44,22,22,56,37
0500000US26029,26029,"Charlevoix County, Michigan",126,69,81,55,53,47,28,32,45,39
0500000US26031,26031,"Cheboygan County, Michigan",266,89,157,65,69,43,88,56,109,64
0500000US26033,26033,"Chippewa County, Michigan",1853,289,1207,202,748,178,459,136,646,196
0500000US26041,26041,"Delta County, Michigan",293,122,103,59,90,58,13,16,190,114
0500000US26047,26047,"Emmet County, Michigan",319,105,203,77,160,74,43,34,116,82
0500000US26049,26049,"Genesee County, Michigan",990,258,769,234,321,183,448,226,221,95
0500000US26065,26065,"Ingham County, Michigan",312,134,222,100,174,85,48,39,90,89
0500000US26073,26073,"Isabella County, Michigan",764,109,526,78,244,72,282,88,238,96
0500000US26077,26077,"Kalamazoo County, Michigan",327,118,168,58,124,52,44,36,159,102
0500000US26081,26081,"Kent County, Michigan",774,155,522,155,297,118,225,105,252,107
0500000US26089,26089,"Leelanau County, Michigan",372,73,200,64,65,50,135,67,172,82
0500000US26093,26093,"Livingston County, Michigan",278,102,212,90,173,96,39,41,66,48
0500000US26099,26099,"Macomb County, Michigan",1187,258,878,249,458,145,420,192,309,125
0500000US26103,26103,"Marquette County, Michigan",284,107,268,105,165,99,103,84,16,17
0500000US26109,26109,"Menominee County, Michigan",209,67,146,50,75,39,71,39,63,53
0500000US26115,26115,"Monroe County, Michigan",214,125,111,69,104,69,7,14,103,93
0500000US26121,26121,"Muskegon County, Michigan",510,147,297,116,252,119,45,49,213,93
0500000US26123,26123,"Newaygo County, Michigan",85,56,71,54,14,13,57,52,14,16
0500000US26125,26125,"Oakland County, Michigan",1181,282,602,190,253,92,349,152,579,238
0500000US26127,26127,"Oceana County, Michigan",101,45,49,31,40,28,9,12,52,41
0500000US26139,26139,"Ottawa County, Michigan",216,90,106,57,76,61,30,47,110,77
0500000US26145,26145,"Saginaw County, Michigan",275,143,204,131,54,32,150,125,71,65
0500000US26149,26149,"St. Joseph County, Michigan",141,65,141,65,83,66,58,40,0,140
0500000US26155,26155,"Shiawassee County, Michigan",134,75,134,75,61,49,73,62,0,140
0500000US26159,26159,"Van Buren County, Michigan",317,98,208,80,144,75,64,50,109,85
0500000US26161,26161,"Washtenaw County, Michigan",319,117,185,85,126,72,59,48,134,88
0500000US26163,26163,"Wayne County, Michigan",2120,269,1303,250,774,198,529,166,817,186
0500000US27003,27003,"Anoka County, Minnesota",699,149,469,137,244,109,225,115,230,106
0500000US27005,27005,"Becker County, Minnesota",739,141,505,115,322,116,183,70,234,88
0500000US27007,27007,"Beltrami County, Minnesota",1948,287,1231,223,375,131,856,201,717,235
0500000US27017,27017,"Carlton County, Minnesota",618,90,458,88,180,61,278,85,160,72
0500000US27021,27021,"Cass County, Minnesota",1126,111,586,112,144,57,442,102,540,107
0500000US27027,27027,"Clay County, Minnesota",340,138,306,135,139,111,167,117,34,46
0500000US27035,27035,"Crow Wing County, Minnesota",224,54,206,53,105,44,101,49,18,28
0500000US27037,27037,"Dakota County, Minnesota",624,217,427,192,201,129,226,152,197,120
0500000US27041,27041,"Douglas County, Minnesota",107,72,31,27,31,27,0,123,76,68
0500000US27049,27049,"Goodhue County, Minnesota",99,44,89,42,51,30,38,31,10,10
0500000US27053,27053,"Hennepin County, Minnesota",3276,420,2363,365,745,202,1618,358,913,271
0500000US27061,27061,"Itasca County, Minnesota",418,125,216,83,171,81,45,44,202,121
0500000US27095,27095,"Mille Lacs County, Minnesota",425,107,296,105,92,55,204,110,129,65
0500000US27111,27111,"Otter Tail County, Minnesota",139,45,74,48,26,24,48,44,65,69
0500000US27115,27115,"Pine County, Minnesota",248,82,157,63,44,39,113,59,91,58
0500000US27123,27123,"Ramsey County, Minnesota",1391,303,796,263,177,89,619,266,595,196
0500000US27137,27137,"St. Louis County, Minnesota",1739,253,1028,189,345,110,683,169,711,282
0500000US27139,27139,"Scott County, Minnesota",337,104,236,89,181,82,55,35,101,68
0500000US28099,28099,"Neshoba County, Mississippi",959,210,799,198,251,131,548,192,160,100
0500000US28101,28101,"Newton County, Mississippi",324,100,324,100,178,115,146,128,0,168
0500000US29019,29019,"Boone County, Missouri",348,129,206,109,89,74,117,105,142,110
0500000US29037,29037,"Cass County, Missouri",228,92,196,85,74,60,122,98,32,46
0500000US29047,29047,"Clay County, Missouri",246,89,145,82,94,67,51,49,101,58
0500000US29051,29051,"Cole County, Missouri",111,65,111,65,55,48,56,47,0,147
0500000US29077,29077,"Greene County, Missouri",281,119,129,66,35,32,94,56,152,98
0500000US29091,29091,"Howell County, Missouri",210,92,159,92,87,64,72,68,51,59
0500000US29095,29095,"Jackson County, Missouri",1090,204,551,123,331,114,220,103,539,175
0500000US29097,29097,"Jasper County, Missouri",647,150,359,137,269,116,90,74,288,123
0500000US29099,29099,"Jefferson County, Missouri",203,91,142,77,113,66,29,40,61,55
0500000US29145,29145,"Newton County, Missouri",424,131,240,108,188,96,52,52,184,95
0500000US29165,29165,"Platte County, Missouri",106,61,70,47,57,42,13,18,36,36
0500000US29189,29189,"St. Louis County, Missouri",584,130,495,145,350,148,145,84,89,65
0500000US29207,29207,"Stoddard County, Missouri",133,52,103,57,64,51,39,40,30,27
0500000US29510,29510,"St. Louis city, Missouri",346,149,107,75,55,52,52,55,239,123
0500000US30013,30013,"Cascade County, Montana",1192,271,873,248,408,187,465,202,319,162
0500000US30029,30029,"Flathead County, Montana",351,142,183,89,87,51,96,86,168,96
0500000US30031,30031,"Gallatin County, Montana",322,90,196,84,63,54,133,84,126,75
0500000US30047,30047,"Lake County, Montana",2090,281,1344,274,799,272,545,174,746,234
0500000US30049,30049,"Lewis and Clark County, Montana",292,125,225,111,134,94,91,85,67,70
0500000US30063,30063,"Missoula County, Montana",938,271,553,184,392,161,161,106,385,200
0500000US30111,30111,"Yellowstone County, Montana",1765,305,1394,301,1022,264,372,175,371,224
0500000US31055,31055,"Douglas County, Nebraska",884,252,530,162,298,123,232,99,354,188
0500000US31109,31109,"Lancaster County, Nebraska",598,185,360,141,154,86,206,127,238,152
0500000US32001,32001,"Churchill County, Nevada",284,120,159,66,78,55,81,54,125,95
0500000US32003,32003,"Clark County, Nevada",5298,704,3465,580,2320,447,1145,352,1833,399
0500000US32005,32005,"Douglas County, Nevada",262,107,198,93,118,70,80,65,64,54
0500000US32007,32007,"Elko County, Nevada",1199,159,810,131,445,149,365,114,389,123
0500000US32019,32019,"Lyon County, Nevada",353,130,217,99,119,78,98,80,136,94
0500000US32023,32023,"Nye County, Nevada",327,132,176,88,132,91,44,35,151,115
0500000US32031,32031,"Washoe County, Nevada",2821,328,1453,279,848,248,605,184,1368,272
0500000US32510,32510,"Carson City, Nevada",393,87,268,82,76,50,192,66,125,70
0500000US33005,33005,"Cheshire County, New Hampshire",190,89,99,69,53,43,46,54,91,76
0500000US34001,34001,"Atlantic County, New Jersey",227,90,157,77,68,51,89,72,70,51
0500000US34003,34003,"Bergen County, New Jersey",484,209,324,152,186,95,138,119,160,129
0500000US34005,34005,"Burlington County, New Jersey",260,140,168,125,115,112,53,60,92,63
0500000US34007,34007,"Camden County, New Jersey",591,224,529,220,284,125,245,163,62,52
0500000US34011,34011,"Cumberland County, New Jersey",524,130,393,119,292,115,101,67,131,75
0500000US34013,34013,"Essex County, New Jersey",672,217,449,189,270,143,179,134,223,125
0500000US34017,34017,"Hudson County, New Jersey",893,265,604,220,476,191,128,99,289,146
0500000US34021,34021,"Mercer County, New Jersey",218,104,122,76,45,65,77,68,96,86
0500000US34023,34023,"Middlesex County, New Jersey",437,158,332,151,209,92,123,117,105,76
0500000US34025,34025,"Monmouth County, New Jersey",568,211,296,128,267,119,29,35,272,175
0500000US34029,34029,"Ocean County, New Jersey",223,119,107,77,24,24,83,72,116,112
0500000US34031,34031,"Passaic County, New Jersey",259,138,237,142,109,92,128,100,22,36
0500000US34039,34039,"Union County, New Jersey",334,127,241,106,152,105,89,73,93,75
0500000US35001,35001,"Bernalillo County, New Mexico",10818,730,7199,593,3483,541,3716,544,3619,632
0500000US35005,35005,"Chaves County, New Mexico",358,163,333,159,158,86,175,137,25,40
0500000US35006,35006,"Cibola County, New Mexico",2608,329,1969,302,851,156,1118,269,639,168
0500000US35009,35009,"Curry County, New Mexico",367,156,237,165,124,103,113,124,130,107
0500000US35013,35013,"Doña Ana County, New Mexico",796,231,654,266,318,129,336,204,142,104
0500000US35015,35015,"Eddy County, New Mexico",75,52,73,52,41,40,32,30,2,3
0500000US35031,35031,"McKinley County, New Mexico",12178,639,8638,601,4726,518,3912,482,3540,379
0500000US35035,35035,"Otero County, New Mexico",1150,192,800,183,431,202,369,122,350,141
0500000US35039,35039,"Rio Arriba County, New Mexico",1634,158,1331,147,543,95,788,138,303,86
0500000US35043,35043,"Sandoval County, New Mexico",3860,259,3388,243,1593,220,1795,242,472,132
0500000US35045,35045,"San Juan County, New Mexico",11574,536,9160,516,5400,468,3760,457,2414,412
0500000US35049,35049,"Santa Fe County, New Mexico",1690,200,1018,154,590,154,428,117,672,199
0500000US35055,35055,"Taos County, New Mexico",411,127,351,110,207,85,144,59,60,50
0500000US35061,35061,"Valencia County, New Mexico",866,218,564,180,257,91,307,147,302,174
0500000US36001,36001,"Albany County, New York",256,127,142,77,77,60,65,54,114,104
0500000US36003,36003,"Allegany County, New York",86,48,52,41,8,10,44,40,34,26
0500000US36005,36005,"Bronx County, New York",2559,477,1880,398,621,276,1259,330,679,268
0500000US36007,36007,"Broome County, New York",157,72,95,69,77,61,18,20,62,47
0500000US36009,36009,"Cattaraugus County, New York",712,103,418,82,225,60,193,77,294,87
0500000US36013,36013,"Chautauqua County, New York",244,100,151,78,33,32,118,73,93,62
0500000US36023,36023,"Cortland County, New York",122,56,89,61,83,64,6,12,33,30
0500000US36029,36029,"Erie County, New York",1780,323,925,218,496,163,429,188,855,272
0500000US36033,36033,"Franklin County, New York",965,215,656,181,469,145,187,109,309,155
