GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05
0500000US06095,06095,"Solano County, California",2210,485,1495,348,541,307,174,142,0,158
0500000US06097,06097,"Sonoma County, California",5904,1002,4909,1062,835,312,139,90,21,38
0500000US06099,06099,"Stanislaus County, California",4791,966,4034,908,616,286,116,89,25,34
0500000US06103,06103,"Tehama County, California",1501,343,1159,355,264,197,78,82,0,158
0500000US06107,06107,"Tulare County, California",5081,837,4380,848,382,184,138,117,181,138
0500000US06111,06111,"Ventura County, California",10994,2355,9212,2194,1436,890,268,173,78,56
0500000US06113,06113,"Yolo County, California",2039,629,1795,578,215,152,29,32,0,158
0500000US08001,08001,"Adams County, Colorado",4705,1014,4067,967,478,218,160,139,0,158
0500000US08005,08005,"Arapahoe County, Colorado",5446,1484,4334,1298,440,316,645,448,27,43
0500000US08013,08013,"Boulder County, Colorado",1386,421,867,287,176,110,165,153,178,191
0500000US08031,08031,"Denver County, Colorado",6790,980,4200,669,1505,619,782,329,303,188
0500000US08041,08041,"El Paso County, Colorado",4842,618,3750,545,813,431,157,143,122,97
0500000US08059,08059,"Jefferson County, Colorado",2686,539,1882,426,561,415,111,89,132,93
0500000US08069,08069,"Larimer County, Colorado",1772,592,1362,590,277,144,95,74,38,43
0500000US08077,08077,"Mesa County, Colorado",1546,529,849,328,466,417,88,79,143,202
0500000US08101,08101,"Pueblo County, Colorado",2432,672,1952,604,416,253,64,73,0,158
0500000US08123,08123,"Weld County, Colorado",2147,507,1769,458,225,146,93,105,60,64
0500000US09001,09001,"Fairfield County, Connecticut",963,282,837,281,17,20,77,57,32,38
0500000US09003,09003,"Hartford County, Connecticut",2318,666,1720,545,436,313,91,115,71,102
0500000US09009,09009,"New Haven County, Connecticut",1816,795,1470,745,211,120,92,88,43,69
0500000US09011,09011,"New London County, Connecticut",1431,515,1156,462,121,106,41,40,113,142
0500000US11001,11001,"District of Columbia, District of Columbia",2071,415,1689,381,92,95,0,158,290,202
0500000US12005,12005,"Bay County, Florida",878,322,718,293,106,87,34,39,20,23
0500000US12011,12011,"Broward County, Florida",3789,871,2468,763,1058,568,164,106,99,81
0500000US12031,12031,"Duval County, Florida",2258,426,1854,380,168,173,160,115,76,68
0500000US12033,12033,"Escambia County, Florida",2063,471,1621,448,137,106,101,78,204,149
0500000US12057,12057,"Hillsborough County, Florida",7112,1557,5634,1473,1238,690,176,130,64,78
0500000US12086,12086,"Miami-Dade County, Florida",3288,977,2912,971,113,85,94,118,169,119
0500000US12095,12095,"Orange County, Florida",4144,1199,2908,644,940,773,53,55,243,301
0500000US12099,12099,"Palm Beach County, Florida",2241,661,1800,617,314,219,23,37,104,132
0500000US12103,12103,"Pinellas County, Florida",1757,468,1426,472,175,143,47,57,109,96
0500000US12105,12105,"Polk County, Florida",1924,409,1717,429,168,131,24,28,15,24
0500000US13067,13067,"Cobb County, Georgia",2233,549,1532,364,157,182,120,92,424,432
0500000US15003,15003,"Honolulu County, Hawaii",2079,507,1326,416,225,152,18,28,510,237
0500000US16001,16001,"Ada County, Idaho",1916,461,1502,477,194,160,134,80,86,138
0500000US16005,16005,"Bannock County, Idaho",3138,505,2240,422,511,378,124,115,263,312
0500000US16011,16011,"Bingham County, Idaho",2766,393,2531,406,139,140,83,56,13,20
0500000US16027,16027,"Canyon County, Idaho",1392,428,911,370,429,257,52,64,0,158
0500000US16055,16055,"Kootenai County, Idaho",1217,348,1054,345,20,26,33,35,110,101
0500000US17031,17031,"Cook County, Illinois",12063,1250,10049,1184,1563,553,64,55,387,167
0500000US18003,18003,"Allen County, Indiana",1207,305,943,321,185,109,57,69,22,28
0500000US18097,18097,"Marion County, Indiana",2294,505,1880,471,107,87,205,169,102,73
0500000US19193,19193,"Woodbury County, Iowa",1981,486,841,374,1098,446,0,158,42,52
0500000US20035,20035,"Cowley County, Kansas",993,234,744,255,179,150,33,55,37,35
0500000US20045,20045,"Douglas County, Kansas",2179,403,1783,353,231,131,18,22,147,148
0500000US20091,20091,"Johnson County, Kansas",1427,371,1044,275,72,77,53,65,258,204
0500000US20125,20125,"Montgomery County, Kansas",652,215,377,150,107,109,8,14,160,134
0500000US20173,20173,"Sedgwick County, Kansas",3923,656,2848,533,860,390,39,34,176,152
0500000US20177,20177,"Shawnee County, Kansas",1799,443,1228,349,227,219,296,175,48,45
0500000US22109,22109,"Terrebonne Parish, Louisiana",6113,631,4983,721,907,481,223,162,0,158
0500000US23003,23003,"Aroostook County, Maine",1021,224,801,240,189,85,31,45,0,158
0500000US23019,23019,"Penobscot County, Maine",1527,293,1241,271,206,179,80,64,0,158
0500000US23029,23029,"Washington County, Maine",1198,160,967,151,167,98,64,72,0,158
0500000US24003,24003,"Anne Arundel County, Maryland",1069,292,836,272,175,127,18,29,40,49
0500000US24005,24005,"Baltimore County, Maryland",1966,386,1610,297,244,166,68,63,44,50
0500000US24031,24031,"Montgomery County, Maryland",3414,1024,3194,994,33,38,0,158,187,130
0500000US24033,24033,"Prince George's County, Maryland",2515,627,2121,619,93,104,230,230,71,67
0500000US24510,24510,"Baltimore city, Maryland",2192,613,1863,634,284,210,17,27,28,33
0500000US25009,25009,"Essex County, Massachusetts",1083,316,782,264,290,145,0,158,11,16
0500000US25017,25017,"Middlesex County, Massachusetts",2127,505,1579,425,128,99,246,184,174,244
0500000US25025,25025,"Suffolk County, Massachusetts",2448,690,1962,622,255,220,33,43,198,151
0500000US26033,26033,"Chippewa County, Michigan",6151,743,4881,584,1130,373,101,92,39,46
0500000US26047,26047,"Emmet County, Michigan",976,180,816,189,131,75,29,34,0,158
0500000US26065,26065,"Ingham County, Michigan",1090,234,611,191,275,139,160,125,44,48
0500000US26073,26073,"Isabella County, Michigan",2312,302,1620,317,554,249,98,63,40,51
0500000US26077,26077,"Kalamazoo County, Michigan",1569,471,1283,447,136,89,112,129,38,61
0500000US26081,26081,"Kent County, Michigan",2881,568,1807,498,659,362,295,200,120,134
0500000US26089,26089,"Leelanau County, Michigan",729,166,539,176,105,110,59,50,26,42
0500000US26099,26099,"Macomb County, Michigan",2569,554,2238,530,185,125,30,38,116,130
0500000US26121,26121,"Muskegon County, Michigan",1137,288,898,305,144,126,74,57,21,34
0500000US26125,26125,"Oakland County, Michigan",3038,583,2531,468,333,269,72,44,102,112
0500000US26163,26163,"Wayne County, Michigan",6456,805,5268,655,693,477,358,172,137,101
0500000US27003,27003,"Anoka County, Minnesota",1997,388,1610,369,198,123,71,50,118,128
0500000US27005,27005,"Becker County, Minnesota",1939,237,1742,230,109,67,88,61,0,158
0500000US27007,27007,"Beltrami County, Minnesota",7941,571,6909,622,736,316,257,131,39,38
0500000US27017,27017,"Carlton County, Minnesota",1957,287,1579,230,137,94,241,168,0,158
0500000US27021,27021,"Cass County, Minnesota",2922,306,2405,269,227,171,275,187,15,17
0500000US27037,27037,"Dakota County, Minnesota",1796,422,1236,389,218,283,283,175,59,93
0500000US27053,27053,"Hennepin County, Minnesota",9735,922,6515,830,2166,697,784,223,270,161
0500000US27061,27061,"Itasca County, Minnesota",1205,186,1026,168,108,82,71,73,0,158
0500000US27095,27095,"Mille Lacs County, Minnesota",1376,186,1233,190,67,50,76,70,0,158
0500000US27123,27123,"Ramsey County, Minnesota",2949,473,2309,426,323,194,126,104,191,112
0500000US27137,27137,"St. Louis County, Minnesota",4687,449,2940,521,1652,621,27,25,68,59
0500000US29095,29095,"Jackson County, Missouri",2503,460,1721,394,656,337,53,51,73,73
0500000US29097,29097,"Jasper County, Missouri",2199,468,1227,359,773,613,60,66,139,149
0500000US29189,29189,"St. Louis County, Missouri",1319,329,1152,300,58,57,61,57,48,61
0500000US30013,30013,"Cascade County, Montana",3458,496,2492,451,616,237,327,259,23,28
0500000US30047,30047,"Lake County, Montana",6042,700,5012,715,682,427,342,202,6,13
0500000US30063,30063,"Missoula County, Montana",2989,551,2325,451,142,123,472,252,50,54
0500000US30111,30111,"Yellowstone County, Montana",5501,670,4177,926,861,698,138,95,325,157
0500000US31055,31055,"Douglas County, Nebraska",3023,678,2128,579,750,431,76,56,69,65
0500000US31109,31109,"Lancaster County, Nebraska",1688,298,1074,313,535,320,36,39,43,54
0500000US32003,32003,"Clark County, Nevada",11284,1137,8332,906,1680,475,99,77,1173,520
0500000US32005,32005,"Douglas County, Nevada",998,253,758,223,72,110,153,163,15,13
0500000US32007,32007,"Elko County, Nevada",2552,332,2381,324,76,77,15,22,80,52
0500000US32031,32031,"Washoe County, Nevada",6749,538,5531,596,734,285,135,130,349,187
0500000US32510,32510,"Carson City, Nevada",1400,270,1028,255,307,199,50,58,15,25
0500000US34007,34007,"Camden County, New Jersey",2404,645,2280,642,64,80,60,44,0,158
0500000US34013,34013,"Essex County, New Jersey",2172,514,1917,458,176,140,69,80,10,16
0500000US34017,34017,"Hudson County, New Jersey",2353,629,1831,547,205,168,44,69,273,246
0500000US34021,34021,"Mercer County, New Jersey",1371,492,914,349,176,126,36,42,245,234
0500000US35001,35001,"Bernalillo County, New Mexico",28255,1518,23327,1617,3455,742,990,494,483,271
0500000US35006,35006,"Cibola County, New Mexico",11983,584,11070,495,261,151,530,340,122,105
0500000US35013,35013,"Doña Ana County, New Mexico",2087,322,1627,314,377,250,19,31,64,59
0500000US35031,35031,"McKinley County, New Mexico",53003,1137,49487,1452,2859,1146,415,207,242,124
0500000US35039,35039,"Rio Arriba County, New Mexico",6143,608,5221,342,398,253,156,115,368,579
0500000US35043,35043,"Sandoval County, New Mexico",16823,753,15910,701,545,269,294,213,74,84
0500000US35045,35045,"San Juan County, New Mexico",46672,801,41899,1638,3776,1301,405,188,592,261
0500000US35049,35049,"Santa Fe County, New Mexico",4266,367,3780,334,187,103,299,216,0,158
0500000US35055,35055,"Taos County, New Mexico",2346,402,1940,369,176,159,230,185,0,158
0500000US35061,35061,"Valencia County, New Mexico",2515,543,2137,497,41,52,302,228,35,39
0500000US36005,36005,"Bronx County, New York",6949,1282,5661,1161,650,420,159,121,479,431
0500000US36029,36029,"Erie County, New York",5168,637,4458,612,495,257,121,68,94,117
0500000US36047,36047,"Kings County, New York",8629,1571,7315,1548,713,378,216,115,385,265
0500000US36055,36055,"Monroe County, New York",1935,314,1715,311,144,104,17,26,59,57
0500000US36061,36061,"New York County, New York",5190,970,4581,922,169,114,275,139,165,127
0500000US36067,36067,"Onondaga County, New York",3628,556,2939,579,449,246,106,130,134,96
0500000US36081,36081,"Queens County, New York",9355,1711,8128,1498,553,322,159,123,515,464
0500000US37047,37047,"Columbus County, North Carolina",1632,171,1414,157,97,71,121,115,0,158
0500000US37051,37051,"Cumberland County, North Carolina",2801,569,2176,474,206,118,189,192,230,196
0500000US37081,37081,"Guilford County, North Carolina",2423,394,1876,433,472,321,50,65,25,39
0500000US37093,37093,"Hoke County, North Carolina",3768,297,3629,326,73,81,57,49,9,15
0500000US37119,37119,"Mecklenburg County, North Carolina",3124,564,2604,472,196,174,305,253,19,24
0500000US37155,37155,"Robeson County, North Carolina",49323,1132,44474,1500,4162,1200,418,176,269,164
0500000US37165,37165,"Scotland County, North Carolina",3074,368,2672,371,375,199,27,31,0,158
0500000US37183,37183,"Wake County, North Carolina",2382,470,1913,461,323,265,80,60,66,88
0500000US38015,38015,"Burleigh County, North Dakota",2193,475,1545,417,281,224,219,124,148,141
0500000US38017,38017,"Cass County, North Dakota",1688,481,965,354,445,155,232,256,46,50
0500000US38035,38035,"Grand Forks County, North Dakota",1651,321,1267,312,191,141,151,93,42,65
0500000US38101,38101,"Ward County, North Dakota",1528,363,776,262,446,286,238,162,68,85
0500000US38105,38105,"Williams County, North Dakota",888,266,735,262,88,77,18,19,47,55
0500000US39035,39035,"Cuyahoga County, Ohio",2575,410,2135,369,239,157,53,66,148,110
0500000US39049,39049,"Franklin County, Ohio",2450,724,1856,730,512,239,42,43,40,40
0500000US39095,39095,"Lucas County, Ohio",1119,334,868,310,221,121,30,35,0,158
0500000US40001,40001,"Adair County, Oklahoma",8118,567,7583,554,201,115,109,90,225,200
0500000US40013,40013,"Bryan County, Oklahoma",1951,400,1557,366,154,104,188,150,52,90
0500000US40015,40015,"Caddo County, Oklahoma",6253,586,4555,623,1507,638,191,120,0,158
0500000US40017,40017,"Canadian County, Oklahoma",4472,564,3845,482,356,230,267,153,4,8
0500000US40019,40019,"Carter County, Oklahoma",4837,435,4322,424,354,190,161,96,0,158
0500000US40021,40021,"Cherokee County, Oklahoma",11473,896,10419,899,735,328,219,127,100,69
0500000US40027,40027,"Cleveland County, Oklahoma",9672,887,7886,797,1152,371,601,241,33,55
0500000US40031,40031,"Comanche County, Oklahoma",6618,527,5142,501,1036,344,271,154,169,117
0500000US40037,40037,"Creek County, Oklahoma",4336,513,3678,502,316,149,288,155,54,65
0500000US40039,40039,"Custer County, Oklahoma",1387,348,1100,369,172,127,115,86,0,158
0500000US40041,40041,"Delaware County, Oklahoma",9551,679,8288,721,1141,495,49,47,73,69
0500000US40047,40047,"Garfield County, Oklahoma",1422,238,1028,260,213,152,181,161,0,158
0500000US40049,40049,"Garvin County, Oklahoma",2448,328,2288,345,97,95,45,46,18,32
0500000US40051,40051,"Grady County, Oklahoma",2688,457,2378,431,75,67,144,112,91,92
0500000US40071,40071,"Kay County, Oklahoma",4312,399,3492,437,648,285,80,54,92,78
0500000US40079,40079,"Le Flore County, Oklahoma",3385,518,2712,444,300,241,364,268,9,13
0500000US40089,40089,"McCurtain County, Oklahoma",5764,392,4887,407,669,298,112,80,96,95
0500000US40091,40091,"McIntosh County, Oklahoma",3322,453,2743,448,247,193,332,211,0,158
0500000US40097,40097,"Mayes County, Oklahoma",4322,710,3469,614,376,216,295,199,182,207
0500000US40101,40101,"Muskogee County, Oklahoma",8637,992,7219,805,719,290,683,424,16,25
0500000US40109,40109,"Oklahoma County, Oklahoma",20821,1638,16416,1363,2629,558,1183,337,593,288
0500000US40111,40111,"Okmulgee County, Oklahoma",4911,658,4007,651,601,318,259,224,44,70
0500000US40113,40113,"Osage County, Oklahoma",5820,580,4915,557,463,223,399,228,43,49
0500000US40115,40115,"Ottawa County, Oklahoma",5977,405,4780,370,957,318,140,99,100,94
0500000US40119,40119,"Payne County, Oklahoma",2665,534,1551,326,776,388,220,157,118,132
0500000US40121,40121,"Pittsburg County, Oklahoma",4573,540,3829,504,470,202,237,119,37,44
0500000US40123,40123,"Pontotoc County, Oklahoma",2748,536,2171,475,320,139,178,91,79,85
0500000US40125,40125,"Pottawatomie County, Oklahoma",7320,886,6033,775,674,311,245,131,368,423
0500000US40131,40131,"Rogers County, Oklahoma",11435,901,9785,786,1093,422,444,253,113,142
0500000US40133,40133,"Seminole County, Oklahoma",4016,533,3027,427,506,231,483,306,0,158
0500000US40135,40135,"Sequoyah County, Oklahoma",3961,598,3591,563,256,147,61,60,53,83
0500000US40137,40137,"Stephens County, Oklahoma",1887,384,1579,379,275,184,27,32,6,10
0500000US40143,40143,"Tulsa County, Oklahoma",28289,1439,21716,1404,4236,971,2019,628,318,161
0500000US40145,40145,"Wagoner County, Oklahoma",5580,736,4898,653,180,152,479,282,23,41
0500000US40147,40147,"Washington County, Oklahoma",3324,624,2592,573,582,298,128,87,22,36
0500000US41005,41005,"Clackamas County, Oregon",2268,823,1882,782,130,112,182,153,74,79
0500000US41017,41017,"Deschutes County, Oregon",1348,344,1119,311,158,123,71,63,0,158
0500000US41029,41029,"Jackson County, Oregon",1558,479,1199,424,255,155,28,39,76,70
0500000US41031,41031,"Jefferson County, Oregon",3314,408,2861,435,400,252,39,37,14,22
0500000US41039,41039,"Lane County, Oregon",3909,776,2597,524,1114,637,105,90,93,118
0500000US41041,41041,"Lincoln County, Oregon",1316,348,1068,308,126,103,0,158,122,144
0500000US41047,41047,"Marion County, Oregon",5794,1283,4551,1193,1024,635,106,117,113,87
0500000US41051,41051,"Multnomah County, Oregon",8603,1577,6616,1596,1313,527,304,150,370,196
0500000US41053,41053,"Polk County, Oregon",1544,368,1335,386,124,86,61,61,24,37
0500000US41059,41059,"Umatilla County, Oregon",1587,297,1097,266,430,191,44,53,16,28
0500000US41067,41067,"Washington County, Oregon",7302,1963,6056,1802,1142,674,82,76,22,36
0500000US41071,41071,"Yamhill County, Oregon",1209,420,857,322,329,226,0,158,23,29
0500000US42101,42101,"Philadelphia County, Pennsylvania",4265,738,3382,652,747,424,88,66,48,62
0500000US44007,44007,"Providence County, Rhode Island",2977,634,2146,540,653,339,43,68,135,165
0500000US46099,46099,"Minnehaha County, South Dakota",4225,563,2417,452,771,332,489,257,548,398
0500000US46103,46103,"Pennington County, South Dakota",7975,866,4656,876,2490,947,504,238,325,241
0500000US47037,47037,"Davidson County, Tennessee",1537,567,1183,510,72,85,158,154,124,92
0500000US47157,47157,"Shelby County, Tennessee",1685,661,989,457,383,315,104,139,209,192
0500000US48027,48027,"Bell County, Texas",1702,432,1072,345,123,98,229,200,278,215
0500000US48029,48029,"Bexar County, Texas",13332,2067,9988,1566,2807,1305,214,195,323,214
0500000US48085,48085,"Collin County, Texas",3463,541,2870,533,422,237,132,103,39,38
0500000US48113,48113,"Dallas County, Texas",11295,1346,8576,1299,993,324,755,318,971,602
0500000US48121,48121,"Denton County, Texas",2371,595,2044,586,49,44,191,96,87,96
0500000US48141,48141,"El Paso County, Texas",4210,683,3577,673,222,122,105,129,306,181
0500000US48201,48201,"Harris County, Texas",17017,2062,13432,1808,2781,969,530,211,274,166
0500000US48303,48303,"Lubbock County, Texas",1414,256,961,240,150,122,79,65,224,224
0500000US48339,48339,"Montgomery County, Texas",1403,409,1151,377,119,88,93,97,40,48
0500000US48439,48439,"Tarrant County, Texas",8183,1171,6608,1147,1237,477,157,100,181,91
0500000US48453,48453,"Travis County, Texas",4777,1138,3727,912,740,399,229,159,81,70
0500000US49035,49035,"Salt Lake County, Utah",7220,932,5183,872,1443,542,82,72,512,296
0500000US49047,49047,"Uintah County, Utah",1953,397,1713,346,156,118,84,102,0,158
0500000US49049,49049,"Utah County, Utah",2789,696,2138,478,513,345,13,21,125,102
0500000US49053,49053,"Washington County, Utah",1996,296,1635,291,152,178,36,43,173,141
0500000US51059,51059,"Fairfax County, Virginia",6018,2142,5134,2010,728,559,97,92,59,73
0500000US53005,53005,"Benton County, Washington",2054,710,1825,689,94,57,89,100,46,45
0500000US53009,53009,"Clallam County, Washington",3532,475,2826,391,494,209,159,208,53,85
0500000US53011,53011,"Clark County, Washington",2463,570,1444,343,729,411,112,93,178,134
0500000US53027,53027,"Grays Harbor County, Washington",2975,459,2124,396,602,327,249,153,0,158
0500000US53033,53033,"King County, Washington",14626,1177,11511,1007,1967,478,637,248,511,262
0500000US53035,53035,"Kitsap County, Washington",3574,656,3052,660,305,176,185,130,32,38
0500000US53045,53045,"Mason County, Washington",2208,645,1910,541,130,95,139,140,29,47
0500000US53047,53047,"Okanogan County, Washington",4437,321,4315,329,101,71,21,22,0,158
0500000US53053,53053,"Pierce County, Washington",8444,1005,6447,823,1366,438,322,220,309,194
0500000US53057,53057,"Skagit County, Washington",1642,344,1547,331,55,52,40,42,0,158
0500000US53061,53061,"Snohomish County, Washington",9283,916,7442,951,1392,526,386,205,63,52
0500000US53063,53063,"Spokane County, Washington",5367,798,4068,701,859,275,326,234,114,102
0500000US53067,53067,"Thurston County, Washington",3226,470,2524,451,404,289,72,71,226,228
0500000US53073,53073,"Whatcom County, Washington",5016,509,4071,481,747,315,86,67,112,151
0500000US53077,53077,"Yakima County, Washington",10255,948,8630,829,961,398,242,315,422,249
0500000US55009,55009,"Brown County, Wisconsin",6427,562,5159,643,970,387,218,120,80,104
0500000US55025,55025,"Dane County, Wisconsin",1243,353,880,278,116,67,129,94,118,94
0500000US55053,55053,"Jackson County, Wisconsin",1162,229,784,209,204,182,153,111,21,35
0500000US55079,55079,"Milwaukee County, Wisconsin",5616,726,4519,745,856,306,143,116,98,97
0500000US55115,55115,"Shawano County, Wisconsin",2881,333,2482,303,265,155,125,98,9,14
0500000US55125,55125,"Vilas County, Wisconsin",1882,346,1312,260,247,189,139,171,184,250
0500000US56013,56013,"Fremont County, Wyoming",7881,568,6680,605,1083,572,45,46,73,80
