GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04
0500000US08041,08041,"El Paso County, Colorado",73760,5740,74565,8817,69670,19403
0500000US08059,08059,"Jefferson County, Colorado",71448,16544,62692,40400,44760,20651
0500000US08069,08069,"Larimer County, Colorado",59716,16573,47255,18245,41083,17355
0500000US08077,08077,"Mesa County, Colorado",38333,9526,34519,12838,57579,52155
0500000US08101,08101,"Pueblo County, Colorado",47883,10873,35667,19314,27642,5987
0500000US08123,08123,"Weld County, Colorado",50259,11118,57500,40314,39977,15229
0500000US09003,09003,"Hartford County, Connecticut",68278,17676,45090,16025,22200,11028
0500000US09005,09005,"Litchfield County, Connecticut",70944,37380,63917,30813,51250,28826
0500000US09007,09007,"Middlesex County, Connecticut",60746,7302,86321,80878,-,**
0500000US09009,09009,"New Haven County, Connecticut",63138,8871,33358,34185,29775,27098
0500000US09011,09011,"New London County, Connecticut",35809,22996,34264,24718,28897,9613
0500000US09015,09015,"Windham County, Connecticut",54309,38074,51398,10301,52730,23337
0500000US10003,10003,"New Castle County, Delaware",62966,24630,45126,10751,34384,24266
0500000US10005,10005,"Sussex County, Delaware",44038,16090,34545,14469,33929,3980
0500000US11001,11001,"District of Columbia, District of Columbia",39706,13461,31279,8901,13780,14405
0500000US12001,12001,"Alachua County, Florida",26250,22299,37483,19469,36783,26443
0500000US12005,12005,"Bay County, Florida",27594,9674,28381,9110,19202,16371
0500000US12009,12009,"Brevard County, Florida",49532,11040,41298,17272,40373,16692
0500000US12011,12011,"Broward County, Florida",49518,6199,43116,14436,24424,5337
0500000US12015,12015,"Charlotte County, Florida",31558,31471,22585,20327,13866,6044
0500000US12017,12017,"Citrus County, Florida",47939,10995,48008,10239,42825,24048
0500000US12019,12019,"Clay County, Florida",63280,17350,70017,15763,63523,27221
0500000US12021,12021,"Collier County, Florida",54455,23349,50506,58433,21381,534
0500000US12023,12023,"Columbia County, Florida",50900,26347,77505,34690,79378,75414
0500000US12031,12031,"Duval County, Florida",48562,10771,41663,8468,26571,3514
0500000US12033,12033,"Escambia County, Florida",41875,15043,39094,19086,23413,17794
0500000US12035,12035,"Flagler County, Florida",36673,32700,30988,34265,45039,31213
0500000US12053,12053,"Hernando County, Florida",47862,6484,48404,41791,54590,28278
0500000US12055,12055,"Highlands County, Florida",24337,11019,24529,9207,24330,5288
0500000US12057,12057,"Hillsborough County, Florida",45675,8619,36956,5479,28650,6772
0500000US12061,12061,"Indian River County, Florida",21959,5053,21593,844,21827,6852
0500000US12069,12069,"Lake County, Florida",55545,8654,51105,24620,40035,17589
0500000US12071,12071,"Lee County, Florida",59407,14686,52800,30777,75644,53134
0500000US12073,12073,"Leon County, Florida",65913,27266,66746,26792,69915,95806
0500000US12085,12085,"Martin County, Florida",81164,10274,107450,12622,108264,100545
0500000US12086,12086,"Miami-Dade County, Florida",48870,4863,38666,7377,27228,7550
0500000US12089,12089,"Nassau County, Florida",37444,57684,57875,70525,31301,851
0500000US12091,12091,"Okaloosa County, Florida",67679,28923,73768,6424,73986,41077
0500000US12095,12095,"Orange County, Florida",45986,2398,42814,8249,29835,28553
0500000US12097,12097,"Osceola County, Florida",61250,23812,61520,20957,40110,14969
0500000US12099,12099,"Palm Beach County, Florida",51755,7610,46797,15573,36640,8737
0500000US12103,12103,"Pinellas County, Florida",46367,7499,37877,9943,42487,19222
0500000US12105,12105,"Polk County, Florida",50708,11565,48871,23798,26582,28821
0500000US12109,12109,"St. Johns County, Florida",52386,41994,74652,41643,46197,48908
0500000US12111,12111,"St. Lucie County, Florida",48877,15522,39446,22302,28003,25988
0500000US12115,12115,"Sarasota County, Florida",65352,29230,62688,49485,85265,57348
0500000US12117,12117,"Seminole County, Florida",75831,20882,75276,29238,68731,43182
0500000US12119,12119,"Sumter County, Florida",61480,33779,56716,31046,-,**
0500000US12127,12127,"Volusia County, Florida",45506,16132,40633,13701,30668,22212
0500000US13021,13021,"Bibb County, Georgia",18971,29711,16901,15904,12708,6143
0500000US13057,13057,"Cherokee County, Georgia",78904,49554,58087,20461,30911,4927
0500000US13059,13059,"Clarke County, Georgia",23498,8591,23498,8591,22079,2226
0500000US13073,13073,"Columbia County, Georgia",61943,36229,79041,49920,57500,16284
0500000US13077,13077,"Coweta County, Georgia",60198,41101,80433,35526,82080,107908
0500000US13089,13089,"DeKalb County, Georgia",42435,9014,40934,2869,25503,15934
0500000US13095,13095,"Dougherty County, Georgia",25167,16639,17118,13484,25433,20946
0500000US13097,13097,"Douglas County, Georgia",56692,15293,44172,12597,43801,11172
0500000US13115,13115,"Floyd County, Georgia",33145,20215,32641,12607,31211,2023
0500000US13117,13117,"Forsyth County, Georgia",96734,26877,103951,97495,-,**
0500000US13121,13121,"Fulton County, Georgia",40025,12453,37427,12079,23848,25053
0500000US13139,13139,"Hall County, Georgia",31265,21251,19007,8837,19002,23647
0500000US13151,13151,"Henry County, Georgia",82425,22175,74737,29352,64350,47545
0500000US13153,13153,"Houston County, Georgia",46098,12240,45576,10477,48343,37016
0500000US13185,13185,"Lowndes County, Georgia",20180,2522,18563,7156,12302,15810
0500000US13215,13215,"Muscogee County, Georgia",29855,11913,42932,22150,42512,46414
0500000US13217,13217,"Newton County, Georgia",38842,5154,37799,18797,16339,10181
0500000US13245,13245,"Richmond County, Georgia",36844,6893,35707,13085,18962,27766
0500000US13247,13247,"Rockdale County, Georgia",58676,28529,61027,40282,59779,2065
0500000US15001,15001,"Hawaii County, Hawaii",65079,10060,66349,13297,30462,39746
0500000US15003,15003,"Honolulu County, Hawaii",97864,10001,64514,24899,52700,9544
0500000US16001,16001,"Ada County, Idaho",70560,34986,70690,57794,103186,73351
0500000US16019,16019,"Bonneville County, Idaho",70996,2718,69354,20192,70857,22294
0500000US16027,16027,"Canyon County, Idaho",61741,15419,53902,26650,52306,21860
0500000US17001,17001,"Adams County, Illinois",67708,66505,34266,8305,37578,7343
0500000US17031,17031,"Cook County, Illinois",49769,3518,40574,2512,32889,7437
0500000US17043,17043,"DuPage County, Illinois",94218,14845,93354,31873,83321,41326
0500000US17089,17089,"Kane County, Illinois",56422,12372,49204,14375,53148,30301
0500000US17091,17091,"Kankakee County, Illinois",62600,47326,35204,42590,25664,7051
0500000US17093,17093,"Kendall County, Illinois",78011,17881,78334,22434,-,**
0500000US17097,17097,"Lake County, Illinois",68588,19506,51028,9215,40625,35628
0500000US17099,17099,"LaSalle County, Illinois",50769,15128,47551,28234,49796,48909
0500000US17113,17113,"McLean County, Illinois",60417,16082,60060,25530,60536,15043
0500000US17115,17115,"Macon County, Illinois",49355,27594,32250,18502,32017,2361
0500000US17119,17119,"Madison County, Illinois",58555,36631,50888,9767,50163,12211
0500000US17143,17143,"Peoria County, Illinois",40918,17132,30824,9976,29785,12481
0500000US17161,17161,"Rock Island County, Illinois",59500,25227,44598,38659,60991,30162
0500000US17163,17163,"St. Clair County, Illinois",32393,12620,30641,11422,30310,10242
0500000US17167,17167,"Sangamon County, Illinois",58296,22362,40524,15496,40208,21538
0500000US17179,17179,"Tazewell County, Illinois",51170,27032,43798,60664,32686,15446
0500000US17183,17183,"Vermilion County, Illinois",37995,17175,34911,23083,31392,34777
0500000US17197,17197,"Will County, Illinois",79644,16736,74867,22221,57032,27290
0500000US17201,17201,"Winnebago County, Illinois",55974,12917,61415,23263,46580,64569
0500000US18003,18003,"Allen County, Indiana",62339,18182,47488,13383,50188,66030
0500000US18019,18019,"Clark County, Indiana",51453,27316,49253,11426,47813,9386
0500000US18035,18035,"Delaware County, Indiana",46250,26386,29188,14696,29523,28237
0500000US18039,18039,"Elkhart County, Indiana",55544,21484,41438,14442,45545,36230
0500000US18059,18059,"Hancock County, Indiana",39702,17111,53750,23487,49535,23855
0500000US18063,18063,"Hendricks County, Indiana",102967,11962,103158,12219,126467,115560
0500000US18081,18081,"Johnson County, Indiana",54203,14134,53234,13463,39931,45270
0500000US18089,18089,"Lake County, Indiana",45948,10541,33655,12385,11028,4029
0500000US18095,18095,"Madison County, Indiana",62695,14900,56875,18563,62969,84876
0500000US18097,18097,"Marion County, Indiana",43239,3558,40074,7670,35365,14645
0500000US18105,18105,"Monroe County, Indiana",75786,48678,54737,50915,85428,44433
0500000US18109,18109,"Morgan County, Indiana",76176,84909,27848,16590,-,**
0500000US18127,18127,"Porter County, Indiana",90124,22388,52384,17031,-,**
0500000US18141,18141,"St. Joseph County, Indiana",49072,11492,42415,41334,58979,57598
0500000US18163,18163,"Vanderburgh County, Indiana",42360,9696,41852,10397,31024,13493
0500000US18167,18167,"Vigo County, Indiana",29957,12097,17417,20679,15285,4890
0500000US18177,18177,"Wayne County, Indiana",44517,53626,70275,53494,-,**
0500000US19013,19013,"Black Hawk County, Iowa",43367,15523,44482,26955,19120,23433
0500000US19153,19153,"Polk County, Iowa",48629,12865,32415,18403,30810,13530
0500000US19155,19155,"Pottawattamie County, Iowa",61582,30174,44779,40238,30625,20150
0500000US19163,19163,"Scott County, Iowa",43654,8161,43140,24494,49028,29554
0500000US19169,19169,"Story County, Iowa",75320,14240,69038,42905,-,**
0500000US19193,19193,"Woodbury County, Iowa",60000,20468,52925,27790,-,**
0500000US20045,20045,"Douglas County, Kansas",52399,21442,51547,8634,-,**
0500000US20091,20091,"Johnson County, Kansas",62229,23338,71953,38574,54412,39544
0500000US20103,20103,"Leavenworth County, Kansas",76111,40396,90625,16378,93867,40200
0500000US20173,20173,"Sedgwick County, Kansas",49648,4896,44769,10902,27069,3947
0500000US20177,20177,"Shawnee County, Kansas",47776,23977,45383,20354,47041,26335
0500000US21015,21015,"Boone County, Kentucky",75506,31770,62618,98713,17309,2119
0500000US21047,21047,"Christian County, Kentucky",20082,9992,18384,16986,14160,9112
0500000US21111,21111,"Jefferson County, Kentucky",48669,7326,35533,6352,36523,10897
0500000US21117,21117,"Kenton County, Kentucky",46790,41552,30950,36982,25767,3981
0500000US21151,21151,"Madison County, Kentucky",48891,19861,45183,10947,43426,21449
0500000US21195,21195,"Pike County, Kentucky",39666,14458,38436,2300,43302,16757
0500000US21227,21227,"Warren County, Kentucky",48750,28461,54664,72687,54395,30646
0500000US22005,22005,"Ascension Parish, Louisiana",31169,16759,19538,14187,39053,7986
0500000US22015,22015,"Bossier Parish, Louisiana",50486,10438,50602,17519,51250,12559
0500000US22017,22017,"Caddo Parish, Louisiana",40637,4987,41595,12085,23114,5097
0500000US22019,22019,"Calcasieu Parish, Louisiana",27377,12955,40788,27119,37835,17681
0500000US22033,22033,"East Baton Rouge Parish, Louisiana",46155,11087,45387,15057,25654,21094
0500000US22051,22051,"Jefferson Parish, Louisiana",48658,11569,46492,9479,60427,32094
0500000US22057,22057,"Lafourche Parish, Louisiana",55938,21884,49634,28278,29260,34973
0500000US22071,22071,"Orleans Parish, Louisiana",30281,11635,16472,15700,13579,9524
0500000US22073,22073,"Ouachita Parish, Louisiana",33869,17382,29731,12839,29213,17021
0500000US22079,22079,"Rapides Parish, Louisiana",36719,17807,37883,17782,26016,35453
0500000US22097,22097,"St. Landry Parish, Louisiana",29578,27776,28333,20335,20640,20137
0500000US22103,22103,"St. Tammany Parish, Louisiana",64707,16011,75067,17144,68023,55846
0500000US22105,22105,"Tangipahoa Parish, Louisiana",33771,18688,31834,20905,28566,36252
0500000US22109,22109,"Terrebonne Parish, Louisiana",42160,19651,42381,23704,40159,14548
0500000US23001,23001,"Androscoggin County, Maine",52180,6188,50306,18344,-,**
0500000US23005,23005,"Cumberland County, Maine",79854,19694,81607,13917,76553,15381
0500000US23011,23011,"Kennebec County, Maine",45706,12465,45132,6570,46382,23568
0500000US23031,23031,"York County, Maine",73310,13418,73798,1044,24917,33100
0500000US24003,24003,"Anne Arundel County, Maryland",94051,19878,58376,29667,32457,30803
0500000US24005,24005,"Baltimore County, Maryland",68775,14978,64219,21571,36740,42185
0500000US24021,24021,"Frederick County, Maryland",86667,19424,69057,22165,42429,69825
0500000US24025,24025,"Harford County, Maryland",55975,14539,55975,22537,62303,55501
0500000US24027,24027,"Howard County, Maryland",87774,48360,76531,36432,76952,57263
0500000US24031,24031,"Montgomery County, Maryland",77076,21327,66828,17777,54292,90671
0500000US24033,24033,"Prince George's County, Maryland",75347,6138,59979,10810,55727,10420
0500000US24043,24043,"Washington County, Maryland",73457,13682,73963,28659,47449,57489
0500000US24510,24510,"Baltimore city, Maryland",39014,7905,31534,7226,20310,6650
0500000US25003,25003,"Berkshire County, Massachusetts",60878,23588,60076,65957,27088,3433
0500000US25005,25005,"Bristol County, Massachusetts",56545,19954,47639,25380,19635,15826
0500000US25009,25009,"Essex County, Massachusetts",69556,16738,44029,12250,42513,27175
0500000US25011,25011,"Franklin County, Massachusetts",61304,8425,62127,14876,72125,33592
0500000US25013,25013,"Hampden County, Massachusetts",43664,6870,42710,9389,17388,15381
0500000US25015,25015,"Hampshire County, Massachusetts",78514,23883,88018,44559,75026,80469
0500000US25017,25017,"Middlesex County, Massachusetts",89265,12761,81274,20469,54531,66910
0500000US25021,25021,"Norfolk County, Massachusetts",63036,7734,58176,7828,63031,6531
0500000US25025,25025,"Suffolk County, Massachusetts",47042,4877,37574,28039,13768,1067
0500000US25027,25027,"Worcester County, Massachusetts",77316,10117,77730,25502,22807,17946
0500000US26005,26005,"Allegan County, Michigan",53583,20719,31406,29833,39398,20778
0500000US26021,26021,"Berrien County, Michigan",44492,18366,40129,12675,36402,11890
0500000US26025,26025,"Calhoun County, Michigan",35162,13804,33547,20285,16116,1140
0500000US26045,26045,"Eaton County, Michigan",60191,14150,45508,14210,46504,68837
0500000US26049,26049,"Genesee County, Michigan",44107,7762,42336,7991,42966,34034
0500000US26055,26055,"Grand Traverse County, Michigan",52673,19552,44203,16623,-,**
0500000US26065,26065,"Ingham County, Michigan",37317,7784,36793,10518,36176,23765
0500000US26075,26075,"Jackson County, Michigan",45183,12351,43662,22935,24757,22923
0500000US26081,26081,"Kent County, Michigan",50323,12148,37978,14340,29515,11155
0500000US26093,26093,"Livingston County, Michigan",92307,33594,101921,63651,65156,67225
0500000US26099,26099,"Macomb County, Michigan",71073,6095,54352,22834,52705,46560
0500000US26111,26111,"Midland County, Michigan",30288,25073,43242,25225,43203,26517
0500000US26115,26115,"Monroe County, Michigan",64297,7043,69114,45919,32737,9448
0500000US26121,26121,"Muskegon County, Michigan",46839,13140,49375,9115,51339,14266
0500000US26125,26125,"Oakland County, Michigan",68718,7978,53162,15729,46155,16627
0500000US26139,26139,"Ottawa County, Michigan",45786,25192,32015,24957,31885,16754
0500000US26145,26145,"Saginaw County, Michigan",46181,26998,47063,49230,19944,14103
0500000US26147,26147,"St. Clair County, Michigan",54256,7803,45815,36281,56163,60048
0500000US26155,26155,"Shiawassee County, Michigan",60540,9260,54469,26262,32943,10880
0500000US26159,26159,"Van Buren County, Michigan",67330,23044,61172,38979,76085,47892
0500000US26161,26161,"Washtenaw County, Michigan",51736,4935,50804,13638,28250,42724
0500000US26163,26163,"Wayne County, Michigan",39781,3693,36631,5295,27172,6249
0500000US27003,27003,"Anoka County, Minnesota",82892,16346,92323,20742,82614,93931
0500000US27019,27019,"Carver County, Minnesota",74030,18311,74142,17567,-,**
0500000US27037,27037,"Dakota County, Minnesota",87287,27750,75435,37366,81254,44265
0500000US27053,27053,"Hennepin County, Minnesota",57633,7845,55409,14698,47600,12092
0500000US27123,27123,"Ramsey County, Minnesota",55979,8365,65042,26299,37103,34209
0500000US27137,27137,"St. Louis County, Minnesota",45148,11715,45975,21490,45233,13535
0500000US27141,27141,"Sherburne County, Minnesota",64367,15244,64290,16189,-,**
0500000US27163,27163,"Washington County, Minnesota",73853,4059,73237,17152,75575,55883
0500000US28033,28033,"DeSoto County, Mississippi",27624,7859,24201,4147,23850,14096
0500000US28049,28049,"Hinds County, Mississippi",30875,8457,24905,8725,17658,4045
0500000US28059,28059,"Jackson County, Mississippi",52899,14200,41704,13272,34250,17030
0500000US28081,28081,"Lee County, Mississippi",32116,26301,30744,13461,29363,5928
0500000US28121,28121,"Rankin County, Mississippi",47509,6313,45750,27650,29883,38037
0500000US29019,29019,"Boone County, Missouri",46131,27130,45625,26852,-,**
0500000US29021,29021,"Buchanan County, Missouri",61250,28448,75290,20198,75114,34333
0500000US29031,29031,"Cape Girardeau County, Missouri",32766,17880,25714,17208,35769,12821
0500000US29037,29037,"Cass County, Missouri",61746,29844,67552,65853,"2,500-",***
0500000US29047,29047,"Clay County, Missouri",78902,23527,61569,49217,91494,49383
0500000US29051,29051,"Cole County, Missouri",29491,15828,28194,16646,19575,15248
0500000US29077,29077,"Greene County, Missouri",46163,3374,44294,10069,29899,31547
0500000US29095,29095,"Jackson County, Missouri",49925,7938,36735,12428,24588,14669
0500000US29099,29099,"Jefferson County, Missouri",63492,14594,56959,8851,56396,20653
0500000US29165,29165,"Platte County, Missouri",82028,43124,83412,40913,59649,37802
0500000US29183,29183,"St. Charles County, Missouri",63231,26307,54583,18128,64897,74835
0500000US29189,29189,"St. Louis County, Missouri",51368,9484,45286,10154,24709,8925
0500000US29510,29510,"St. Louis city, Missouri",26583,7763,24781,5379,20866,4584
0500000US30013,30013,"Cascade County, Montana",59399,13348,57602,15653,50496,45050
0500000US30029,30029,"Flathead County, Montana",41555,17671,67885,13386,100761,132371
0500000US30031,30031,"Gallatin County, Montana",81382,16283,87696,26628,-,**
0500000US30111,30111,"Yellowstone County, Montana",60170,9016,60609,11983,-,**
0500000US31055,31055,"Douglas County, Nebraska",46968,21591,36008,16793,53246,68990
0500000US31109,31109,"Lancaster County, Nebraska",61953,24194,61118,15527,61238,6945
0500000US31153,31153,"Sarpy County, Nebraska",40833,18183,55760,12551,52886,46060
0500000US32003,32003,"Clark County, Nevada",66659,7277,51129,15253,48142,20088
0500000US32031,32031,"Washoe County, Nevada",62500,33102,51617,15264,60129,42344
0500000US33005,33005,"Cheshire County, New Hampshire",6452,4642,-,**,-,**
0500000US33009,33009,"Grafton County, New Hampshire",64320,15462,72527,20618,63399,36457
0500000US33011,33011,"Hillsborough County, New Hampshire",80879,12592,78294,18089,-,**
0500000US33015,33015,"Rockingham County, New Hampshire",82185,17306,74504,54900,80338,42869
0500000US33017,33017,"Strafford County, New Hampshire",66160,1721,66237,12966,-,**
0500000US34001,34001,"Atlantic County, New Jersey",69289,19183,44218,11241,18471,30026
0500000US34005,34005,"Burlington County, New Jersey",73015,24078,54985,16763,14721,24999
0500000US34007,34007,"Camden County, New Jersey",58358,12529,35814,13116,20650,10398
0500000US34009,34009,"Cape May County, New Jersey",135022,85779,-,**,-,**
0500000US34011,34011,"Cumberland County, New Jersey",53848,20202,33920,6620,30268,38863
0500000US34013,34013,"Essex County, New Jersey",64262,11100,50514,20622,37288,12144
0500000US34015,34015,"Gloucester County, New Jersey",68536,19312,86437,40294,20669,9674
0500000US34017,34017,"Hudson County, New Jersey",56144,6127,37236,14564,27655,25088
0500000US34019,34019,"Hunterdon County, New Jersey",126350,38997,79616,61415,78718,85918
0500000US34021,34021,"Mercer County, New Jersey",43695,13283,24808,14120,22692,4631
0500000US34023,34023,"Middlesex County, New Jersey",80210,15024,56837,43549,31663,17914
0500000US34025,34025,"Monmouth County, New Jersey",77720,30785,67804,20737,29953,12501
0500000US34027,34027,"Morris County, New Jersey",92076,39483,69468,68811,56645,34698
0500000US34031,34031,"Passaic County, New Jersey",41009,4814,40204,18101,30173,27775
0500000US34033,34033,"Salem County, New Jersey",68534,17329,68996,40093,69256,44098
0500000US34035,34035,"Somerset County, New Jersey",80047,19130,66823,50044,65964,32591
0500000US34037,34037,"Sussex County, New Jersey",86016,62340,93127,14512,-,**
0500000US34039,34039,"Union County, New Jersey",74753,11628,75348,9322,61950,60711
0500000US34041,34041,"Warren County, New Jersey",71719,39142,72278,54386,48095,55198
0500000US35001,35001,"Bernalillo County, New Mexico",47688,15453,37389,8349,31465,8480
0500000US35013,35013,"Dona Ana County, New Mexico",60141,29791,63700,34859,-,**
0500000US35031,35031,"McKinley County, New Mexico",33389,13409,27128,9890,-,**
0500000US35043,35043,"Sandoval County, New Mexico",61435,7387,58158,35437,48375,18619
0500000US35045,35045,"San Juan County, New Mexico",46309,8249,47029,10174,46648,16302
0500000US35049,35049,"Santa Fe County, New Mexico",53779,15343,54250,21033,43018,34209
0500000US36001,36001,"Albany County, New York",56039,14095,55734,16013,61733,37727
0500000US36005,36005,"Bronx County, New York",28886,4518,25287,3233,14205,3591
0500000US36007,36007,"Broome County, New York",41718,9283,41278,6109,40625,7534
0500000US36009,36009,"Cattaraugus County, New York",37500,36563,42734,54775,26006,1230
0500000US36013,36013,"Chautauqua County, New York",31406,15322,30725,9335,30633,23686
0500000US36015,36015,"Chemung County, New York",50466,7621,48143,16991,26875,36078
0500000US36019,36019,"Clinton County, New York",76766,22459,77628,10709,-,**
0500000US36029,36029,"Erie County, New York",43493,8253,29633,13375,18771,11598
0500000US36047,36047,"Kings County, New York",46548,6986,35360,7583,17864,3889
0500000US36055,36055,"Monroe County, New York",39721,14372,37064,5063,27209,30120
0500000US36059,36059,"Nassau County, New York",92582,12640,70577,30070,25729,33470
0500000US36061,36061,"New York County, New York",31464,6675,25462,5848,14355,6686
0500000US36063,36063,"Niagara County, New York",68920,22781,38977,35905,74565,75139
0500000US36065,36065,"Oneida County, New York",51554,15413,38533,14715,33850,18747
0500000US36067,36067,"Onondaga County, New York",47287,13410,39760,16725,32076,11606
0500000US36071,36071,"Orange County, New York",57183,9276,51228,20657,-,**
0500000US36075,36075,"Oswego County, New York",53311,32195,31228,14942,32146,3896
0500000US36079,36079,"Putnam County, New York",75911,39170,51591,37144,-,**
0500000US36081,36081,"Queens County, New York",61573,4209,52945,7153,29272,19904
0500000US36083,36083,"Rensselaer County, New York",46081,14671,39600,11191,38429,2934
0500000US36085,36085,"Richmond County, New York",101434,48273,70850,28100,35813,1686
0500000US36087,36087,"Rockland County, New York",99195,39896,39504,25574,35139,9545
0500000US36089,36089,"St. Lawrence County, New York",53335,3853,53767,12354,53633,16861
0500000US36101,36101,"Steuben County, New York",76198,36505,96149,49091,63000,23298
0500000US36103,36103,"Suffolk County, New York",82669,10439,57806,25937,29675,14029
