GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
0500000US15009,15009,"Maui County, Hawaii",9444,1452,7018,1298,387,249,759,533,142,119,56,67,224,227,236,227,622,603,0,185,0,185
0500000US17031,17031,"Cook County, Illinois",27944,2478,10133,1335,879,538,2789,782,3516,1018,3796,1269,1794,695,1228,455,3518,1071,291,271,0,185
0500000US17043,17043,"DuPage County, Illinois",5396,1334,1844,695,765,398,121,175,125,123,843,547,842,694,667,584,189,180,0,185,0,185
0500000US18097,18097,"Marion County, Indiana",5952,1097,3003,838,330,276,58,103,251,212,695,425,719,643,256,321,523,372,117,196,0,190
0500000US22071,22071,"Orleans Parish, Louisiana",2816,550,1059,368,313,218,627,317,412,317,0,203,212,156,20,34,173,171,0,203,0,203
0500000US24005,24005,"Baltimore County, Maryland",5612,993,1823,497,1965,654,227,191,249,216,315,251,858,424,58,98,82,149,35,54,0,197
0500000US24031,24031,"Montgomery County, Maryland",10268,1534,3769,972,2527,927,130,166,0,197,1205,752,998,542,151,145,1488,554,0,197,0,197
0500000US24033,24033,"Prince George's County, Maryland",6355,1274,3530,969,972,465,0,197,175,247,254,248,699,308,221,218,504,343,0,197,0,197
0500000US24510,24510,"Baltimore city, Maryland",4396,1270,827,346,1423,476,262,335,850,702,94,95,182,155,82,127,676,509,0,197,0,197
0500000US25005,25005,"Bristol County, Massachusetts",4628,932,1181,478,198,232,578,321,1211,555,670,427,419,435,0,203,371,342,0,203,0,203
0500000US25009,25009,"Essex County, Massachusetts",3335,753,848,416,199,261,361,319,694,361,379,217,41,64,373,310,440,329,0,203,0,203
0500000US25017,25017,"Middlesex County, Massachusetts",10985,1621,3204,756,951,425,2110,785,681,343,1049,667,1278,704,863,472,671,411,178,202,0,203
0500000US25021,25021,"Norfolk County, Massachusetts",2975,805,948,410,0,203,427,328,678,444,221,196,318,301,91,109,292,273,0,203,0,203
0500000US25025,25025,"Suffolk County, Massachusetts",11714,1556,977,474,786,454,1487,519,4474,1101,1094,457,683,397,612,354,1601,645,0,203,0,203
0500000US25027,25027,"Worcester County, Massachusetts",4899,1358,1133,553,574,520,25,45,1612,840,774,478,170,153,163,244,390,290,58,112,0,203
0500000US26081,26081,"Kent County, Michigan",4015,1054,1866,668,249,190,210,224,42,56,390,340,438,347,670,590,55,96,95,115,0,168
0500000US26125,26125,"Oakland County, Michigan",7131,1196,4238,885,278,192,285,266,758,519,283,260,93,153,315,302,778,463,103,106,0,168
0500000US26161,26161,"Washtenaw County, Michigan",3604,945,1678,590,317,315,115,113,143,150,401,298,389,346,218,153,181,231,162,173,0,168
0500000US26163,26163,"Wayne County, Michigan",8785,1217,5580,853,646,258,402,272,284,227,662,385,388,285,116,139,447,299,260,209,0,168
0500000US27053,27053,"Hennepin County, Minnesota",10521,1363,3350,644,1138,489,305,224,645,500,772,418,1276,735,1434,624,1561,660,40,67,0,145
0500000US27123,27123,"Ramsey County, Minnesota",3688,860,1527,496,131,123,189,172,0,145,367,246,384,254,711,441,379,349,0,145,0,145
0500000US32003,32003,"Clark County, Nevada",21126,2007,11936,1509,429,200,126,156,1279,565,2841,975,1435,565,667,357,1571,583,842,502,0,206
0500000US32031,32031,"Washoe County, Nevada",3632,937,1753,680,295,275,29,50,251,276,391,256,102,155,189,191,358,226,264,262,0,206
0500000US34007,34007,"Camden County, New Jersey",3996,1074,947,371,786,413,361,283,202,179,603,422,880,671,0,200,217,258,0,200,0,200
0500000US34013,34013,"Essex County, New Jersey",5157,1263,1573,552,693,330,638,422,902,581,166,212,170,167,326,303,689,378,0,200,0,200
0500000US34017,34017,"Hudson County, New Jersey",6756,1306,1139,517,284,287,1634,642,753,369,915,495,607,482,730,382,694,502,0,200,0,200
0500000US34023,34023,"Middlesex County, New Jersey",4005,842,1696,602,574,322,151,143,307,236,268,209,524,330,156,155,110,130,219,311,0,200
0500000US34031,34031,"Passaic County, New Jersey",4461,1014,881,387,78,96,1609,662,546,290,459,305,367,260,255,251,266,223,0,200,0,200
0500000US35001,35001,"Bernalillo County, New Mexico",6771,1246,4175,999,380,230,34,56,607,387,330,276,697,362,135,144,329,200,55,96,29,48
0500000US36005,36005,"Bronx County, New York",14979,1788,1024,505,624,292,1932,724,966,561,734,455,629,340,3783,1047,5147,1036,140,252,0,193
0500000US36029,36029,"Erie County, New York",5223,1063,1571,560,507,359,1768,648,485,321,267,282,311,317,147,164,143,124,24,41,0,193
0500000US36047,36047,"Kings County, New York",15997,1893,1191,594,1090,415,2193,601,2440,662,2664,690,1493,687,2450,759,2476,670,0,193,0,193
0500000US36055,36055,"Monroe County, New York",3747,925,1302,569,467,359,543,337,745,408,161,163,114,142,124,161,291,243,0,193,0,193
0500000US36059,36059,"Nassau County, New York",12174,1931,6863,1528,1085,744,1863,863,696,451,309,232,0,193,518,461,751,531,89,185,0,193
0500000US36061,36061,"New York County, New York",20730,2736,480,570,178,177,771,721,670,550,1066,548,2054,827,7175,1696,8336,2151,0,193,0,193
0500000US36081,36081,"Queens County, New York",19754,2094,5236,856,1664,571,3707,855,1371,564,1635,683,906,501,1656,506,3501,865,78,129,0,193
0500000US36119,36119,"Westchester County, New York",6080,1207,2808,1041,204,200,341,232,595,457,578,369,211,182,609,338,734,458,0,193,0,193
0500000US39035,39035,"Cuyahoga County, Ohio",8425,1432,4926,1074,444,265,825,382,430,280,322,240,304,242,202,221,866,574,106,135,0,190
0500000US39049,39049,"Franklin County, Ohio",11161,1750,4850,949,550,438,446,343,1138,478,1345,654,1402,850,589,460,810,512,31,51,0,190
0500000US39095,39095,"Lucas County, Ohio",3214,942,1754,665,72,69,224,167,264,339,411,270,284,280,40,67,141,138,0,190,24,49
0500000US40109,40109,"Oklahoma County, Oklahoma",13378,1517,8080,1201,160,144,365,258,976,419,848,456,1569,777,308,267,534,361,394,324,144,220
0500000US40143,40143,"Tulsa County, Oklahoma",15938,1124,10906,934,341,204,165,134,880,289,671,303,1208,418,671,349,725,357,371,206,0,157
0500000US41039,41039,"Lane County, Oregon",4183,855,1965,695,207,164,119,195,395,285,296,238,132,141,67,82,451,344,501,329,50,81
0500000US41051,41051,"Multnomah County, Oregon",10599,1691,4431,997,544,281,252,309,940,653,927,543,1032,658,736,415,1250,843,424,336,63,105
0500000US41067,41067,"Washington County, Oregon",4270,922,1935,580,122,123,112,130,297,252,555,376,148,177,433,358,575,362,76,105,17,29
0500000US42003,42003,"Allegheny County, Pennsylvania",7438,1578,3534,961,799,333,616,321,405,241,940,572,378,297,438,536,302,255,26,45,0,172
0500000US42091,42091,"Montgomery County, Pennsylvania",4479,937,1773,708,849,366,539,429,333,254,516,462,232,196,120,137,117,160,0,172,0,172
0500000US42101,42101,"Philadelphia County, Pennsylvania",10862,1646,1533,639,5758,1226,652,495,1219,627,446,302,143,151,263,180,773,499,75,123,0,172
0500000US48029,48029,"Bexar County, Texas",13502,1875,7924,1441,377,204,265,213,450,380,1111,536,974,647,468,485,1122,481,811,658,0,213
0500000US48113,48113,"Dallas County, Texas",16968,1863,7170,1379,767,456,157,207,1493,676,1786,741,1825,693,1447,541,2021,720,235,193,67,81
0500000US48201,48201,"Harris County, Texas",28021,2995,15347,2486,1281,661,545,343,1136,693,1627,810,3241,1185,1168,719,3173,911,503,395,0,213
0500000US48439,48439,"Tarrant County, Texas",16470,2396,9966,1891,469,415,720,441,445,360,1000,533,2049,966,1018,613,728,457,75,91,0,213
0500000US48453,48453,"Travis County, Texas",11083,1582,5237,1041,253,210,461,393,393,295,492,418,1247,551,1365,798,1183,606,364,376,88,106
0500000US51059,51059,"Fairfax County, Virginia",9179,1393,3562,813,2182,595,136,222,410,286,716,431,1281,670,172,167,720,497,0,198,0,198
0500000US51810,51810,"Virginia Beach city, Virginia",3852,1097,1518,585,588,340,32,54,477,379,642,548,250,233,215,209,83,132,47,78,0,198
0500000US53033,53033,"King County, Washington",31189,3051,13498,1919,1358,546,1305,810,1739,689,1946,779,2936,1111,3776,1247,3782,1073,802,381,47,81
0500000US53053,53053,"Pierce County, Washington",10859,1776,5972,1287,549,345,657,611,587,339,826,516,670,396,353,192,324,221,921,632,0,198
0500000US53061,53061,"Snohomish County, Washington",8058,1624,5128,1285,463,293,193,256,79,105,617,405,971,777,148,178,246,210,182,184,31,52
0500000US55079,55079,"Milwaukee County, Wisconsin",6954,1212,2187,638,459,324,1268,557,559,441,756,370,139,117,925,525,635,434,26,44,0,149
0500000US72021,72021,"Bayamón Municipio, Puerto Rico",13321,1603,5845,1053,2264,701,1288,625,1126,548,1224,565,881,456,391,340,302,210,0,225,0,225
0500000US72127,72127,"San Juan Municipio, Puerto Rico",14984,1779,4595,924,1838,639,780,472,1317,617,1781,734,2959,888,642,436,1072,547,0,225,0,225
