GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06
0500000US06083,06083,"Santa Barbara County, California",77185,3181,35868,2476,4491,884,8973,1278,6156,1184,21697,2048
0500000US06085,06085,"Santa Clara County, California",306438,6863,157832,4828,18068,1964,48019,3366,15522,1552,66997,3849
0500000US06087,06087,"Santa Cruz County, California",63514,3318,29862,2405,3684,872,6888,1157,4717,1211,18363,1926
0500000US06089,06089,"Shasta County, California",25215,1993,10202,1298,2136,536,3715,754,2915,693,6247,1048
0500000US06095,06095,"Solano County, California",41995,2749,15923,1773,4450,845,6085,1070,3542,1017,11995,1659
0500000US06097,06097,"Sonoma County, California",107804,3892,42343,2541,8737,1403,15185,1772,8440,1094,33099,2954
0500000US06099,06099,"Stanislaus County, California",42725,3618,14099,1956,3214,1091,9758,1668,5421,1179,10233,1474
0500000US06101,06101,"Sutter County, California",7340,1198,2583,694,639,351,1772,627,882,363,1464,451
0500000US06107,06107,"Tulare County, California",30087,3204,9507,1760,2898,1058,4965,2323,4149,988,8568,1658
0500000US06111,06111,"Ventura County, California",148327,4390,58096,3203,10013,1442,25986,2353,13609,1578,40623,2802
0500000US06113,06113,"Yolo County, California",38615,2449,20199,1792,2468,810,3639,1026,2496,590,9813,1387
0500000US06115,06115,"Yuba County, California",6574,1381,2147,731,601,481,357,271,950,542,2519,809
0500000US08001,08001,"Adams County, Colorado",63530,3180,21664,2061,5864,1063,13384,1956,6955,1267,15663,1602
0500000US08005,08005,"Arapahoe County, Colorado",148652,4035,49600,3067,11628,1370,35514,2584,14564,1600,37346,2214
0500000US08013,08013,"Boulder County, Colorado",116795,3524,55751,3234,5779,1127,15030,1672,9129,1333,31106,2607
0500000US08014,08014,"Broomfield County, Colorado",21376,1640,9894,1122,1116,448,4697,958,1766,506,3903,778
0500000US08031,08031,"Denver County, Colorado",202565,5556,75496,3471,15798,1793,40963,3260,13112,1489,57196,3488
0500000US08035,08035,"Douglas County, Colorado",114168,4011,42591,2840,9479,1407,30996,2360,9555,1281,21547,1867
0500000US08041,08041,"El Paso County, Colorado",151611,5734,59353,3409,12028,1615,26767,2125,18582,2006,34881,2674
0500000US08059,08059,"Jefferson County, Colorado",166182,4535,65842,2899,11855,1623,33515,2611,16341,1754,38629,2810
0500000US08069,08069,"Larimer County, Colorado",98350,3362,41639,2421,7780,1367,12916,1715,10937,1395,25078,2232
0500000US08077,08077,"Mesa County, Colorado",24454,2652,7803,1510,2598,858,5036,1141,4870,1190,4147,1028
0500000US08101,08101,"Pueblo County, Colorado",21410,1810,6975,1217,2334,677,3704,838,4694,894,3703,742
0500000US08123,08123,"Weld County, Colorado",47942,2781,16718,1751,3706,923,10459,1587,7042,1155,10017,1262
0500000US09001,09001,"Fairfield County, Connecticut",252158,5199,87876,3926,16531,1860,59844,3018,24686,2282,63221,3033
0500000US09003,09003,"Hartford County, Connecticut",186557,5488,64651,3926,13730,1847,40746,3055,24773,2104,42657,3229
0500000US09005,09005,"Litchfield County, Connecticut",47149,2703,15221,1601,3578,954,6349,1165,7388,1341,14613,1870
0500000US09007,09007,"Middlesex County, Connecticut",45923,2734,17695,2408,4714,1010,7576,1199,4801,938,11137,1481
0500000US09009,09009,"New Haven County, Connecticut",170461,5326,56915,2985,17379,2274,31716,2590,18992,2107,45459,3057
0500000US09011,09011,"New London County, Connecticut",52981,3312,22752,2409,5049,1133,7753,1405,6382,1025,11045,1337
0500000US09013,09013,"Tolland County, Connecticut",35572,2454,13173,1762,3008,787,7460,1219,4756,1249,7175,1236
0500000US09015,09015,"Windham County, Connecticut",17983,1630,7392,1464,1490,574,2433,661,2524,674,4144,936
0500000US10001,10001,"Kent County, Delaware",18064,2383,6012,1250,2366,758,2704,796,2951,776,4031,1150
0500000US10003,10003,"New Castle County, Delaware",99472,4060,35127,2866,8472,1478,21849,2168,14523,1562,19501,1943
0500000US10005,10005,"Sussex County, Delaware",38871,3072,12265,1589,4814,1144,8077,1446,7166,1279,6549,1192
0500000US11001,11001,"District of Columbia, District of Columbia",186363,2672,90497,3716,7047,1542,21885,2232,6588,1165,60346,3452
0500000US12001,12001,"Alachua County, Florida",49331,4014,22316,2564,6385,1492,5683,1237,5013,1135,9934,2010
0500000US12005,12005,"Bay County, Florida",27168,2600,8234,1508,3397,1067,5410,1308,4177,1055,5950,1274
0500000US12009,12009,"Brevard County, Florida",110335,5645,38896,3473,10968,1855,21805,3040,15846,2096,22820,2781
0500000US12011,12011,"Broward County, Florida",299227,7306,94513,4636,26371,2867,79260,5031,34142,3020,64941,4775
0500000US12015,12015,"Charlotte County, Florida",33400,2550,9980,1696,4769,1011,7256,1214,4827,1064,6568,1294
0500000US12017,12017,"Citrus County, Florida",20607,2351,5419,1187,2953,978,4775,1231,3787,1009,3673,1299
0500000US12019,12019,"Clay County, Florida",26645,3591,6879,1579,3007,947,8560,2236,3638,1165,4561,1273
0500000US12021,12021,"Collier County, Florida",88637,4575,26861,2524,7830,1605,22002,2669,13370,1595,18574,2704
0500000US12023,12023,"Columbia County, Florida",5382,1136,1315,506,760,427,926,426,1411,690,970,523
0500000US12031,12031,"Duval County, Florida",131527,6477,40847,3134,13878,2164,28595,3445,16378,2192,31829,3619
0500000US12033,12033,"Escambia County, Florida",47085,2950,13371,1969,5571,1353,8642,1541,7944,1758,11557,1712
0500000US12035,12035,"Flagler County, Florida",15790,2115,5007,1172,2360,830,2382,717,3454,812,2587,998
0500000US12053,12053,"Hernando County, Florida",22991,2096,6934,1275,2249,731,3725,806,4530,1049,5553,1279
0500000US12055,12055,"Highlands County, Florida",8734,1353,2315,855,794,472,1504,526,2170,718,1951,811
0500000US12057,12057,"Hillsborough County, Florida",235744,7586,75315,4535,24614,2524,60568,4422,27179,2073,48068,3318
0500000US12061,12061,"Indian River County, Florida",30671,2969,8926,1637,3051,981,6687,1465,5948,1226,6059,1529
0500000US12069,12069,"Lake County, Florida",49671,4113,13994,2202,3872,1000,10126,1710,9997,2075,11682,2159
0500000US12071,12071,"Lee County, Florida",141587,5587,42569,3512,12569,1774,35068,3215,25192,2600,26189,2583
0500000US12073,12073,"Leon County, Florida",59847,2670,22224,2070,4932,1050,10287,1769,6733,1235,15671,1691
0500000US12081,12081,"Manatee County, Florida",69832,4420,22074,2376,7705,1155,14074,1949,12474,1913,13505,2115
0500000US12083,12083,"Marion County, Florida",40504,4178,11702,1644,4730,1039,6776,1303,8998,1590,8298,1973
0500000US12085,12085,"Martin County, Florida",35295,2681,11742,1718,3905,856,7363,1343,4415,984,7870,1457
0500000US12086,12086,"Miami-Dade County, Florida",444307,11672,142752,7487,43735,3745,121349,6414,50205,3708,86266,4384
0500000US12087,12087,"Monroe County, Florida",18751,2146,6227,1219,2060,701,5325,937,1867,508,3272,930
0500000US12089,12089,"Nassau County, Florida",16613,2199,6215,1326,1293,543,3407,963,2271,714,3427,944
0500000US12091,12091,"Okaloosa County, Florida",35822,2800,11461,1808,3214,935,7717,1401,4780,963,8650,1671
0500000US12095,12095,"Orange County, Florida",215945,7878,66368,4532,17222,2616,55471,4628,22067,2419,54817,4437
0500000US12097,12097,"Osceola County, Florida",33623,3749,8217,1990,4059,1221,7295,1511,5894,1689,8158,1882
0500000US12099,12099,"Palm Beach County, Florida",313058,8263,96217,5245,21344,2354,79587,4603,47809,3323,68101,4637
0500000US12101,12101,"Pasco County, Florida",73177,4451,19460,1791,6141,1145,19392,2193,13100,1830,15084,1889
0500000US12103,12103,"Pinellas County, Florida",187935,6976,52780,3157,18775,2138,46352,3217,26633,2587,43395,3503
0500000US12105,12105,"Polk County, Florida",78721,5945,21051,3180,7261,1405,20542,2452,14930,2207,14937,2252
0500000US12107,12107,"Putnam County, Florida",7287,1326,2533,867,460,425,1284,578,2024,750,986,470
0500000US12109,12109,"St. Johns County, Florida",65201,4459,21927,2491,8214,2082,14847,2102,6768,1134,13445,2128
0500000US12111,12111,"St. Lucie County, Florida",37677,4373,12036,2652,5131,1786,9554,2255,5673,1572,5283,1117
0500000US12113,12113,"Santa Rosa County, Florida",30442,3064,10683,1745,2827,1102,6354,1493,4004,985,6574,1525
0500000US12115,12115,"Sarasota County, Florida",105471,5185,35592,3203,9897,1677,20019,1994,16037,1899,23926,2485
0500000US12117,12117,"Seminole County, Florida",99091,5066,31968,2624,11106,1785,24007,2725,10223,1662,21787,2481
0500000US12119,12119,"Sumter County, Florida",31215,3634,7992,1855,1926,674,7847,1828,8384,1862,5066,1706
0500000US12127,12127,"Volusia County, Florida",81926,3996,23137,2352,9918,1889,18799,2692,13335,1395,16737,1931
0500000US12131,12131,"Walton County, Florida",12885,1573,3297,990,2004,848,3537,1248,1661,600,2386,853
0500000US13013,13013,"Barrow County, Georgia",8425,1496,1935,683,520,296,2711,822,1802,618,1457,618
0500000US13015,13015,"Bartow County, Georgia",12055,1936,2777,1163,925,559,2440,871,2728,905,3185,1217
0500000US13021,13021,"Bibb County, Georgia",15166,1770,4963,1044,1690,555,2971,732,2105,599,3437,990
0500000US13031,13031,"Bulloch County, Georgia",9020,1528,2670,793,796,486,1328,560,1414,554,2812,953
0500000US13045,13045,"Carroll County, Georgia",13169,2483,3759,1164,1661,829,3479,1072,1547,573,2723,1043
0500000US13047,13047,"Catoosa County, Georgia",10064,1828,2343,785,773,431,2452,841,2306,908,2190,780
0500000US13051,13051,"Chatham County, Georgia",44475,3592,11552,1633,5415,1375,8015,1688,5766,1441,13727,2676
0500000US13057,13057,"Cherokee County, Georgia",54667,4403,14717,2219,5363,1451,15840,2607,6703,1860,12044,2145
0500000US13059,13059,"Clarke County, Georgia",22072,2045,7364,1125,1846,742,3081,788,3135,790,6646,1211
0500000US13063,13063,"Clayton County, Georgia",4551,1088,1372,545,658,431,1030,501,716,423,775,392
0500000US13067,13067,"Cobb County, Georgia",155732,5086,50236,3040,11585,1688,41023,3320,16267,1997,36621,3408
0500000US13073,13073,"Columbia County, Georgia",24899,2728,8113,1515,3368,1116,5600,1335,3911,1204,3907,1408
0500000US13077,13077,"Coweta County, Georgia",22524,2306,6117,1360,1742,640,5730,1333,3994,1076,4941,1465
0500000US13089,13089,"DeKalb County, Georgia",120424,3543,42833,3212,9729,1582,27364,2580,9956,1570,30542,2665
0500000US13095,13095,"Dougherty County, Georgia",5415,1076,1638,622,296,220,1085,477,1054,451,1342,486
0500000US13097,13097,"Douglas County, Georgia",8617,1571,2039,798,1056,538,2020,604,1813,680,1689,651
0500000US13113,13113,"Fayette County, Georgia",25353,2263,8080,1420,1957,565,5882,1215,3021,1018,6413,1441
0500000US13115,13115,"Floyd County, Georgia",13599,1518,3472,987,1479,582,3341,700,2432,615,2875,780
0500000US13117,13117,"Forsyth County, Georgia",55067,2920,16403,1810,4469,837,18102,1557,6032,1062,10061,1513
0500000US13121,13121,"Fulton County, Georgia",219534,5026,74682,3794,13583,2201,65271,3593,15988,1947,50010,3647
0500000US13127,13127,"Glynn County, Georgia",12832,1821,3142,913,967,456,2622,831,1862,637,4239,1031
0500000US13135,13135,"Gwinnett County, Georgia",108218,4747,30530,2571,9825,1427,28174,3324,14353,2127,25336,2898
0500000US13139,13139,"Hall County, Georgia",25708,2397,7678,1085,2706,855,5757,1172,4489,1015,5078,1062
0500000US13151,13151,"Henry County, Georgia",18891,2603,4650,1311,1595,818,4456,1115,3599,1426,4591,1554
0500000US13153,13153,"Houston County, Georgia",19435,2419,6065,1523,1150,549,4357,1501,2655,1042,5208,1353
0500000US13179,13179,"Liberty County, Georgia",2651,620,599,341,195,182,432,280,114,126,1311,497
0500000US13185,13185,"Lowndes County, Georgia",12914,1920,3638,1053,1929,699,2443,780,2351,828,2553,715
0500000US13215,13215,"Muscogee County, Georgia",21211,1981,6182,1395,2230,736,3776,645,4370,1077,4653,962
0500000US13217,13217,"Newton County, Georgia",6731,1419,1297,621,916,683,1917,723,929,508,1672,697
0500000US13223,13223,"Paulding County, Georgia",17455,2126,3547,1033,1050,638,5381,1238,3803,1428,3674,965
0500000US13245,13245,"Richmond County, Georgia",13410,1747,5215,1176,1761,602,1599,565,1704,541,3131,903
0500000US13247,13247,"Rockdale County, Georgia",5884,1224,1901,651,831,377,1303,469,1103,721,746,420
0500000US13285,13285,"Troup County, Georgia",7482,1351,3236,890,403,228,1476,571,1344,471,1023,488
0500000US13295,13295,"Walker County, Georgia",7102,1365,2295,797,681,425,1542,731,1131,621,1453,663
0500000US13297,13297,"Walton County, Georgia",11507,1806,1920,668,1014,492,3137,859,2629,835,2807,1256
0500000US13313,13313,"Whitfield County, Georgia",7601,1634,2171,734,835,448,1245,477,1676,860,1674,662
0500000US15001,15001,"Hawaii County, Hawaii",20044,2180,7298,1489,2091,706,3007,1041,2094,870,5554,1260
0500000US15003,15003,"Honolulu County, Hawaii",67109,3426,27230,2316,5884,1161,10458,1437,6327,1168,17210,1874
0500000US15007,15007,"Kauai County, Hawaii",8714,1074,3150,744,634,364,2119,837,577,231,2234,696
0500000US15009,15009,"Maui County, Hawaii",18058,1818,7040,1467,1808,614,2845,768,2003,656,4362,961
0500000US16001,16001,"Ada County, Idaho",105103,5105,35272,3925,12233,2094,17396,2451,13912,1858,26290,3244
0500000US16005,16005,"Bannock County, Idaho",13800,1661,4358,840,2267,608,1962,650,2540,712,2673,639
0500000US16019,16019,"Bonneville County, Idaho",20504,1793,7911,1043,2505,720,3695,871,2877,584,3516,939
0500000US16027,16027,"Canyon County, Idaho",23496,2556,5619,1323,2823,979,4662,1138,3852,1017,6540,1496
0500000US16055,16055,"Kootenai County, Idaho",25745,2988,7345,1495,2157,846,5039,1329,5131,1333,6073,1671
0500000US16083,16083,"Twin Falls County, Idaho",11352,1744,5143,1205,1243,506,1413,719,1792,718,1761,715
0500000US17001,17001,"Adams County, Illinois",11324,1454,3180,673,1449,518,2507,705,2055,672,2133,573
0500000US17019,17019,"Champaign County, Illinois",43431,2811,18161,2102,4269,1044,4968,1111,5243,966,10790,1653
0500000US17031,17031,"Cook County, Illinois",926855,10020,295293,8125,73920,3766,203916,6013,94532,4492,259194,7416
0500000US17037,17037,"DeKalb County, Illinois",17803,1965,4932,1073,1775,690,3326,790,3141,786,4629,1156
0500000US17043,17043,"DuPage County, Illinois",240434,5165,76339,3375,19455,1959,66112,3375,28660,2509,49868,2786
0500000US17089,17089,"Kane County, Illinois",101413,4969,28872,3225,9497,1567,20994,2216,17422,2268,24628,2528
0500000US17091,17091,"Kankakee County, Illinois",11639,1420,3039,700,1763,666,2122,561,2758,685,1957,555
0500000US17093,17093,"Kendall County, Illinois",23882,3711,7392,2367,1741,926,7716,2272,4216,1722,2817,1156
0500000US17097,17097,"Lake County, Illinois",164558,4954,53737,3073,11430,1527,40176,2939,21796,2069,37419,2309
0500000US17099,17099,"LaSalle County, Illinois",14180,1565,4479,1016,1328,450,2519,606,3919,921,1935,552
0500000US17111,17111,"McHenry County, Illinois",63599,3706,17450,1883,6512,1044,15575,1747,9189,1577,14873,1808
0500000US17113,17113,"McLean County, Illinois",37717,2338,10489,1450,3535,854,7087,1041,7121,1102,9485,1535
0500000US17115,17115,"Macon County, Illinois",13982,1736,4195,900,1771,544,2353,582,3040,732,2623,718
0500000US17119,17119,"Madison County, Illinois",45562,3515,13462,1993,5716,1328,8934,1530,8405,1286,9045,1200
0500000US17143,17143,"Peoria County, Illinois",32022,1955,9508,1313,4285,903,5641,1005,5441,929,7147,1454
0500000US17161,17161,"Rock Island County, Illinois",20121,1808,5928,1153,1671,706,3851,946,4574,804,4097,956
0500000US17163,17163,"St. Clair County, Illinois",38136,2516,9519,1467,3905,954,8725,1566,7749,1375,8238,1280
0500000US17167,17167,"Sangamon County, Illinois",43061,2713,12170,1584,5487,1064,8250,1240,6240,1223,10914,1624
0500000US17179,17179,"Tazewell County, Illinois",21919,2084,6228,1203,2478,790,5035,985,3695,902,4483,1192
0500000US17183,17183,"Vermilion County, Illinois",6779,959,1161,399,950,345,1206,371,2234,525,1228,410
0500000US17197,17197,"Will County, Illinois",122056,4857,33797,2617,13695,2023,29689,2279,21486,1832,23389,2267
0500000US17199,17199,"Williamson County, Illinois",11181,1555,2283,692,1234,373,1729,606,3046,815,2889,822
0500000US17201,17201,"Winnebago County, Illinois",36187,2297,10403,1275,5018,971,6747,1193,6549,1099,7470,1249
0500000US18003,18003,"Allen County, Indiana",61808,2991,16522,1891,8153,1132,13667,1598,9463,1304,14003,1859
0500000US18005,18005,"Bartholomew County, Indiana",14063,1587,5787,1209,1433,567,2428,615,2211,774,2204,692
0500000US18019,18019,"Clark County, Indiana",15447,2141,3930,820,2043,829,4219,1085,2601,890,2654,825
0500000US18035,18035,"Delaware County, Indiana",14396,2003,2953,764,2052,646,2440,836,3119,742,3832,943
0500000US18039,18039,"Elkhart County, Indiana",22760,2586,4321,1037,2957,778,4389,1053,6940,1239,4153,1174
0500000US18043,18043,"Floyd County, Indiana",13994,1530,3893,806,1615,458,3383,814,2097,601,3006,888
0500000US18053,18053,"Grant County, Indiana",6741,912,1081,438,919,426,1102,384,2285,661,1354,449
0500000US18057,18057,"Hamilton County, Indiana",103709,4169,30127,3013,13153,2041,27005,2490,14824,1945,18600,2198
0500000US18059,18059,"Hancock County, Indiana",14942,2041,3207,910,2559,956,3638,930,1518,651,4020,1224
0500000US18063,18063,"Hendricks County, Indiana",37755,3455,8974,1905,5812,1632,9769,2052,6371,1288,6829,1571
0500000US18067,18067,"Howard County, Indiana",11475,1293,3095,782,1638,498,1593,572,2812,714,2337,679
0500000US18081,18081,"Johnson County, Indiana",29991,2997,9981,1700,3101,1032,5583,1380,4661,1043,6665,1448
0500000US18085,18085,"Kosciusko County, Indiana",10438,1467,3223,825,856,361,1441,479,2448,556,2470,694
0500000US18089,18089,"Lake County, Indiana",54806,2807,15563,1789,6210,1115,10962,1553,10422,1590,11649,1759
0500000US18091,18091,"LaPorte County, Indiana",13139,1614,3173,832,1333,368,2705,642,2419,703,3509,888
0500000US18095,18095,"Madison County, Indiana",14078,1649,3160,789,1892,511,3319,806,3029,702,2678,629
0500000US18097,18097,"Marion County, Indiana",148362,5043,43656,3162,15855,1901,30901,3289,16623,1567,41327,3235
0500000US18105,18105,"Monroe County, Indiana",31322,2584,9981,1445,2525,906,4405,963,3548,1047,10863,1656
0500000US18109,18109,"Morgan County, Indiana",7568,1428,1719,706,999,485,1743,762,1474,570,1633,764
0500000US18127,18127,"Porter County, Indiana",26874,2399,7804,1220,3301,911,5749,1275,5286,1167,4734,917
0500000US18141,18141,"St. Joseph County, Indiana",43463,2614,13384,1774,3970,767,9896,1203,5619,1013,10594,1280
0500000US18157,18157,"Tippecanoe County, Indiana",32613,2628,12386,1932,2966,750,5078,1036,5241,1068,6942,1423
0500000US18163,18163,"Vanderburgh County, Indiana",29027,2422,8473,1624,2815,740,6022,1511,6513,1194,5204,1056
0500000US18167,18167,"Vigo County, Indiana",16313,1756,4067,869,1897,680,2298,636,4328,1012,3723,737
0500000US18177,18177,"Wayne County, Indiana",7312,1070,1857,576,1061,442,1014,375,1424,478,1956,623
