GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
0500000US01103,01103,"Morgan County, Alabama",26720,532,1929,779,1211,521,718,497,230,335,488,353,24791,961,13532,1225,11259,1197,941,469,10318,1184
0500000US01115,01115,"St. Clair County, Alabama",18503,1068,1156,573,1005,564,151,164,0,273,151,164,17347,1275,9857,1293,7490,1067,1254,531,6236,981
0500000US01117,01117,"Shelby County, Alabama",48313,1316,2657,555,2521,581,136,139,0,273,136,139,45656,1293,26773,1442,18883,1640,1514,595,17369,1747
0500000US01121,01121,"Talladega County, Alabama",18987,716,1008,655,398,359,610,586,0,273,610,586,17979,910,9079,1176,8900,1441,1534,657,7366,1403
0500000US01125,01125,"Tuscaloosa County, Alabama",48899,1779,2667,1286,935,467,1732,1143,83,107,1649,1140,46232,2245,17850,1800,28382,2823,1797,665,26585,2875
0500000US01127,01127,"Walker County, Alabama",15187,221,773,400,615,340,158,190,60,110,98,157,14414,469,9015,970,5399,998,348,246,5051,993
0500000US02020,02020,"Anchorage Municipality, Alaska",75933,1435,4800,1043,3237,828,1563,584,536,334,1027,585,71133,1783,36734,2478,34399,2504,5494,1326,28905,2453
0500000US02090,02090,"Fairbanks North Star Borough, Alaska",23549,1380,1912,740,1218,591,694,520,64,111,630,512,21637,1531,11616,1387,10021,1531,1898,869,8123,1498
0500000US02170,02170,"Matanuska-Susitna Borough, Alaska",22615,622,1214,511,1182,505,32,43,32,43,0,244,21401,815,8736,1089,12665,1338,994,378,11671,1381
0500000US04001,04001,"Apache County, Arizona",16978,632,1427,455,563,309,864,329,31,42,833,334,15551,837,4428,850,11123,1106,288,248,10835,1151
0500000US04003,04003,"Cochise County, Arizona",26550,1126,1674,670,1104,511,570,452,256,337,314,301,24876,1249,13760,1286,11116,1356,2283,938,8833,1372
0500000US04005,04005,"Coconino County, Arizona",33234,1183,1860,683,930,442,930,491,304,363,626,341,31374,1262,12510,1454,18864,1725,2854,879,16010,1751
0500000US04013,04013,"Maricopa County, Arizona",981943,4374,56565,3843,35251,3083,21314,2932,6127,1346,15187,2658,925378,5553,417948,8327,507430,8415,65782,5150,441648,8796
0500000US04015,04015,"Mohave County, Arizona",36319,982,2167,730,1506,589,661,468,382,385,279,260,34152,1208,16564,2107,17588,1964,2491,912,15097,1940
0500000US04017,04017,"Navajo County, Arizona",25536,694,1602,837,940,779,662,478,0,305,662,478,23934,1184,8554,1465,15380,1591,1329,703,14051,1698
0500000US04019,04019,"Pima County, Arizona",241211,2265,15016,2565,8309,1740,6707,1793,1174,497,5533,1752,226195,3601,90460,4321,135735,4308,13423,1704,122312,4356
0500000US04021,04021,"Pinal County, Arizona",73550,1026,4976,1178,3603,1053,1373,712,143,142,1230,697,68574,1622,37211,2626,31363,2912,6580,1673,24783,2626
0500000US04025,04025,"Yavapai County, Arizona",38771,1981,2373,1021,1139,626,1234,814,633,507,601,639,36398,2177,16680,2502,19718,2506,2245,852,17473,2427
0500000US04027,04027,"Yuma County, Arizona",43001,782,2738,1145,2039,902,699,509,0,305,699,509,40263,1504,22423,2123,17840,2244,2825,1018,15015,2247
0500000US05007,05007,"Benton County, Arkansas",56726,1431,3962,1208,2272,764,1690,1011,134,159,1556,1035,52764,1840,28420,2407,24344,2503,3184,851,21160,2414
0500000US05031,05031,"Craighead County, Arkansas",24027,1122,2385,828,1571,668,814,614,19,34,795,614,21642,1119,11329,1250,10313,1434,1703,878,8610,1437
0500000US05045,05045,"Faulkner County, Arkansas",29026,1759,915,538,747,446,168,284,0,273,168,284,28111,1709,12716,1505,15395,1697,1106,492,14289,1733
0500000US05051,05051,"Garland County, Arkansas",19744,610,1118,568,451,313,667,500,145,253,522,426,18626,787,8353,1385,10273,1385,496,317,9777,1397
0500000US05069,05069,"Jefferson County, Arkansas",17357,1082,1713,719,893,465,820,583,0,273,820,583,15644,1204,5887,974,9757,1416,1407,647,8350,1468
0500000US05085,05085,"Lonoke County, Arkansas",17377,404,1413,602,801,420,612,414,69,123,543,397,15964,719,9977,965,5987,884,691,361,5296,803
0500000US05119,05119,"Pulaski County, Arkansas",94477,1717,4613,1229,2929,925,1684,918,314,297,1370,911,89864,2024,39309,2584,50555,2942,4605,1167,45950,3009
0500000US05125,05125,"Saline County, Arkansas",24412,661,1545,491,1194,446,351,246,223,201,128,147,22867,856,12363,1208,10504,1446,528,294,9976,1486
0500000US05131,05131,"Sebastian County, Arkansas",30080,895,1523,628,1090,570,433,331,80,99,353,315,28557,1203,14933,1672,13624,1789,1234,640,12390,1825
0500000US05143,05143,"Washington County, Arkansas",51434,1658,3112,1023,1520,599,1592,787,301,247,1291,746,48322,1991,25212,1953,23110,2440,3123,973,19987,2355
0500000US05145,05145,"White County, Arkansas",16737,1569,958,581,779,531,179,207,49,89,130,179,15779,1480,8606,1340,7173,1381,1384,611,5789,1170
0500000US06001,06001,"Alameda County, California",383388,2894,17081,2113,12642,1670,4439,1198,1734,589,2705,991,366307,3601,160750,5790,205557,5413,23501,2517,182056,5345
0500000US06007,06007,"Butte County, California",52769,1068,2554,1005,1830,947,724,455,330,291,394,351,50215,1449,18424,1541,31791,2034,4735,1333,27056,2334
0500000US06013,06013,"Contra Costa County, California",251721,2328,12522,1901,9584,1567,2938,1029,559,458,2379,947,239199,3014,110722,4327,128477,4688,14541,1921,113936,4787
0500000US06017,06017,"El Dorado County, California",39949,799,2021,742,1111,480,910,623,228,173,682,567,37928,979,20013,1513,17915,1580,3006,869,14909,1753
0500000US06019,06019,"Fresno County, California",222048,2211,18164,2033,11716,1749,6448,1312,1664,660,4784,1136,203884,3001,93783,3816,110101,3499,13884,2041,96217,3759
0500000US06023,06023,"Humboldt County, California",31206,800,1720,880,927,540,793,662,182,189,611,642,29486,1164,11271,1555,18215,1653,2745,965,15470,1617
0500000US06025,06025,"Imperial County, California",38522,939,2429,718,1421,562,1008,499,169,225,839,454,36093,1154,16936,1372,19157,1484,728,428,18429,1493
0500000US06029,06029,"Kern County, California",189767,1995,12521,2018,6730,1409,5791,1292,1775,679,4016,1133,177246,2724,85829,3233,91417,3225,12697,2123,78720,3227
0500000US06031,06031,"Kings County, California",30533,741,1729,765,1085,544,644,425,269,238,375,346,28804,1001,15658,1390,13146,1280,1398,582,11748,1334
0500000US06033,06033,"Lake County, California",13586,834,626,528,449,501,177,209,72,141,105,176,12960,1029,6928,1505,6032,1540,674,433,5358,1500
0500000US06037,06037,"Los Angeles County, California",2546396,6089,139975,5972,87508,4835,52467,3981,13770,2164,38697,3223,2406421,7804,1014970,12335,1391451,12740,138386,6976,1253065,13267
0500000US06039,06039,"Madera County, California",32616,975,2542,853,1324,702,1218,567,341,258,877,523,30074,1120,16374,1623,13700,1719,1637,691,12063,1624
0500000US06041,06041,"Marin County, California",50157,1142,2583,922,2261,843,322,334,0,294,322,334,47574,1417,23420,1933,24154,1751,3227,821,20927,1714
0500000US06045,06045,"Mendocino County, California",17619,490,681,408,431,225,250,337,250,337,0,294,16938,645,7951,1164,8987,1217,1194,590,7793,1142
0500000US06047,06047,"Merced County, California",60461,984,3669,923,2852,827,817,439,409,325,408,257,56792,1287,24829,1752,31963,1933,5990,1089,25973,2026
0500000US06053,06053,"Monterey County, California",94147,1424,6828,1462,5036,1178,1792,771,968,622,824,428,87319,1971,43775,2608,43544,2905,8541,1591,35003,2799
0500000US06055,06055,"Napa County, California",29388,892,1650,787,1365,660,285,402,0,294,285,402,27738,1142,12711,1755,15027,1621,2427,818,12600,1619
0500000US06057,06057,"Nevada County, California",19325,640,714,427,240,196,474,416,178,205,296,352,18611,784,7896,1220,10715,1475,1957,687,8758,1506
0500000US06059,06059,"Orange County, California",753149,4342,40558,3563,29114,2923,11444,1935,3346,1073,8098,1462,712591,4969,343794,6739,368797,7590,38841,3693,329956,7442
0500000US06061,06061,"Placer County, California",79395,898,3543,1109,3121,1054,422,280,85,105,337,263,75852,1351,40365,2298,35487,1988,4591,1120,30896,2225
0500000US06065,06065,"Riverside County, California",520038,3190,31523,3031,20194,2226,11329,1915,3419,819,7910,1733,488515,4425,239004,7036,249511,5928,26313,2986,223198,6079
0500000US06067,06067,"Sacramento County, California",354952,2077,21365,2387,13738,1800,7627,1821,2120,884,5507,1455,333587,3174,148578,5072,185009,5013,27579,2724,157430,5009
0500000US06071,06071,"San Bernardino County, California",512774,2293,34862,3030,20914,2293,13948,1982,2006,759,11942,1855,477912,3811,221705,6549,256207,7205,24697,2907,231510,6576
0500000US06073,06073,"San Diego County, California",755317,3413,39782,3805,29068,3136,10714,1817,2779,943,7935,1607,715535,4671,335745,6802,379790,6293,40425,3198,339365,5897
0500000US06075,06075,"San Francisco County, California",217560,1899,8731,1383,6782,997,1949,975,554,516,1395,839,208829,2537,69422,3901,139407,4414,18760,2354,120647,4778
0500000US06077,06077,"San Joaquin County, California",161899,2960,11022,1704,6198,1292,4824,1193,1368,601,3456,1051,150877,3238,76411,3834,74466,3307,10747,1897,63719,2853
0500000US06079,06079,"San Luis Obispo County, California",58423,1334,2471,1009,1825,959,646,515,479,480,167,212,55952,1677,25230,2159,30722,2485,5995,1834,24727,2426
0500000US06081,06081,"San Mateo County, California",172976,1281,10314,1719,8773,1382,1541,721,435,321,1106,575,162662,2234,80507,3021,82155,2900,10477,1850,71678,2792
0500000US06083,06083,"Santa Barbara County, California",94288,2165,5911,1303,3951,1055,1960,863,903,578,1057,539,88377,2272,37748,2316,50629,2467,5966,1334,44663,2599
0500000US06085,06085,"Santa Clara County, California",437214,4003,27747,3028,22336,2821,5411,1304,1287,581,4124,1196,409467,4509,205322,5434,204145,5476,25362,2825,178783,5228
0500000US06087,06087,"Santa Cruz County, California",61116,1807,3148,787,2109,622,1039,502,299,274,740,460,57968,1729,23445,1742,34523,2021,6353,1470,28170,1967
0500000US06089,06089,"Shasta County, California",39402,1465,2129,661,1489,563,640,383,316,271,324,281,37273,1461,17929,1699,19344,1943,3474,1367,15870,1950
0500000US06095,06095,"Solano County, California",98574,769,6917,1316,4573,973,2344,807,555,437,1789,798,91657,1615,41150,2175,50507,2543,6361,1304,44146,2424
0500000US06097,06097,"Sonoma County, California",109243,1523,5313,1290,3664,1159,1649,686,908,517,741,423,103930,1923,48299,2363,55631,2673,9077,1594,46554,2867
0500000US06099,06099,"Stanislaus County, California",127657,1356,11802,1917,8119,1541,3683,1178,1522,739,2161,876,115855,2407,58075,2864,57780,3264,7993,1653,49787,3313
0500000US06101,06101,"Sutter County, California",21098,931,1098,527,456,333,642,403,431,383,211,245,20000,1045,10607,1196,9393,1172,1232,557,8161,1155
0500000US06107,06107,"Tulare County, California",103277,1123,8266,1546,5488,1184,2778,894,1224,657,1554,630,95011,1868,46245,2579,48766,2576,5856,1250,42910,2572
0500000US06111,06111,"Ventura County, California",191832,1363,11763,1742,8098,1419,3665,963,1276,618,2389,861,180069,1853,86851,3245,93218,3323,10972,1735,82246,3182
0500000US06113,06113,"Yolo County, California",53932,1816,1630,702,1096,551,534,432,322,335,212,258,52302,1877,19918,1864,32384,2184,3300,1064,29084,2283
0500000US06115,06115,"Yuba County, California",18152,1007,1857,634,934,429,923,560,530,453,393,447,16295,1277,9310,1319,6985,1589,1763,852,5222,1301
0500000US08001,08001,"Adams County, Colorado",113703,955,7245,1479,4308,1034,2937,969,844,459,2093,826,106458,1779,55640,3030,50818,2524,7684,1514,43134,2469
0500000US08005,08005,"Arapahoe County, Colorado",140649,1220,8788,1372,6030,1258,2758,886,775,535,1983,715,131861,1704,63075,3050,68786,2901,8717,1782,60069,3172
0500000US08013,08013,"Boulder County, Colorado",78594,1829,3234,708,2699,685,535,336,161,154,374,292,75360,1859,34349,2228,41011,2676,5467,1042,35544,2839
0500000US08031,08031,"Denver County, Colorado",158806,2747,8186,1620,6201,1203,1985,821,298,269,1687,756,150620,3119,58164,3508,92456,4201,14592,2393,77864,4063
0500000US08035,08035,"Douglas County, Colorado",74917,1340,4026,979,3515,860,511,406,0,279,511,406,70891,1653,44259,2260,26632,2079,2154,701,24478,2160
0500000US08041,08041,"El Paso County, Colorado",150935,1303,9759,1561,7273,1456,2486,933,975,493,1511,785,141176,1991,74999,3259,66177,3465,8361,1634,57816,3456
0500000US08059,08059,"Jefferson County, Colorado",130874,1450,7787,1408,5861,1152,1926,942,213,207,1713,940,123087,1765,61490,3047,61597,3193,8641,1777,52956,3343
0500000US08069,08069,"Larimer County, Colorado",75437,1369,4615,1143,3129,1023,1486,845,233,239,1253,790,70822,1844,32049,2468,38773,2706,6214,1500,32559,2770
0500000US08077,08077,"Mesa County, Colorado",34375,978,2476,837,1852,794,624,342,154,190,470,306,31899,1279,18913,1544,12986,1553,1456,572,11530,1611
0500000US08101,08101,"Pueblo County, Colorado",34108,1370,963,445,631,329,332,286,62,111,270,259,33145,1396,14998,1681,18147,1666,1757,773,16390,1722
0500000US08123,08123,"Weld County, Colorado",63912,1974,3820,1331,2617,1047,1203,580,235,216,968,540,60092,2066,32671,2063,27421,2814,3669,1159,23752,2496
0500000US09001,09001,"Fairfield County, Connecticut",214083,1989,10459,1699,7841,1564,2618,848,925,591,1693,632,203624,2603,104146,3059,99478,3644,10224,2263,89254,3807
0500000US09003,09003,"Hartford County, Connecticut",210696,2011,10826,1479,6432,1150,4394,952,1255,537,3139,879,199870,2602,87519,3853,112351,4371,16201,2276,96150,4221
0500000US09005,09005,"Litchfield County, Connecticut",42901,915,2636,783,1751,611,885,510,329,279,556,427,40265,1174,19446,1752,20819,1518,3138,1069,17681,1518
0500000US09007,09007,"Middlesex County, Connecticut",38686,987,1539,597,957,474,582,371,337,261,245,247,37147,1134,18452,1606,18695,1597,2839,912,15856,1741
0500000US09009,09009,"New Haven County, Connecticut",206480,2284,9684,1458,7133,1324,2551,755,715,467,1836,645,196796,2357,82536,3128,114260,3057,12466,2014,101794,3581
0500000US09011,09011,"New London County, Connecticut",61910,1419,2175,751,1499,591,676,450,162,170,514,413,59735,1611,29554,1988,30181,2284,5421,1186,24760,2202
0500000US09013,09013,"Tolland County, Connecticut",32826,2906,1426,494,964,401,462,296,73,130,389,279,31400,2760,15349,1507,16051,2695,2524,1177,13527,2316
0500000US09015,09015,"Windham County, Connecticut",28553,1262,1286,485,1046,450,240,210,85,104,155,183,27267,1362,13410,1390,13857,1903,2748,774,11109,1811
0500000US10001,10001,"Kent County, Delaware",40498,1298,2343,999,1279,679,1064,761,705,686,359,344,38155,1408,16691,1939,21464,2044,3333,997,18131,1880
0500000US10003,10003,"New Castle County, Delaware",132424,2096,7799,1638,4553,1070,3246,1104,1030,573,2216,899,124625,2263,54654,3001,69971,2988,9632,1694,60339,3000
0500000US10005,10005,"Sussex County, Delaware",38983,846,1743,567,1185,487,558,334,301,271,257,189,37240,906,16875,1645,20365,1633,4116,885,16249,1700
0500000US11001,11001,"District of Columbia, District of Columbia",161893,1661,7915,1514,3969,825,3946,1313,416,295,3530,1234,153978,2260,36808,3034,117170,3490,8740,1444,108430,3634
0500000US12001,12001,"Alachua County, Florida",64918,2149,2758,1115,1644,642,1114,787,16,26,1098,785,62160,2278,20180,1579,41980,2633,5089,1455,36891,2900
0500000US12005,12005,"Bay County, Florida",38626,1014,2242,815,1121,515,1121,657,853,665,268,348,36384,1266,18303,1652,18081,2095,2811,996,15270,2152
0500000US12009,12009,"Brevard County, Florida",116164,1747,5844,1251,4104,1045,1740,614,575,362,1165,595,110320,2140,54069,3007,56251,3175,8432,1742,47819,2983
0500000US12011,12011,"Broward County, Florida",440707,3032,21490,2995,13802,2338,7688,1660,2257,818,5431,1436,419217,4297,186338,5827,232879,5924,27929,3307,204950,6450
0500000US12015,12015,"Charlotte County, Florida",24603,650,1389,779,1149,714,240,290,169,267,71,103,23214,979,12491,1445,10723,1361,2355,854,8368,1365
0500000US12017,12017,"Citrus County, Florida",23518,975,1565,667,1043,510,522,467,0,305,522,467,21953,950,10768,1222,11185,1370,1690,772,9495,1359
0500000US12019,12019,"Clay County, Florida",46195,652,2301,663,1828,651,473,368,148,182,325,362,43894,917,23547,1714,20347,1756,2588,862,17759,1893
0500000US12021,12021,"Collier County, Florida",57315,1161,2188,803,1401,660,787,535,269,264,518,516,55127,1375,25333,2190,29794,2273,3154,1039,26640,2356
0500000US12023,12023,"Columbia County, Florida",15589,1404,1238,546,901,465,337,358,0,305,337,358,14351,1522,5579,1283,8772,1675,906,600,7866,1747
0500000US12031,12031,"Duval County, Florida",222836,1940,12284,1974,7031,1661,5253,1310,1610,901,3643,1032,210552,2477,92938,4208,117614,4481,15485,2550,102129,4697
0500000US12033,12033,"Escambia County, Florida",66466,2345,4184,1406,2378,890,1806,860,812,587,994,606,62282,2327,28854,2518,33428,3223,3723,1128,29705,2995
0500000US12035,12035,"Flagler County, Florida",18179,942,1143,750,876,507,267,428,267,428,0,305,17036,1139,7901,1376,9135,1643,1049,648,8086,1719
0500000US12053,12053,"Hernando County, Florida",34345,990,1823,787,1031,674,792,427,212,219,580,400,32522,1196,15848,1556,16674,1973,1941,732,14733,2160
0500000US12055,12055,"Highlands County, Florida",16560,628,1361,558,870,513,491,388,0,305,491,388,15199,788,8276,961,6923,1042,717,458,6206,998
0500000US12057,12057,"Hillsborough County, Florida",307078,1799,15764,1989,9012,1524,6752,1553,1877,835,4875,1352,291314,2354,129945,4505,161369,5166,21500,2284,139869,4937
0500000US12061,12061,"Indian River County, Florida",24743,667,997,464,539,362,458,301,307,269,151,173,23746,738,12535,1309,11211,1324,2645,1060,8566,1499
0500000US12069,12069,"Lake County, Florida",57530,907,3956,1122,1879,632,2077,902,251,223,1826,855,53574,1265,27435,1997,26139,2306,4539,976,21600,2355
0500000US12071,12071,"Lee County, Florida",117105,1112,7397,1634,4696,1168,2701,1114,524,494,2177,908,109708,2035,55345,3416,54363,3711,10996,1967,43367,3718
0500000US12073,12073,"Leon County, Florida",75516,2369,4879,1431,2372,961,2507,988,195,192,2312,954,70637,2826,20926,2493,49711,3003,6585,1558,43126,3288
0500000US12081,12081,"Manatee County, Florida",64663,1291,4500,1058,3163,839,1337,692,331,261,1006,607,60163,1923,29464,2383,30699,2832,4092,1246,26607,2709
0500000US12083,12083,"Marion County, Florida",64365,1406,3311,968,1833,646,1478,701,549,460,929,520,61054,1818,30523,2516,30531,2713,4527,1275,26004,2451
0500000US12085,12085,"Martin County, Florida",25268,643,1937,853,1455,701,482,591,0,305,482,591,23331,1025,10297,1332,13034,1645,1712,636,11322,1671
0500000US12086,12086,"Miami-Dade County, Florida",620166,3198,35955,3142,20700,2429,15255,2099,3048,966,12207,1997,584211,4466,249890,7743,334321,8425,30431,3037,303890,8203
0500000US12087,12087,"Monroe County, Florida",15787,1137,1109,642,672,508,437,444,149,173,288,439,14678,1169,6221,1365,8457,1298,1081,549,7376,1331
0500000US12089,12089,"Nassau County, Florida",16601,928,783,510,265,213,518,455,0,305,518,455,15818,1072,8759,1130,7059,1255,866,603,6193,1374
0500000US12091,12091,"Okaloosa County, Florida",43075,1249,2881,951,1806,759,1075,672,0,305,1075,672,40194,1629,21542,2041,18652,2044,4208,1329,14444,1979
0500000US12095,12095,"Orange County, Florida",289997,3459,15643,2498,9770,1733,5873,1596,2072,1190,3801,1275,274354,3802,120893,5390,153461,4556,18285,2260,135176,4750
0500000US12097,12097,"Osceola County, Florida",67607,1023,3209,961,1584,710,1625,806,818,592,807,445,64398,1394,32887,2093,31511,2327,4822,1509,26689,2736
0500000US12099,12099,"Palm Beach County, Florida",275838,2412,15941,2342,9529,1808,6412,1672,1576,749,4836,1468,259897,3372,112304,4322,147593,4515,20747,2140,126846,4528
0500000US12101,12101,"Pasco County, Florida",103307,1173,4427,1165,3268,997,1159,666,223,208,936,623,98880,1720,47917,2976,50963,2659,7664,1606,43299,3073
0500000US12103,12103,"Pinellas County, Florida",196230,2020,8663,1532,5145,1221,3518,1032,1023,544,2495,960,187567,2586,78647,3857,108920,3788,21314,2616,87606,4148
0500000US12105,12105,"Polk County, Florida",128773,1711,9250,1671,5169,1261,4081,1094,1096,634,2985,928,119523,2207,61683,3399,57840,3278,8888,1785,48952,3276
0500000US12107,12107,"Putnam County, Florida",15519,510,1138,589,98,118,1040,578,516,457,524,401,14381,727,6185,967,8196,996,1171,680,7025,974
0500000US12109,12109,"St. Johns County, Florida",42494,1273,1562,594,1091,466,471,425,58,101,413,415,40932,1394,21022,1704,19910,1634,2359,951,17551,1744
0500000US12111,12111,"St. Lucie County, Florida",57346,1287,1912,742,1230,586,682,442,410,358,272,279,55434,1316,25256,1885,30178,2145,4412,1053,25766,2167
0500000US12113,12113,"Santa Rosa County, Florida",37290,1130,1956,843,1486,730,470,389,120,151,350,366,35334,1331,18543,1530,16791,1978,1226,561,15565,1998
0500000US12115,12115,"Sarasota County, Florida",65703,1203,2727,789,1844,699,883,453,163,154,720,420,62976,1204,28666,2264,34310,2167,6219,1508,28091,2151
0500000US12117,12117,"Seminole County, Florida",106280,960,5222,1353,3197,893,2025,859,347,240,1678,841,101058,1826,45222,3181,55836,3120,5025,931,50811,3312
0500000US12127,12127,"Volusia County, Florida",104368,1796,5660,1441,4168,1247,1492,968,579,579,913,814,98708,2520,41011,2860,57697,3505,7858,1573,49839,3663
0500000US13013,13013,"Barrow County, Georgia",18556,907,896,422,492,329,404,350,70,122,334,329,17660,1040,9817,1083,7843,1257,1145,705,6698,1260
0500000US13015,13015,"Bartow County, Georgia",23479,697,1214,555,817,504,397,348,12,22,385,347,22265,908,12081,1325,10184,1299,534,336,9650,1345
0500000US13021,13021,"Bibb County, Georgia",37988,1695,2604,938,1309,721,1295,739,0,296,1295,739,35384,1836,15332,1562,20052,1962,655,418,19397,1877
0500000US13031,13031,"Bulloch County, Georgia",19541,1348,1374,856,550,348,824,743,37,64,787,741,18167,1649,6267,850,11900,1633,753,502,11147,1621
0500000US13045,13045,"Carroll County, Georgia",29963,1279,1743,687,1560,692,183,193,0,296,183,193,28220,1445,15674,1653,12546,1884,2098,985,10448,1687
0500000US13051,13051,"Chatham County, Georgia",67180,1180,4204,1129,1497,650,2707,976,81,101,2626,938,62976,1621,25278,2171,37698,2428,3539,1062,34159,2432
0500000US13057,13057,"Cherokee County, Georgia",55654,1686,4129,1059,3542,916,587,465,463,441,124,148,51525,1814,31528,2031,19997,2223,2440,776,17557,2149
0500000US13059,13059,"Clarke County, Georgia",31527,2324,1760,683,1064,593,696,607,132,203,564,489,29767,2153,8212,1396,21555,2251,2147,936,19408,2282
0500000US13063,13063,"Clayton County, Georgia",75225,961,4175,1300,2071,806,2104,911,351,360,1753,802,71050,1653,26579,2574,44471,2979,3889,1144,40582,3264
0500000US13067,13067,"Cobb County, Georgia",187423,1244,11957,1783,7453,1257,4504,1388,738,512,3766,1326,175466,2034,83451,3424,92015,3836,8120,1417,83895,4215
0500000US13073,13073,"Columbia County, Georgia",29208,724,1499,553,1420,535,79,70,0,296,79,70,27709,923,15263,1451,12446,1558,666,316,11780,1617
0500000US13077,13077,"Coweta County, Georgia",32007,550,1409,535,1021,488,388,259,99,102,289,246,30598,769,17064,1597,13534,1623,847,452,12687,1629
