GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06
0500000US12073,12073,"Leon County, Florida",7525,1644,4588,1140,1547,809,953,615,437,558,0,217
0500000US12081,12081,"Manatee County, Florida",5592,1698,4616,1506,171,227,344,293,437,373,24,44
0500000US12086,12086,"Miami-Dade County, Florida",39520,5889,32564,5399,4184,1726,1142,624,862,586,768,397
0500000US12091,12091,"Okaloosa County, Florida",7595,1609,5331,1479,1110,1056,218,256,827,587,109,181
0500000US12095,12095,"Orange County, Florida",36341,4994,29091,4506,5781,2071,629,395,660,519,180,185
0500000US12099,12099,"Palm Beach County, Florida",29060,4243,22173,3603,4553,2511,981,635,1162,913,191,196
0500000US12103,12103,"Pinellas County, Florida",24869,3913,19617,3696,3549,1631,735,510,785,425,183,197
0500000US12105,12105,"Polk County, Florida",15708,3120,13888,3203,840,576,723,487,96,112,161,197
0500000US12113,12113,"Santa Rosa County, Florida",9444,1987,7611,2234,1411,1076,173,156,249,325,0,217
0500000US12117,12117,"Seminole County, Florida",12484,2780,10278,2503,963,545,630,545,396,422,217,374
0500000US13051,13051,"Chatham County, Georgia",7976,2226,6430,2000,620,506,382,395,432,300,112,157
0500000US13063,13063,"Clayton County, Georgia",5878,2234,4760,2252,372,320,463,343,245,306,38,60
0500000US13067,13067,"Cobb County, Georgia",19808,3531,16882,3313,1770,819,244,196,912,588,0,214
0500000US13089,13089,"DeKalb County, Georgia",14715,2642,10967,2083,1933,1219,1003,810,699,484,113,179
0500000US13121,13121,"Fulton County, Georgia",17085,3423,12228,3223,1823,809,1172,768,1207,863,655,664
0500000US13135,13135,"Gwinnett County, Georgia",25733,4845,19421,3330,4294,3787,1270,696,626,645,122,198
0500000US13215,13215,"Muscogee County, Georgia",7449,2206,4973,1688,685,458,1040,829,622,677,129,198
0500000US13245,13245,"Richmond County, Georgia",4738,1539,3776,1486,455,496,250,250,257,228,0,214
0500000US15001,15001,"Hawaii County, Hawaii",57218,4439,49174,4375,5285,2214,1420,1525,1260,762,79,129
0500000US15003,15003,"Honolulu County, Hawaii",231567,9238,197722,8317,26865,4418,715,465,5514,1399,751,431
0500000US15007,15007,"Kauai County, Hawaii",14284,2260,12958,2163,1064,611,29,50,227,169,6,14
0500000US15009,15009,"Maui County, Hawaii",39040,4370,34603,4327,2686,1616,447,625,1258,813,46,64
0500000US16001,16001,"Ada County, Idaho",14330,2438,7458,2256,4961,2160,1155,1300,756,618,0,193
0500000US17031,17031,"Cook County, Illinois",123742,6713,104848,6302,13965,2594,1231,550,2839,953,859,458
0500000US17043,17043,"DuPage County, Illinois",20833,2760,17316,2538,2245,1055,669,380,603,513,0,182
0500000US17097,17097,"Lake County, Illinois",18492,2668,14585,2329,2687,1167,619,463,593,373,8,18
0500000US17113,17113,"McLean County, Illinois",4195,1294,3091,1162,631,458,418,339,55,69,0,182
0500000US17163,17163,"St. Clair County, Illinois",6917,2514,6140,2461,434,286,0,182,343,250,0,182
0500000US18003,18003,"Allen County, Indiana",14158,2504,10908,2176,1912,1291,247,252,997,773,94,105
0500000US18089,18089,"Lake County, Indiana",14694,2761,11908,2079,1849,1721,484,441,453,542,0,189
0500000US18095,18095,"Madison County, Indiana",4500,1440,2388,853,1081,866,980,871,51,83,0,189
0500000US18097,18097,"Marion County, Indiana",26921,5107,22306,4653,3509,896,502,333,261,335,343,458
0500000US18141,18141,"St. Joseph County, Indiana",9413,1630,7516,1521,1603,788,117,189,177,159,0,189
0500000US18157,18157,"Tippecanoe County, Indiana",4488,1313,2979,1253,925,572,65,81,288,242,231,317
0500000US19113,19113,"Linn County, Iowa",8698,2815,5978,2439,1140,677,499,495,1081,1068,0,155
0500000US19153,19153,"Polk County, Iowa",11175,1927,7983,1659,2236,935,333,366,623,348,0,155
0500000US20091,20091,"Johnson County, Kansas",17003,2710,13765,2561,1112,434,771,436,894,437,461,716
0500000US20103,20103,"Leavenworth County, Kansas",3090,773,2007,774,486,400,252,137,345,299,0,168
0500000US20161,20161,"Riley County, Kansas",3101,1186,1850,968,346,318,561,404,29,72,315,354
0500000US20177,20177,"Shawnee County, Kansas",7159,1694,5178,1479,1669,863,311,247,1,4,0,168
0500000US20209,20209,"Wyandotte County, Kansas",7077,1763,5757,1703,625,422,24,39,671,588,0,168
0500000US21067,21067,"Fayette County, Kentucky",10160,2185,7418,1899,1556,959,388,290,586,469,212,184
0500000US21111,21111,"Jefferson County, Kentucky",20544,3050,16534,2857,3045,1277,375,246,385,272,205,233
0500000US22015,22015,"Bossier Parish, Louisiana",3278,1361,2427,1264,479,425,170,235,149,141,53,96
0500000US22071,22071,"Orleans Parish, Louisiana",6682,1705,5705,1570,471,302,83,105,160,181,263,233
0500000US23001,23001,"Androscoggin County, Maine",5318,828,4012,904,234,153,550,332,522,500,0,163
0500000US23019,23019,"Penobscot County, Maine",3273,728,2300,735,666,537,35,52,272,224,0,163
0500000US24003,24003,"Anne Arundel County, Maryland",17120,3026,13780,2770,1801,909,248,279,848,686,443,374
0500000US24005,24005,"Baltimore County, Maryland",18662,3364,15172,3114,2690,1317,349,186,394,283,57,50
0500000US24025,24025,"Harford County, Maryland",5942,1517,5196,1472,540,426,155,144,0,195,51,101
0500000US24027,24027,"Howard County, Maryland",13104,2668,11680,2646,551,466,585,480,288,287,0,195
0500000US24031,24031,"Montgomery County, Maryland",37422,3700,31157,3475,3758,1157,500,469,1343,529,664,475
0500000US24033,24033,"Prince George's County, Maryland",23620,3059,19920,2710,1648,850,648,324,993,516,411,278
0500000US24510,24510,"Baltimore city, Maryland",17332,3587,14189,3328,2135,1190,428,332,541,343,39,65
0500000US25003,25003,"Berkshire County, Massachusetts",2611,926,2330,892,137,123,5,11,139,137,0,200
0500000US25009,25009,"Essex County, Massachusetts",22817,4484,19634,4445,1382,1266,533,386,209,207,1059,935
0500000US25013,25013,"Hampden County, Massachusetts",12480,2716,9247,2138,2667,1588,209,161,317,369,40,67
0500000US25015,25015,"Hampshire County, Massachusetts",3784,1109,2709,948,168,149,907,691,0,200,0,200
0500000US25017,25017,"Middlesex County, Massachusetts",43044,3693,35315,3510,3302,1370,1979,838,1829,666,619,466
0500000US25021,25021,"Norfolk County, Massachusetts",13774,2419,12540,2275,438,485,307,245,165,164,324,454
0500000US25025,25025,"Suffolk County, Massachusetts",44473,5202,37768,4916,3161,1281,1221,734,1362,639,961,490
0500000US25027,25027,"Worcester County, Massachusetts",19228,3240,17181,3214,1653,942,176,165,218,212,0,200
0500000US26021,26021,"Berrien County, Michigan",4675,1451,3570,1425,765,704,41,56,128,125,171,217
0500000US26065,26065,"Ingham County, Michigan",16519,2799,11139,2541,3213,1287,1377,779,668,507,122,115
0500000US26075,26075,"Jackson County, Michigan",3695,1008,2885,950,546,452,141,141,123,179,0,167
0500000US26081,26081,"Kent County, Michigan",23718,3343,18918,2819,4029,2032,450,323,321,265,0,167
0500000US26099,26099,"Macomb County, Michigan",19684,2954,16984,2584,1267,697,1203,554,230,229,0,167
0500000US26103,26103,"Marquette County, Michigan",2087,412,1620,445,159,155,296,198,0,167,12,24
0500000US26121,26121,"Muskegon County, Michigan",5999,1346,4914,1248,453,374,546,480,86,141,0,167
0500000US26125,26125,"Oakland County, Michigan",29089,3424,23066,2838,4670,1814,1040,705,193,169,120,200
0500000US26139,26139,"Ottawa County, Michigan",6586,1424,5674,1393,399,259,454,345,59,69,0,167
0500000US26145,26145,"Saginaw County, Michigan",7984,2549,4665,1376,2955,2223,342,215,22,49,0,167
0500000US26161,26161,"Washtenaw County, Michigan",13657,2545,10223,2190,2000,833,425,251,681,370,328,282
0500000US26163,26163,"Wayne County, Michigan",34636,3532,26893,2975,5307,1946,1872,1210,425,427,139,164
0500000US27003,27003,"Anoka County, Minnesota",10536,2209,8898,1999,1038,549,594,411,6,14,0,143
0500000US27037,27037,"Dakota County, Minnesota",15468,2762,13090,2576,1515,837,431,303,399,438,33,55
0500000US27053,27053,"Hennepin County, Minnesota",39943,3392,30337,2908,6031,1562,1674,770,1324,656,577,419
0500000US27123,27123,"Ramsey County, Minnesota",21645,3479,16097,2752,1858,825,1230,568,2244,2175,216,361
0500000US27137,27137,"St. Louis County, Minnesota",6500,1219,5049,1268,925,392,520,261,6,11,0,143
0500000US27163,27163,"Washington County, Minnesota",8566,2157,6832,2020,388,344,1010,784,64,107,272,355
0500000US27171,27171,"Wright County, Minnesota",2937,1283,2113,1337,563,489,257,254,4,9,0,143
0500000US29019,29019,"Boone County, Missouri",7568,1623,5937,1490,943,616,363,351,269,277,56,99
0500000US29047,29047,"Clay County, Missouri",7832,1558,6471,1408,651,455,77,93,512,443,121,181
0500000US29077,29077,"Greene County, Missouri",7235,1442,5124,1438,1487,799,379,304,245,231,0,182
0500000US29095,29095,"Jackson County, Missouri",18983,2772,14483,2484,3042,1306,904,541,554,400,0,182
0500000US29189,29189,"St. Louis County, Missouri",23458,3893,20014,3617,2093,1226,661,438,676,372,14,20
0500000US29510,29510,"St. Louis city, Missouri",8070,1680,6053,1431,158,156,567,476,409,286,883,1050
0500000US31055,31055,"Douglas County, Nebraska",14453,2303,11880,2063,1898,899,19,31,610,329,46,96
0500000US31109,31109,"Lancaster County, Nebraska",9595,2121,7087,1868,1752,1064,484,657,272,211,0,155
0500000US31153,31153,"Sarpy County, Nebraska",5231,1317,4123,1128,262,242,98,161,748,604,0,155
0500000US32003,32003,"Clark County, Nevada",106987,6629,80558,5752,20321,3913,410,289,5054,1635,644,481
0500000US32031,32031,"Washoe County, Nevada",20953,2991,15082,2335,4161,1580,574,410,837,523,299,302
0500000US33009,33009,"Grafton County, New Hampshire",1701,521,1082,418,224,250,100,82,247,193,48,82
0500000US34005,34005,"Burlington County, New Jersey",17844,3103,14947,2885,1656,942,578,359,663,622,0,197
0500000US34007,34007,"Camden County, New Jersey",19323,3581,15167,3229,3222,2083,608,503,326,366,0,197
0500000US34011,34011,"Cumberland County, New Jersey",7288,2084,6179,2020,888,500,168,164,53,84,0,197
0500000US34013,34013,"Essex County, New Jersey",20320,3561,17416,3125,1738,874,835,689,331,321,0,197
0500000US34017,34017,"Hudson County, New Jersey",21800,4241,19165,3760,1843,873,112,160,320,216,360,388
0500000US34023,34023,"Middlesex County, New Jersey",18366,3014,17165,2886,689,611,385,229,32,45,95,115
0500000US34027,34027,"Morris County, New Jersey",11443,2200,9713,2179,795,864,400,366,438,325,97,101
0500000US35001,35001,"Bernalillo County, New Mexico",31500,4986,24788,4228,4571,1819,544,469,1260,1409,337,474
0500000US36001,36001,"Albany County, New York",10320,2468,7572,2096,1630,908,608,427,179,241,331,302
0500000US36005,36005,"Bronx County, New York",51778,7120,45358,6707,3748,2012,1731,775,507,519,434,346
0500000US36007,36007,"Broome County, New York",5405,1410,3885,1302,1166,677,133,119,206,323,15,32
0500000US36013,36013,"Chautauqua County, New York",1980,714,1708,678,133,126,10,20,0,190,129,110
0500000US36027,36027,"Dutchess County, New York",8746,1847,6480,1378,1042,800,620,415,530,530,74,75
0500000US36045,36045,"Jefferson County, New York",4143,1157,1912,789,945,686,634,610,380,246,272,317
0500000US36047,36047,"Kings County, New York",65144,5887,55310,5507,5916,1610,1736,690,1082,431,1100,800
0500000US36055,36055,"Monroe County, New York",17001,3010,13344,2678,2533,1084,490,407,521,475,113,185
0500000US36059,36059,"Nassau County, New York",39976,6535,35222,5340,2922,2394,903,601,469,484,460,524
0500000US36061,36061,"New York County, New York",70668,8289,60067,7511,5554,1610,2225,1738,2001,736,821,626
0500000US36063,36063,"Niagara County, New York",5599,1426,4504,1414,701,417,271,226,96,138,27,39
0500000US36065,36065,"Oneida County, New York",6481,1309,3948,1080,1989,811,231,172,313,293,0,190
0500000US36071,36071,"Orange County, New York",10204,2716,9318,2716,511,423,164,144,0,190,211,368
0500000US36081,36081,"Queens County, New York",77702,6896,71481,6770,4035,1627,934,391,901,440,351,266
0500000US36103,36103,"Suffolk County, New York",38315,8039,36226,7932,1469,572,513,359,48,83,59,66
0500000US36111,36111,"Ulster County, New York",6223,1528,4190,1517,1489,863,544,350,0,190,0,190
0500000US36119,36119,"Westchester County, New York",28198,4055,24991,4029,1948,917,1136,664,39,77,84,136
0500000US37021,37021,"Buncombe County, North Carolina",4792,1418,4067,1369,432,425,251,251,42,88,0,200
0500000US37025,37025,"Cabarrus County, North Carolina",4024,1888,3404,1902,184,177,83,126,353,322,0,200
0500000US37051,37051,"Cumberland County, North Carolina",17680,2387,12913,2130,2590,950,220,199,1859,763,98,108
0500000US37063,37063,"Durham County, North Carolina",9564,2481,7392,2198,589,346,195,196,1320,880,68,107
0500000US37067,37067,"Forsyth County, North Carolina",6515,1410,5234,1191,684,488,563,537,34,52,0,200
0500000US37081,37081,"Guilford County, North Carolina",14622,2747,12275,2400,1667,982,272,219,324,337,84,145
0500000US37085,37085,"Harnett County, North Carolina",4238,1316,3477,1248,360,341,6,13,395,330,0,200
0500000US37119,37119,"Mecklenburg County, North Carolina",25362,3891,18729,3265,3819,1313,721,619,1837,1062,256,315
0500000US37133,37133,"Onslow County, North Carolina",13070,3120,10169,2826,1321,791,28,56,1385,955,167,211
0500000US37157,37157,"Rockingham County, North Carolina",1974,707,1416,694,411,293,53,68,94,87,0,200
0500000US37183,37183,"Wake County, North Carolina",26395,4436,22018,4051,2904,1394,712,421,449,308,312,386
0500000US39023,39023,"Clark County, Ohio",5189,1241,3235,903,1406,796,198,143,350,311,0,187
0500000US39035,39035,"Cuyahoga County, Ohio",31412,3774,24504,3206,5181,1774,646,395,959,818,122,144
0500000US39049,39049,"Franklin County, Ohio",44590,5372,29887,4259,11266,2627,1863,870,1287,527,287,305
0500000US39061,39061,"Hamilton County, Ohio",22842,3796,17353,3072,3793,1532,981,539,610,453,105,121
0500000US39093,39093,"Lorain County, Ohio",10031,2092,7159,1719,1578,928,781,683,277,309,236,373
0500000US39095,39095,"Lucas County, Ohio",18810,2903,13712,2543,4137,1520,145,235,726,500,90,153
0500000US39113,39113,"Montgomery County, Ohio",18049,3086,12731,2050,4589,2181,450,312,203,245,76,82
0500000US39139,39139,"Richland County, Ohio",6015,1252,4621,1379,545,404,814,485,35,58,0,187
0500000US39151,39151,"Stark County, Ohio",9831,2227,7694,2298,1723,1323,362,315,52,81,0,187
0500000US39153,39153,"Summit County, Ohio",15855,2744,12747,2628,2106,1153,708,385,189,202,105,175
0500000US40017,40017,"Canadian County, Oklahoma",9105,1953,8002,2092,764,639,339,313,0,155,0,155
0500000US40027,40027,"Cleveland County, Oklahoma",22149,2306,16788,2178,2233,887,2021,1070,1107,788,0,155
0500000US40031,40031,"Comanche County, Oklahoma",10392,2168,5772,1611,3114,1487,418,403,1083,680,5,10
0500000US40037,40037,"Creek County, Oklahoma",4096,798,3739,791,213,170,112,98,32,47,0,155
0500000US40101,40101,"Muskogee County, Oklahoma",6216,1184,5554,1081,226,201,243,163,193,273,0,155
0500000US40109,40109,"Oklahoma County, Oklahoma",50277,4346,37030,3563,9009,2586,3104,1284,864,428,270,401
0500000US40131,40131,"Rogers County, Oklahoma",8114,1083,6716,1081,660,427,428,300,310,306,0,155
0500000US40143,40143,"Tulsa County, Oklahoma",51520,2859,39581,2564,8976,1318,1767,561,1106,591,90,92
0500000US40145,40145,"Wagoner County, Oklahoma",7970,1025,6623,1083,492,313,745,348,110,112,0,155
0500000US41005,41005,"Clackamas County, Oregon",12452,1664,8562,1284,2807,1142,752,457,331,461,0,197
0500000US41029,41029,"Jackson County, Oregon",8412,1597,6159,1359,1337,799,350,391,566,462,0,197
0500000US41039,41039,"Lane County, Oregon",17235,2399,12914,2104,2420,985,540,344,277,187,1084,1277
0500000US41047,41047,"Marion County, Oregon",24415,4443,18695,4347,4062,2049,373,351,1285,898,0,197
0500000US41051,41051,"Multnomah County, Oregon",41140,3976,31755,3482,5834,1496,2145,1272,1045,506,361,522
0500000US41053,41053,"Polk County, Oregon",2951,751,2256,669,298,255,181,145,216,190,0,197
0500000US41059,41059,"Umatilla County, Oregon",2645,671,2136,593,266,218,171,82,72,105,0,197
0500000US41067,41067,"Washington County, Oregon",26886,3372,21089,2995,3729,1369,812,526,1168,666,88,147
0500000US42003,42003,"Allegheny County, Pennsylvania",32826,4009,25415,3612,4879,2050,536,278,1973,1174,23,41
0500000US42011,42011,"Berks County, Pennsylvania",19416,3620,15327,3494,2248,1361,618,578,297,474,926,934
0500000US42017,42017,"Bucks County, Pennsylvania",10478,2142,9042,1934,581,566,162,170,385,347,308,361
0500000US42027,42027,"Centre County, Pennsylvania",1985,721,987,582,312,288,324,226,279,168,83,153
0500000US42029,42029,"Chester County, Pennsylvania",10760,2377,9871,2368,503,435,69,76,288,265,29,52
0500000US42041,42041,"Cumberland County, Pennsylvania",5918,1374,4012,1090,676,495,1031,768,103,113,96,136
0500000US42045,42045,"Delaware County, Pennsylvania",15642,3747,13515,3558,676,466,474,352,431,274,546,812
0500000US42063,42063,"Indiana County, Pennsylvania",1544,413,944,404,446,397,154,147,0,168,0,168
0500000US42071,42071,"Lancaster County, Pennsylvania",11243,2427,9360,2188,1059,610,106,101,633,638,85,112
0500000US42079,42079,"Luzerne County, Pennsylvania",7315,1658,5244,1428,1838,1242,64,71,63,84,106,102
0500000US42091,42091,"Montgomery County, Pennsylvania",18079,2573,15128,2401,1868,987,1040,364,6,15,37,64
0500000US42101,42101,"Philadelphia County, Pennsylvania",40383,5766,33071,5237,4860,1727,943,606,1395,1105,114,154
0500000US42129,42129,"Westmoreland County, Pennsylvania",7333,1416,4975,1304,1921,1280,437,295,0,168,0,168
0500000US42133,42133,"York County, Pennsylvania",9723,1863,6492,1556,2474,1288,422,358,255,284,80,128
0500000US44007,44007,"Providence County, Rhode Island",24895,4007,19425,3604,3881,1739,73,91,743,447,773,972
0500000US45015,45015,"Berkeley County, South Carolina",5617,1088,4338,993,474,382,137,181,668,426,0,203
0500000US45019,45019,"Charleston County, South Carolina",7102,1825,6012,1642,312,312,155,160,623,416,0,203
0500000US45045,45045,"Greenville County, South Carolina",11547,2925,8434,2519,1535,871,282,282,1164,704,132,218
0500000US45079,45079,"Richland County, South Carolina",14619,3410,9618,2531,1630,843,1300,1577,1793,996,278,324
0500000US47037,47037,"Davidson County, Tennessee",17846,3321,14158,3162,2680,1638,353,368,655,478,0,200
0500000US47093,47093,"Knox County, Tennessee",10990,2250,8839,2287,1552,901,223,233,376,324,0,200
0500000US47125,47125,"Montgomery County, Tennessee",7121,1775,5827,1685,765,370,0,200,529,508,0,200
0500000US47157,47157,"Shelby County, Tennessee",17326,4090,14983,4018,1741,941,224,313,378,344,0,200
0500000US48027,48027,"Bell County, Texas",18012,3449,13882,3387,2059,837,983,747,1032,790,56,74
0500000US48029,48029,"Bexar County, Texas",53474,5948,40445,5032,9393,2738,892,895,2440,1230,304,211
0500000US48041,48041,"Brazos County, Texas",6252,1757,3920,1421,1226,694,971,749,61,110,74,127
0500000US48085,48085,"Collin County, Texas",23659,3105,18881,2561,1720,935,1746,1067,1258,898,54,60
0500000US48099,48099,"Coryell County, Texas",6213,1466,4561,1209,722,481,508,322,405,558,17,32
0500000US48113,48113,"Dallas County, Texas",62032,6524,47533,5513,8477,2252,3047,1233,2019,1026,956,1040
0500000US48121,48121,"Denton County, Texas",22377,3020,15735,2389,2490,1244,3068,1570,964,597,120,162
0500000US48141,48141,"El Paso County, Texas",15307,3433,12944,3264,1297,713,487,355,480,493,99,180
0500000US48157,48157,"Fort Bend County, Texas",17355,3738,14387,3223,1080,730,1033,603,287,504,568,643
0500000US48167,48167,"Galveston County, Texas",11535,3421,9337,3473,1045,635,549,497,604,938,0,214
0500000US48201,48201,"Harris County, Texas",100767,7994,79799,6537,13231,3278,2265,1459,3119,1137,2353,1283
0500000US48303,48303,"Lubbock County, Texas",9583,2843,6962,2565,1848,1024,181,134,592,772,0,214
