GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05
0500000US04005,04005,"Coconino County, Arizona",36443,911,33347,785,1731,445,1141,355,224,77
0500000US04007,04007,"Gila County, Arizona",8230,320,7501,303,403,147,306,140,20,25
0500000US04009,04009,"Graham County, Arizona",4827,283,4351,287,227,84,225,115,24,24
0500000US04012,04012,"La Paz County, Arizona",2540,240,2338,219,112,82,26,25,64,73
0500000US04013,04013,"Maricopa County, Arizona",77248,2036,61408,2207,12312,1167,2202,484,1326,292
0500000US04015,04015,"Mohave County, Arizona",4654,365,4131,332,290,149,128,79,105,63
0500000US04017,04017,"Navajo County, Arizona",46959,854,42944,623,2099,377,1412,406,504,233
0500000US04019,04019,"Pima County, Arizona",33547,1379,26152,1210,6377,1081,533,198,485,280
0500000US04021,04021,"Pinal County, Arizona",18531,1412,15406,1338,2348,703,655,239,122,52
0500000US04025,04025,"Yavapai County, Arizona",3420,442,2847,419,430,210,112,79,31,31
0500000US04027,04027,"Yuma County, Arizona",2514,360,2039,326,158,77,285,115,32,33
0500000US05007,05007,"Benton County, Arkansas",3812,494,3284,447,237,126,66,63,225,120
0500000US05013,05013,"Calhoun County, Arkansas",0,16,0,16,0,16,0,16,0,16
0500000US05033,05033,"Crawford County, Arkansas",1215,316,941,298,218,158,8,11,48,42
0500000US05119,05119,"Pulaski County, Arkansas",916,265,677,223,110,96,103,122,26,30
0500000US05131,05131,"Sebastian County, Arkansas",1710,341,1240,287,151,105,50,40,269,138
0500000US05143,05143,"Washington County, Arkansas",1867,397,1449,350,142,76,81,56,195,111
0500000US05147,05147,"Woodruff County, Arkansas",0,16,0,16,0,16,0,16,0,16
0500000US06001,06001,"Alameda County, California",9812,977,8679,960,729,175,296,150,108,63
0500000US06003,06003,"Alpine County, California",256,55,231,51,20,16,0,11,5,9
0500000US06007,06007,"Butte County, California",2454,404,2055,389,335,103,35,27,29,33
0500000US06011,06011,"Colusa County, California",248,74,177,69,58,49,13,15,0,21
0500000US06013,06013,"Contra Costa County, California",5555,778,4622,741,467,187,299,102,167,99
0500000US06015,06015,"Del Norte County, California",2141,328,1583,246,422,215,60,37,76,95
0500000US06017,06017,"El Dorado County, California",1445,359,1204,344,109,88,100,61,32,35
0500000US06019,06019,"Fresno County, California",9954,1086,7810,949,1618,399,411,255,115,106
0500000US06021,06021,"Glenn County, California",620,131,517,102,17,23,74,80,12,14
0500000US06023,06023,"Humboldt County, California",6871,670,5547,517,1160,484,126,86,38,33
0500000US06025,06025,"Imperial County, California",1857,379,1630,398,114,53,47,37,66,85
0500000US06027,06027,"Inyo County, California",2056,108,1934,116,85,33,29,25,8,11
0500000US06029,06029,"Kern County, California",9561,1603,8031,1345,1024,441,298,104,208,119
0500000US06031,06031,"Kings County, California",2282,311,1613,259,429,202,206,82,34,28
0500000US06033,06033,"Lake County, California",2073,206,1767,227,208,108,98,71,0,27
0500000US06035,06035,"Lassen County, California",994,162,784,96,55,36,124,125,31,30
0500000US06037,06037,"Los Angeles County, California",67714,2848,58672,2776,6500,1087,1325,351,1217,367
0500000US06039,06039,"Madera County, California",2298,578,2008,549,196,109,94,65,0,27
0500000US06041,06041,"Marin County, California",669,212,602,210,12,19,49,30,6,11
0500000US06045,06045,"Mendocino County, California",3530,567,2995,440,469,308,50,56,16,23
0500000US06047,06047,"Merced County, California",1759,480,1557,470,166,106,24,26,12,15
0500000US06049,06049,"Modoc County, California",355,87,319,83,23,20,4,8,9,16
0500000US06051,06051,"Mono County, California",372,67,364,67,3,4,5,6,0,18
0500000US06053,06053,"Monterey County, California",2802,495,2564,474,99,63,73,51,66,54
0500000US06055,06055,"Napa County, California",1121,493,738,359,335,326,48,37,0,27
0500000US06057,06057,"Nevada County, California",947,312,829,304,67,68,48,45,3,4
0500000US06059,06059,"Orange County, California",14873,1382,12871,1294,1079,305,524,233,399,151
0500000US06061,06061,"Placer County, California",1974,358,1715,346,100,65,127,81,32,32
0500000US06065,06065,"Riverside County, California",19261,1393,16227,1370,2182,659,649,222,203,93
0500000US06067,06067,"Sacramento County, California",10271,1034,8194,963,1496,335,449,158,132,67
0500000US06071,06071,"San Bernardino County, California",16713,1427,13975,1426,1563,352,585,261,590,221
0500000US06073,06073,"San Diego County, California",20881,1464,17123,1395,2572,610,464,208,722,267
0500000US06075,06075,"San Francisco County, California",3098,525,2660,487,231,113,190,93,17,24
0500000US06077,06077,"San Joaquin County, California",4303,639,3375,558,687,313,224,122,17,30
0500000US06079,06079,"San Luis Obispo County, California",1912,384,1704,375,74,71,42,38,92,95
0500000US06081,06081,"San Mateo County, California",2483,459,2019,434,242,112,198,98,24,35
0500000US06083,06083,"Santa Barbara County, California",3982,605,3189,620,445,131,292,160,56,39
0500000US06085,06085,"Santa Clara County, California",9762,1104,7939,948,915,249,455,199,453,242
0500000US06087,06087,"Santa Cruz County, California",1568,430,1373,414,66,59,122,79,7,12
0500000US06089,06089,"Shasta County, California",4282,510,3586,513,494,255,125,83,77,80
0500000US06093,06093,"Siskiyou County, California",1445,190,1309,182,120,59,16,16,0,24
0500000US06095,06095,"Solano County, California",2183,329,1655,303,346,148,117,60,65,58
0500000US06097,06097,"Sonoma County, California",5781,1130,4876,1059,659,323,224,127,22,40
0500000US06099,06099,"Stanislaus County, California",3757,526,2952,471,643,236,135,73,27,37
0500000US06101,06101,"Sutter County, California",1008,194,785,165,89,71,56,58,78,72
0500000US06103,06103,"Tehama County, California",1609,394,1299,400,121,117,167,86,22,34
0500000US06105,06105,"Trinity County, California",519,149,445,118,74,93,0,18,0,18
0500000US06107,06107,"Tulare County, California",5812,676,4789,648,752,325,126,103,145,91
0500000US06109,06109,"Tuolumne County, California",803,180,707,176,36,23,60,32,0,27
0500000US06111,06111,"Ventura County, California",6593,1050,5784,1009,520,251,171,116,118,94
0500000US06113,06113,"Yolo County, California",1286,363,894,300,284,202,91,80,17,27
0500000US06115,06115,"Yuba County, California",887,237,651,198,176,113,60,56,0,27
0500000US08001,08001,"Adams County, Colorado",6129,958,4857,874,643,332,455,172,174,124
0500000US08005,08005,"Arapahoe County, Colorado",3253,515,2741,493,193,94,213,92,106,71
0500000US08013,08013,"Boulder County, Colorado",1445,282,1110,230,201,150,92,61,42,30
0500000US08031,08031,"Denver County, Colorado",6530,793,5363,769,584,202,428,174,155,90
0500000US08035,08035,"Douglas County, Colorado",766,206,690,205,29,29,27,30,20,18
0500000US08041,08041,"El Paso County, Colorado",4379,691,3223,567,638,276,39,35,479,207
0500000US08043,08043,"Fremont County, Colorado",538,164,386,131,66,81,48,49,38,36
0500000US08049,08049,"Grand County, Colorado",0,18,0,18,0,18,0,18,0,18
0500000US08059,08059,"Jefferson County, Colorado",4498,605,3755,581,353,187,320,210,70,38
0500000US08061,08061,"Kiowa County, Colorado",0,11,0,11,0,11,0,11,0,11
0500000US08065,08065,"Lake County, Colorado",0,16,0,16,0,16,0,16,0,16
0500000US08067,08067,"La Plata County, Colorado",2972,300,2611,329,268,200,22,24,71,45
0500000US08069,08069,"Larimer County, Colorado",1926,318,1496,265,335,149,67,76,28,28
0500000US08077,08077,"Mesa County, Colorado",1214,305,1009,293,50,65,53,75,102,90
0500000US08079,08079,"Mineral County, Colorado",0,11,0,11,0,11,0,11,0,11
0500000US08083,08083,"Montezuma County, Colorado",2835,358,2662,342,83,60,67,41,23,24
0500000US08101,08101,"Pueblo County, Colorado",5532,810,4269,722,1186,336,36,47,41,67
0500000US08123,08123,"Weld County, Colorado",2095,429,1667,340,81,57,252,226,95,55
0500000US09001,09001,"Fairfield County, Connecticut",2424,554,2039,484,343,271,26,28,16,16
0500000US09003,09003,"Hartford County, Connecticut",2501,494,1929,518,471,340,69,70,32,30
0500000US09009,09009,"New Haven County, Connecticut",1232,303,1001,286,91,65,71,65,69,79
0500000US09011,09011,"New London County, Connecticut",1644,298,1494,299,89,77,38,39,23,32
0500000US10001,10001,"Kent County, Delaware",1117,201,976,200,50,43,67,59,24,28
0500000US10003,10003,"New Castle County, Delaware",1381,275,1191,250,131,94,35,30,24,25
0500000US10005,10005,"Sussex County, Delaware",916,301,694,210,214,282,0,27,8,12
0500000US11001,11001,"District of Columbia, District of Columbia",1697,449,1418,438,171,89,0,27,108,55
0500000US12001,12001,"Alachua County, Florida",915,157,665,120,86,56,127,111,37,38
0500000US12005,12005,"Bay County, Florida",1373,286,1046,330,202,233,1,3,124,109
0500000US12009,12009,"Brevard County, Florida",1984,385,1503,338,183,138,97,101,201,133
0500000US12011,12011,"Broward County, Florida",4741,660,3909,623,592,305,195,93,45,41
0500000US12021,12021,"Collier County, Florida",994,367,918,354,37,40,39,39,0,27
0500000US12031,12031,"Duval County, Florida",1894,411,1540,369,313,173,17,19,24,25
0500000US12033,12033,"Escambia County, Florida",1357,359,1004,266,247,238,13,20,93,66
0500000US12043,12043,"Glades County, Florida",510,39,500,40,5,10,5,10,0,18
0500000US12051,12051,"Hendry County, Florida",820,285,584,54,203,285,33,32,0,24
0500000US12057,12057,"Hillsborough County, Florida",4071,529,3298,501,399,187,172,112,202,106
0500000US12069,12069,"Lake County, Florida",1192,312,1022,312,102,73,42,37,26,23
0500000US12071,12071,"Lee County, Florida",1283,370,1087,349,107,81,81,114,8,10
0500000US12073,12073,"Leon County, Florida",616,161,418,135,170,88,15,22,13,19
0500000US12086,12086,"Miami-Dade County, Florida",4108,789,3544,781,334,181,106,70,124,81
0500000US12091,12091,"Okaloosa County, Florida",1177,367,952,350,100,91,29,36,96,80
0500000US12095,12095,"Orange County, Florida",2616,478,2052,452,170,114,215,111,179,99
0500000US12099,12099,"Palm Beach County, Florida",2070,455,1763,436,258,140,9,13,40,43
0500000US12101,12101,"Pasco County, Florida",1842,324,1448,259,192,155,172,161,30,30
0500000US12103,12103,"Pinellas County, Florida",2706,444,2340,436,265,96,34,51,67,58
0500000US12105,12105,"Polk County, Florida",1981,385,1676,380,264,148,15,17,26,24
0500000US12111,12111,"St. Lucie County, Florida",898,303,765,297,102,87,23,29,8,13
0500000US12113,12113,"Santa Rosa County, Florida",968,254,778,211,72,65,64,65,54,56
0500000US12115,12115,"Sarasota County, Florida",857,190,685,206,139,147,29,26,4,5
0500000US12127,12127,"Volusia County, Florida",1809,375,1532,339,243,148,15,16,19,19
0500000US13005,13005,"Bacon County, Georgia",0,18,0,18,0,18,0,18,0,18
0500000US13017,13017,"Ben Hill County, Georgia",0,18,0,18,0,18,0,18,0,18
0500000US13037,13037,"Calhoun County, Georgia",0,16,0,16,0,16,0,16,0,16
0500000US13051,13051,"Chatham County, Georgia",852,204,532,191,171,109,83,104,66,61
0500000US13061,13061,"Clay County, Georgia",0,11,0,11,0,11,0,11,0,11
0500000US13067,13067,"Cobb County, Georgia",1719,443,1399,428,182,126,125,98,13,14
0500000US13089,13089,"DeKalb County, Georgia",4697,854,4462,843,83,74,92,81,60,46
0500000US13093,13093,"Dooly County, Georgia",0,18,0,18,0,18,0,18,0,18
0500000US13105,13105,"Elbert County, Georgia",0,18,0,18,0,18,0,18,0,18
0500000US13107,13107,"Emanuel County, Georgia",0,21,0,21,0,21,0,21,0,21
0500000US13121,13121,"Fulton County, Georgia",3770,723,3294,696,269,107,83,81,124,80
0500000US13135,13135,"Gwinnett County, Georgia",2931,742,2695,715,67,45,108,82,61,68
0500000US13141,13141,"Hancock County, Georgia",0,16,0,16,0,16,0,16,0,16
0500000US13147,13147,"Hart County, Georgia",0,21,0,21,0,21,0,21,0,21
0500000US13155,13155,"Irwin County, Georgia",0,16,0,16,0,16,0,16,0,16
0500000US13161,13161,"Jeff Davis County, Georgia",0,18,0,18,0,18,0,18,0,18
0500000US13167,13167,"Johnson County, Georgia",0,16,0,16,0,16,0,16,0,16
0500000US13173,13173,"Lanier County, Georgia",0,18,0,18,0,18,0,18,0,18
0500000US13189,13189,"McDuffie County, Georgia",0,21,0,21,0,21,0,21,0,21
0500000US13197,13197,"Marion County, Georgia",0,16,0,16,0,16,0,16,0,16
0500000US13215,13215,"Muscogee County, Georgia",675,200,570,183,40,39,0,27,65,59
0500000US13231,13231,"Pike County, Georgia",0,18,0,18,0,18,0,18,0,18
0500000US13239,13239,"Quitman County, Georgia",0,11,0,11,0,11,0,11,0,11
0500000US13243,13243,"Randolph County, Georgia",0,16,0,16,0,16,0,16,0,16
0500000US13249,13249,"Schley County, Georgia",0,16,0,16,0,16,0,16,0,16
0500000US13253,13253,"Seminole County, Georgia",0,16,0,16,0,16,0,16,0,16
0500000US13265,13265,"Taliaferro County, Georgia",0,11,0,11,0,11,0,11,0,11
0500000US13269,13269,"Taylor County, Georgia",0,16,0,16,0,16,0,16,0,16
0500000US13283,13283,"Treutlen County, Georgia",0,16,0,16,0,16,0,16,0,16
0500000US13301,13301,"Warren County, Georgia",0,16,0,16,0,16,0,16,0,16
0500000US13317,13317,"Wilkes County, Georgia",0,16,0,16,0,16,0,16,0,16
0500000US15001,15001,"Hawaii County, Hawaii",712,210,496,164,177,119,9,16,30,22
0500000US15003,15003,"Honolulu County, Hawaii",1497,234,943,211,272,97,47,40,235,103
0500000US15005,15005,"Kalawao County, Hawaii",0,11,0,11,0,11,0,11,0,11
0500000US16001,16001,"Ada County, Idaho",2060,483,1654,435,236,163,127,66,43,37
0500000US16005,16005,"Bannock County, Idaho",2301,349,2019,332,186,99,18,18,78,82
0500000US16009,16009,"Benewah County, Idaho",782,85,637,76,83,43,47,41,15,19
0500000US16011,16011,"Bingham County, Idaho",2784,312,2475,323,114,82,181,108,14,15
0500000US16023,16023,"Butte County, Idaho",0,11,0,11,0,11,0,11,0,11
0500000US16025,16025,"Camas County, Idaho",0,11,0,11,0,11,0,11,0,11
0500000US16027,16027,"Canyon County, Idaho",1983,403,1529,400,381,246,46,31,27,24
0500000US16049,16049,"Idaho County, Idaho",536,109,435,97,35,28,66,83,0,18
0500000US16055,16055,"Kootenai County, Idaho",2080,330,1722,335,224,155,102,76,32,27
0500000US16061,16061,"Lewis County, Idaho",248,41,234,39,1,2,13,13,0,11
0500000US16069,16069,"Nez Perce County, Idaho",2255,210,1860,165,237,96,152,137,6,7
0500000US16073,16073,"Owyhee County, Idaho",339,86,322,83,0,18,14,22,3,4
0500000US17031,17031,"Cook County, Illinois",13794,1264,12112,1213,1198,320,93,64,391,114
0500000US17043,17043,"DuPage County, Illinois",1922,486,1472,407,203,123,162,95,85,57
0500000US17047,17047,"Edwards County, Illinois",0,16,0,16,0,16,0,16,0,16
0500000US17089,17089,"Kane County, Illinois",2187,691,1923,667,178,122,56,57,30,38
0500000US17097,17097,"Lake County, Illinois",1463,365,1156,331,70,62,148,149,89,57
0500000US17155,17155,"Putnam County, Illinois",0,16,0,16,0,16,0,16,0,16
0500000US17175,17175,"Stark County, Illinois",0,16,0,16,0,16,0,16,0,16
0500000US17197,17197,"Will County, Illinois",1275,457,1066,443,90,64,88,71,31,29
0500000US18003,18003,"Allen County, Indiana",736,191,566,164,95,63,11,14,64,64
0500000US18013,18013,"Brown County, Indiana",0,18,0,18,0,18,0,18,0,18
0500000US18041,18041,"Fayette County, Indiana",0,21,0,21,0,21,0,21,0,21
0500000US18089,18089,"Lake County, Indiana",1423,294,1242,291,131,82,0,27,50,46
0500000US18097,18097,"Marion County, Indiana",2455,485,1910,457,431,249,71,63,43,41
0500000US18125,18125,"Pike County, Indiana",0,18,0,18,0,18,0,18,0,18
0500000US18139,18139,"Rush County, Indiana",0,18,0,18,0,18,0,18,0,18
0500000US18141,18141,"St. Joseph County, Indiana",1153,278,987,278,89,51,11,15,66,55
0500000US18155,18155,"Switzerland County, Indiana",0,18,0,18,0,18,0,18,0,18
0500000US18161,18161,"Union County, Indiana",0,16,0,16,0,16,0,16,0,16
0500000US19051,19051,"Davis County, Iowa",0,16,0,16,0,16,0,16,0,16
0500000US19089,19089,"Howard County, Iowa",0,16,0,16,0,16,0,16,0,16
0500000US19107,19107,"Keokuk County, Iowa",0,18,0,18,0,18,0,18,0,18
0500000US19135,19135,"Monroe County, Iowa",0,16,0,16,0,16,0,16,0,16
0500000US19151,19151,"Pocahontas County, Iowa",0,16,0,16,0,16,0,16,0,16
0500000US19153,19153,"Polk County, Iowa",1296,402,1078,360,150,98,38,40,30,41
0500000US19157,19157,"Poweshiek County, Iowa",0,18,0,18,0,18,0,18,0,18
0500000US19161,19161,"Sac County, Iowa",0,16,0,16,0,16,0,16,0,16
0500000US19171,19171,"Tama County, Iowa",1331,106,1226,94,34,20,71,51,0,18
0500000US19177,19177,"Van Buren County, Iowa",0,16,0,16,0,16,0,16,0,16
0500000US19193,19193,"Woodbury County, Iowa",2060,492,1377,429,340,183,244,137,99,60
0500000US20013,20013,"Brown County, Kansas",874,112,726,83,37,18,75,63,36,41
0500000US20015,20015,"Butler County, Kansas",547,172,361,159,137,79,49,35,0,27
0500000US20017,20017,"Chase County, Kansas",0,11,0,11,0,11,0,11,0,11
0500000US20021,20021,"Cherokee County, Kansas",672,131,570,139,47,60,7,9,48,25
0500000US20023,20023,"Cheyenne County, Kansas",0,11,0,11,0,11,0,11,0,11
0500000US20033,20033,"Comanche County, Kansas",0,11,0,11,0,11,0,11,0,11
0500000US20035,20035,"Cowley County, Kansas",629,129,518,114,64,39,40,45,7,11
0500000US20045,20045,"Douglas County, Kansas",2420,331,1889,298,441,247,57,39,33,24
0500000US20069,20069,"Gray County, Kansas",0,16,0,16,0,16,0,16,0,16
0500000US20085,20085,"Jackson County, Kansas",955,112,867,105,70,40,18,21,0,18
0500000US20091,20091,"Johnson County, Kansas",1563,339,1162,281,191,125,111,72,99,56
0500000US20103,20103,"Leavenworth County, Kansas",539,207,390,189,10,18,61,45,78,67
0500000US20119,20119,"Meade County, Kansas",0,11,0,11,0,11,0,11,0,11
0500000US20125,20125,"Montgomery County, Kansas",1023,188,806,180,173,82,3,6,41,37
0500000US20173,20173,"Sedgwick County, Kansas",4635,658,3831,666,574,208,34,28,196,90
0500000US20177,20177,"Shawnee County, Kansas",1313,261,1035,248,195,76,72,36,11,12
0500000US20209,20209,"Wyandotte County, Kansas",1003,221,690,189,88,63,75,66,150,101
0500000US21005,21005,"Anderson County, Kentucky",0,21,0,21,0,21,0,21,0,21
0500000US21033,21033,"Caldwell County, Kentucky",0,18,0,18,0,18,0,18,0,18
0500000US21053,21053,"Clinton County, Kentucky",0,18,0,18,0,18,0,18,0,18
0500000US21055,21055,"Crittenden County, Kentucky",0,16,0,16,0,16,0,16,0,16
0500000US21057,21057,"Cumberland County, Kentucky",0,16,0,16,0,16,0,16,0,16
0500000US21067,21067,"Fayette County, Kentucky",780,370,670,355,93,99,13,22,4,9
0500000US21077,21077,"Gallatin County, Kentucky",0,16,0,16,0,16,0,16,0,16
0500000US21087,21087,"Green County, Kentucky",0,18,0,18,0,18,0,18,0,18
0500000US21097,21097,"Harrison County, Kentucky",0,18,0,18,0,18,0,18,0,18
0500000US21111,21111,"Jefferson County, Kentucky",1181,229,657,169,372,168,66,47,86,62
0500000US21131,21131,"Leslie County, Kentucky",0,18,0,18,0,18,0,18,0,18
0500000US21159,21159,"Martin County, Kentucky",0,18,0,18,0,18,0,18,0,18
0500000US21165,21165,"Menifee County, Kentucky",0,16,0,16,0,16,0,16,0,16
0500000US21201,21201,"Robertson County, Kentucky",0,11,0,11,0,11,0,11,0,11
0500000US21217,21217,"Taylor County, Kentucky",0,21,0,21,0,21,0,21,0,21
0500000US21221,21221,"Trigg County, Kentucky",0,18,0,18,0,18,0,18,0,18
0500000US22003,22003,"Allen Parish, Louisiana",442,103,360,110,80,64,0,21,2,3
0500000US22009,22009,"Avoyelles Parish, Louisiana",503,149,431,127,58,65,14,22,0,24
0500000US22017,22017,"Caddo Parish, Louisiana",1009,185,903,175,63,54,34,39,9,14
0500000US22023,22023,"Cameron Parish, Louisiana",0,16,0,16,0,16,0,16,0,16
0500000US22035,22035,"East Carroll Parish, Louisiana",0,16,0,16,0,16,0,16,0,16
0500000US22051,22051,"Jefferson Parish, Louisiana",1721,348,1533,318,99,97,60,63,29,42
0500000US22057,22057,"Lafourche Parish, Louisiana",2292,277,1978,257,215,150,76,77,23,34
0500000US22069,22069,"Natchitoches Parish, Louisiana",447,116,437,116,10,12,0,24,0,24
0500000US22071,22071,"Orleans Parish, Louisiana",679,163,452,125,74,48,82,91,71,50
0500000US22079,22079,"Rapides Parish, Louisiana",779,148,740,149,24,25,0,27,15,23
0500000US22083,22083,"Richland Parish, Louisiana",0,21,0,21,0,21,0,21,0,21
0500000US22085,22085,"Sabine Parish, Louisiana",1915,182,1867,187,22,16,0,21,26,40
0500000US22101,22101,"St. Mary Parish, Louisiana",576,108,518,104,28,24,15,21,15,20
0500000US22103,22103,"St. Tammany Parish, Louisiana",1362,295,1126,294,137,137,29,45,70,52
0500000US22107,22107,"Tensas Parish, Louisiana",0,11,0,11,0,11,0,11,0,11
0500000US22109,22109,"Terrebonne Parish, Louisiana",6001,440,5227,513,658,251,95,79,21,25
0500000US22115,22115,"Vernon Parish, Louisiana",821,138,650,103,40,25,0,27,131,96
0500000US23003,23003,"Aroostook County, Maine",1141,102,1020,104,121,47,0,27,0,27
0500000US23005,23005,"Cumberland County, Maine",643,172,552,153,53,53,37,31,1,3
0500000US23011,23011,"Kennebec County, Maine",730,163,599,158,118,70,13,14,0,27
0500000US23019,23019,"Penobscot County, Maine",1627,240,1278,235,324,127,25,17,0,27
0500000US23029,23029,"Washington County, Maine",1506,98,1317,89,137,52,52,42,0,24
0500000US24003,24003,"Anne Arundel County, Maryland",984,235,839,228,77,54,13,17,55,42
0500000US24005,24005,"Baltimore County, Maryland",2381,478,1963,347,178,130,227,279,13,17
0500000US24017,24017,"Charles County, Maryland",980,157,787,174,92,82,53,39,48,57
0500000US24021,24021,"Frederick County, Maryland",585,139,551,126,22,29,6,38,6,10
0500000US24027,24027,"Howard County, Maryland",659,176,546,159,22,27,41,61,50,50
0500000US24031,24031,"Montgomery County, Maryland",3250,544,2582,487,307,148,181,180,180,124
0500000US24033,24033,"Prince George's County, Maryland",2958,526,2647,498,215,180,79,72,17,18
0500000US24510,24510,"Baltimore city, Maryland",1649,437,1086,285,423,259,64,56,76,78
0500000US25001,25001,"Barnstable County, Massachusetts",1030,270,931,235,50,75,6,11,43,80
0500000US25005,25005,"Bristol County, Massachusetts",534,203,417,184,42,30,22,31,53,49
0500000US25009,25009,"Essex County, Massachusetts",1719,567,1557,546,78,58,31,28,53,39
0500000US25013,25013,"Hampden County, Massachusetts",1355,269,1139,248,201,122,15,22,0,27
0500000US25017,25017,"Middlesex County, Massachusetts",2516,455,2249,433,101,63,91,74,75,51
0500000US25025,25025,"Suffolk County, Massachusetts",2553,623,2281,616,135,91,30,26,107,76
0500000US25027,25027,"Worcester County, Massachusetts",1868,432,1612,390,113,81,15,19,128,141
0500000US26005,26005,"Allegan County, Michigan",532,147,522,147,4,8,6,8,0,27
0500000US26009,26009,"Antrim County, Michigan",203,54,183,51,6,8,14,17,0,21
