GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
0500000US06019,06019,"Fresno County, California",284690,3466,154283,4108,24770,2266,27761,2595,54938,3478,46814,3044,130407,4533,41337,3956,29669,2685,43795,3556,15606,1900
0500000US06023,06023,"Humboldt County, California",54980,1495,31560,1850,2697,839,6894,1175,11444,1292,10525,1235,23420,2073,2869,1025,6143,1387,10338,1777,4070,1191
0500000US06025,06025,"Imperial County, California",48206,1756,27947,1648,7393,1292,4947,936,9935,1379,5672,1023,20259,1729,8716,1435,3696,755,6488,1310,1359,626
0500000US06029,06029,"Kern County, California",252284,3155,148939,3532,28669,2310,31468,2669,53796,3378,35006,2719,103345,4129,31514,2671,25394,2371,35747,3254,10690,1481
0500000US06031,06031,"Kings County, California",40818,1464,20953,1516,3609,743,4805,1046,8698,1201,3841,883,19865,1745,6762,1326,6554,1538,5174,1041,1375,610
0500000US06033,06033,"Lake County, California",24521,1711,15970,1551,1523,559,4019,1072,7131,1242,3297,1024,8551,1710,1027,524,2054,910,4078,1236,1392,706
0500000US06037,06037,"Los Angeles County, California",3202353,9199,1501448,14839,219604,6132,237547,6882,438637,9140,605660,9275,1700905,14777,420126,8104,319459,8823,485493,11062,475827,9757
0500000US06039,06039,"Madera County, California",42189,1880,25469,1872,4928,1097,4670,1006,9259,1255,6612,1059,16720,2092,5775,1198,4065,1179,5737,1207,1143,566
0500000US06041,06041,"Marin County, California",102692,2313,66429,2772,1866,694,5016,1164,14318,1949,45229,2363,36263,2655,4245,1105,4534,1276,11340,1876,16144,2054
0500000US06045,06045,"Mendocino County, California",33057,1837,18318,1755,2159,785,3563,806,7309,1309,5287,1063,14739,1677,2288,659,5100,1106,5320,1155,2031,708
0500000US06047,06047,"Merced County, California",73885,2088,40334,2510,9881,1298,9587,1400,13565,1589,7301,1169,33551,2467,10955,1743,7491,1325,12395,1729,2710,749
0500000US06053,06053,"Monterey County, California",125446,2406,63894,2982,11497,1403,11872,1722,20694,2122,19831,1776,61552,3144,17080,1790,12816,1683,17813,2001,13843,1848
0500000US06055,06055,"Napa County, California",49754,1583,30948,1999,2693,837,4983,1000,11831,1632,11441,1267,18806,1866,4621,1046,4325,1082,5916,1277,3944,1120
0500000US06057,06057,"Nevada County, California",40851,2216,28278,1771,419,302,5355,1155,11693,1557,10811,1423,12573,1814,1428,680,3445,1216,5869,1218,1831,741
0500000US06059,06059,"Orange County, California",986297,5154,584314,7164,47173,2231,74366,3509,177004,5910,285771,6488,401983,7249,78697,4018,73314,4639,131128,5493,118844,5808
0500000US06061,06061,"Placer County, California",131234,2692,93350,3170,4790,1158,14404,2070,34259,2514,39897,2813,37884,3175,3355,901,10011,2112,15710,2306,8808,1521
0500000US06065,06065,"Riverside County, California",670075,6112,458273,6812,66564,4180,93186,4559,173909,4924,124614,4938,211802,6293,49967,3572,54442,4113,77831,4669,29562,3107
0500000US06067,06067,"Sacramento County, California",514514,4461,294365,5847,24361,2157,47432,3369,109602,4778,112970,4010,220149,6521,35095,3325,46812,3771,96244,5031,41998,3527
0500000US06071,06071,"San Bernardino County, California",594975,6295,372535,7382,57457,3922,83612,4992,133598,5966,97868,4288,222440,6787,51096,3851,57275,3301,82445,5223,31624,3186
0500000US06073,06073,"San Diego County, California",1061210,7516,572400,8785,42386,3279,78228,3708,189827,6423,261959,6357,488810,8262,77784,4230,97056,5583,175933,6404,138037,5322
0500000US06075,06075,"San Francisco County, California",336012,4358,123128,4317,10705,1450,14954,1831,24681,2427,72788,3674,212884,5751,24318,2911,26054,2910,46361,3622,116151,4875
0500000US06077,06077,"San Joaquin County, California",215469,3657,124244,4141,15917,1746,28134,2548,47460,3010,32733,2567,91225,4294,25982,2374,21368,2170,33959,3108,9916,1966
0500000US06079,06079,"San Luis Obispo County, California",99653,2679,59862,2141,3634,911,9407,1379,22469,2108,24352,1908,39791,2841,5266,1269,8244,1519,17641,2382,8640,1560
0500000US06081,06081,"San Mateo County, California",257509,2547,152358,4237,9250,1425,19014,2037,44124,3020,79970,2727,105151,3721,12233,1655,17282,2214,33190,2900,42446,3010
0500000US06083,06083,"Santa Barbara County, California",140842,2337,75146,2601,7633,1324,10642,1726,26533,2256,30338,2121,65696,2952,14087,1810,11703,1893,24765,2494,15141,1958
0500000US06085,06085,"Santa Clara County, California",599235,3770,342955,4963,22733,1847,37135,2814,83639,3826,199448,4684,256280,5605,39183,3062,41772,3701,69030,3666,106295,4418
0500000US06087,06087,"Santa Cruz County, California",91264,4582,54209,3225,3859,1002,6198,1120,18933,2182,25219,2148,37055,3689,7416,1368,5451,1336,14729,1956,9459,1660
0500000US06089,06089,"Shasta County, California",67909,2340,44695,2085,3895,868,8202,1275,21423,1951,11175,1321,23214,1968,3126,917,5605,1329,11508,1738,2975,754
0500000US06095,06095,"Solano County, California",140202,2400,87615,2945,6306,1025,17711,1855,36659,2274,26939,2228,52587,3052,8925,1297,14362,2157,22381,2584,6919,1328
0500000US06097,06097,"Sonoma County, California",185711,2464,110953,3114,7550,1236,18307,2095,38483,2677,46613,2656,74758,2896,10461,1912,14810,2197,30259,2686,19228,2219
0500000US06099,06099,"Stanislaus County, California",165761,2304,98598,3087,17778,1862,23798,2225,32897,2918,24125,2454,67163,3214,19568,2329,19511,2350,21622,2570,6462,1275
0500000US06101,06101,"Sutter County, California",32066,932,17958,1234,1962,627,3838,861,7172,1122,4986,865,14108,1307,4841,1165,2569,791,4833,969,1865,676
0500000US06107,06107,"Tulare County, California",129590,2227,75913,2391,17875,1907,16065,1669,25819,1933,16154,1420,53677,2982,19402,1945,13280,1735,17093,2120,3902,987
0500000US06111,06111,"Ventura County, California",265904,3691,170124,4279,15819,1698,23830,2200,57966,3361,72509,2918,95780,4870,23295,2532,16732,2021,35241,3469,20512,2001
0500000US06113,06113,"Yolo County, California",68585,4168,37863,2183,3171,806,5047,992,11025,1544,18620,1706,30722,3524,4954,1032,5611,1265,12314,2893,7843,1324
0500000US06115,06115,"Yuba County, California",23175,1608,14982,1451,2394,711,3315,974,6321,1009,2952,776,8193,1425,1978,776,2352,726,3333,852,530,331
0500000US08001,08001,"Adams County, Colorado",150909,2406,98861,3045,12706,1827,26422,2391,32609,2233,27124,2250,52048,3328,13274,1959,18539,2075,14094,1672,6141,1224
0500000US08005,08005,"Arapahoe County, Colorado",225328,2649,144959,3061,5955,1242,23633,2251,46094,3053,69277,3303,80369,3047,9995,1638,21909,2304,28406,2512,20059,2165
0500000US08013,08013,"Boulder County, Colorado",119774,2391,74564,2402,2503,713,7541,1276,14841,1501,49679,2324,45210,2513,2566,887,6683,1305,18280,2053,17681,1692
0500000US08031,08031,"Denver County, Colorado",262093,3662,131790,3587,12173,1737,21558,1930,27825,2295,70234,2899,130303,4330,20935,2609,27954,2285,37196,3016,44218,3155
0500000US08035,08035,"Douglas County, Colorado",101480,1357,83293,2439,968,500,9115,1747,21664,1901,51546,2701,18187,2096,1266,742,3364,1176,5642,1282,7915,1404
0500000US08041,08041,"El Paso County, Colorado",235103,2937,148634,3346,5289,1116,25089,2419,50521,3362,67735,3266,86469,3725,7352,1200,21966,2211,37819,3001,19332,1971
0500000US08059,08059,"Jefferson County, Colorado",216560,2492,153991,3179,5507,995,26548,2193,45890,3023,76046,3083,62569,3126,7541,1443,15541,2084,22051,1989,17436,1636
0500000US08069,08069,"Larimer County, Colorado",117812,2852,78594,2856,2745,767,12470,1619,21797,2087,41582,2593,39218,2913,2126,750,7407,1359,16931,1850,12754,1551
0500000US08077,08077,"Mesa County, Colorado",57311,1816,41541,2366,2935,802,9714,1423,16196,1928,12696,1522,15770,1906,2788,983,4226,1174,5947,1223,2809,799
0500000US08101,08101,"Pueblo County, Colorado",62686,1491,42320,2013,4157,856,12185,1598,15180,1752,10798,1378,20366,1816,2830,876,5978,1093,8396,1262,3162,845
0500000US08123,08123,"Weld County, Colorado",89056,2104,63848,2303,5849,952,14371,1762,24335,2449,19293,1657,25208,2219,5681,1412,7235,1209,8384,1543,3908,997
0500000US09001,09001,"Fairfield County, Connecticut",329091,3850,227019,4619,13982,1745,40534,2276,45924,3324,126579,3871,102072,4277,19973,2268,29559,2926,25221,2870,27319,2165
0500000US09003,09003,"Hartford County, Connecticut",351483,3595,231187,4814,16875,1797,54247,3680,61135,3520,98930,3682,120296,4277,25242,2490,35193,3009,33388,2878,26473,2252
0500000US09005,09005,"Litchfield County, Connecticut",76398,1840,60173,2153,4178,865,16268,1729,16512,1687,23215,1868,16225,1923,2032,724,4469,1119,6156,1194,3568,1006
0500000US09007,09007,"Middlesex County, Connecticut",66333,2047,50188,2178,2566,692,13065,1564,13658,1663,20899,1974,16145,1596,1649,685,4981,1158,5085,1151,4430,974
0500000US09009,09009,"New Haven County, Connecticut",329595,3891,209305,4105,14745,1721,55373,2922,54336,3146,84851,3913,120290,4312,21182,2464,38545,3297,31999,2947,28564,2669
0500000US09011,09011,"New London County, Connecticut",106808,2418,73118,2815,4261,1082,18923,1857,21751,2005,28183,2267,33690,2939,5268,1086,11797,1997,10342,1883,6283,1322
0500000US09013,09013,"Tolland County, Connecticut",54345,1444,40664,1380,2275,655,9751,1401,11776,1366,16862,1543,13681,1432,906,498,2925,848,5548,1257,4302,913
0500000US09015,09015,"Windham County, Connecticut",44756,1637,31963,1608,3199,886,10371,1341,8622,1073,9771,1559,12793,1663,2516,928,4932,1113,3769,1123,1576,677
0500000US10001,10001,"Kent County, Delaware",54896,1856,41417,2220,4835,1025,12058,1608,12393,1436,12131,1437,13479,1610,1806,770,4575,978,5248,1215,1850,629
0500000US10003,10003,"New Castle County, Delaware",199840,2314,139163,2874,10087,1449,34524,2145,38391,2725,56161,3039,60677,3086,7552,1602,19370,2343,18928,2651,14827,2005
0500000US10005,10005,"Sussex County, Delaware",74029,2830,59304,2378,7085,1248,20158,1785,17066,1577,14995,1342,14725,1998,2628,774,6627,1439,3726,893,1744,660
0500000US11001,11001,"District of Columbia, District of Columbia",252388,3730,107193,3924,5071,908,12726,1599,16466,2142,72930,3203,145195,4932,21220,1913,31565,2600,27537,2268,64873,3743
0500000US12001,12001,"Alachua County, Florida",93820,2916,51880,2170,2536,741,8821,1328,14806,1828,25717,1791,41940,2775,2907,772,7692,1433,17455,2424,13886,2001
0500000US12005,12005,"Bay County, Florida",63654,3033,40461,2654,3524,894,11194,1701,16344,2283,9399,1359,23193,2285,3734,1165,5976,1313,9988,1770,3495,1079
0500000US12009,12009,"Brevard County, Florida",221945,4440,166377,4309,10478,1570,47394,3256,56540,2719,51965,2992,55568,3569,5722,1226,18672,2267,21048,3050,10126,1283
0500000US12011,12011,"Broward County, Florida",658025,5545,435488,7082,36317,3175,109312,5255,134277,4830,155582,6073,222537,6576,31960,2957,57864,3823,75801,4656,56912,3731
0500000US12015,12015,"Charlotte County, Florida",69176,2884,53788,2411,4265,1004,18558,1832,16541,1883,14424,1939,15388,2110,1720,752,5085,1209,6147,1300,2436,961
0500000US12017,12017,"Citrus County, Florida",60229,2521,49630,2182,5519,1122,17328,1847,16863,1835,9920,1306,10599,1686,1969,767,4429,1131,3682,988,519,420
0500000US12019,12019,"Clay County, Florida",65889,2160,48899,2569,4064,855,11440,1374,18949,2122,14446,1885,16990,1967,2246,882,4240,1016,7498,1754,3006,1014
0500000US12021,12021,"Collier County, Florida",118258,4192,88290,3248,7561,1258,17692,2082,24776,2391,38261,2267,29968,2897,4723,1293,9900,1974,8599,1619,6746,1496
0500000US12023,12023,"Columbia County, Florida",25705,1260,18546,1450,2220,819,6672,1461,6491,1115,3163,1015,7159,1215,1559,638,2461,828,2734,873,405,373
0500000US12031,12031,"Duval County, Florida",326339,6102,201949,5353,16478,1925,53998,3531,66895,4138,64578,3150,124390,6024,16447,2248,33408,2969,50545,3795,23990,2571
0500000US12033,12033,"Escambia County, Florida",110306,3744,73959,3405,6029,1200,17507,2172,26215,2577,24208,1835,36347,3146,4881,1104,10496,1860,15346,2099,5624,1295
0500000US12035,12035,"Flagler County, Florida",35218,2063,28689,1827,2360,700,6749,1316,10242,1512,9338,1436,6529,1416,185,175,1200,619,3802,1221,1342,599
0500000US12053,12053,"Hernando County, Florida",70035,2200,56345,2256,5994,1285,19031,1902,20394,1967,10926,1630,13690,1772,2731,1016,4658,1200,4248,1177,2053,793
0500000US12055,12055,"Highlands County, Florida",39675,2474,30618,1901,4692,1034,9578,1309,10511,1514,5837,1198,9057,1639,3426,1090,2172,706,2550,854,909,470
0500000US12057,12057,"Hillsborough County, Florida",460605,5421,280785,5939,25809,2213,65155,3841,89167,5185,100654,5181,179820,6309,27867,2781,51371,4077,57357,4508,43225,3135
0500000US12061,12061,"Indian River County, Florida",53151,2461,40013,2037,3606,933,10353,1568,13462,1533,12592,1335,13138,1676,2367,827,4307,1160,3635,914,2829,841
0500000US12069,12069,"Lake County, Florida",115635,3523,86648,3206,8642,1399,26162,2584,28893,2744,22951,2377,28987,2673,4917,1250,7812,1519,11095,1718,5163,1245
0500000US12071,12071,"Lee County, Florida",233693,6016,165885,4777,13805,1909,45001,2753,54257,3662,52822,3477,67808,4928,13735,2387,23702,3159,18792,2396,11579,1771
0500000US12073,12073,"Leon County, Florida",108439,3285,60090,2686,3260,858,11072,1513,15484,1999,30274,2162,48349,3792,4119,1158,10173,1836,20304,2535,13753,2105
0500000US12081,12081,"Manatee County, Florida",126418,3536,91577,3135,7354,1264,28020,2399,27780,2289,28423,2251,34841,2973,5200,1264,11747,1808,12234,1893,5660,1197
0500000US12083,12083,"Marion County, Florida",131753,3331,103237,3525,12355,2107,36558,3011,32439,2774,21885,2146,28516,2930,5657,1386,9196,1701,9399,1515,4264,1137
0500000US12085,12085,"Martin County, Florida",60090,2504,46543,2480,4557,1041,9753,1364,14597,1749,17636,1781,13547,1820,2198,863,3675,923,4659,1268,3015,828
0500000US12086,12086,"Miami-Dade County, Florida",809689,6616,461464,7992,70890,3470,101413,5069,125048,5947,164113,6677,348225,7685,87673,3939,99452,5347,84016,4297,77084,5553
0500000US12087,12087,"Monroe County, Florida",29822,2188,17523,1708,1487,512,3510,822,5738,1044,6788,1209,12299,1818,1390,626,2806,891,4899,1064,3204,880
0500000US12089,12089,"Nassau County, Florida",28616,1435,23421,1281,1537,545,5738,996,8860,1358,7286,1230,5195,1112,645,372,1814,723,1816,732,920,526
0500000US12091,12091,"Okaloosa County, Florida",70407,2753,47047,2425,3238,992,9693,1640,18443,1561,15673,1641,23360,2509,2691,948,6436,1405,10593,1984,3640,994
0500000US12095,12095,"Orange County, Florida",402441,5729,237734,5392,21298,2414,52202,4027,72164,4485,92070,4350,164707,6203,20355,2210,44539,3952,61732,4116,38081,3520
0500000US12097,12097,"Osceola County, Florida",88089,3644,57220,2977,7497,1238,17417,2061,19422,1978,12884,1556,30869,3023,6115,1490,11277,2217,9931,1839,3546,1118
0500000US12099,12099,"Palm Beach County, Florida",516845,7019,373397,5656,30760,2586,83936,3832,110747,4854,147954,5067,143448,5923,23427,2551,36837,3245,47637,4296,35547,3157
0500000US12101,12101,"Pasco County, Florida",183457,3777,144148,3789,15141,1910,43608,3020,47523,3634,37876,2784,39309,2935,7210,1267,13436,2056,13830,2045,4833,1261
0500000US12103,12103,"Pinellas County, Florida",402202,6492,273002,5583,24433,2668,70673,4360,85991,4221,91905,4430,129200,4823,18943,2424,39253,3470,43973,2903,27031,2409
0500000US12105,12105,"Polk County, Florida",221073,4612,157205,4445,22672,2426,51216,3361,47895,3232,35422,2686,63868,3929,12583,1953,23019,2709,19668,2285,8598,1712
0500000US12107,12107,"Putnam County, Florida",29093,1673,22859,1684,5147,1029,7977,1431,6318,1032,3417,1037,6234,1295,1777,697,1863,636,2134,795,460,445
0500000US12109,12109,"St. Johns County, Florida",74471,2129,55884,2501,1858,763,10068,1765,17032,1988,26926,2150,18587,2154,2039,913,4218,1243,7008,1649,5322,1221
0500000US12111,12111,"St. Lucie County, Florida",104982,3048,78303,3043,7614,1559,27136,2977,27993,2815,15560,1773,26679,2767,5919,1421,8069,1702,8903,1563,3788,1114
0500000US12113,12113,"Santa Rosa County, Florida",55339,2032,41603,2340,3502,912,8578,1267,15517,1826,14006,1918,13736,1679,2520,1018,3794,1282,5260,1231,2162,761
0500000US12115,12115,"Sarasota County, Florida",163030,4589,122813,3372,7513,1158,33050,2463,38932,2769,43318,2888,40217,3593,3578,1057,13961,2172,13202,1966,9476,1403
0500000US12117,12117,"Seminole County, Florida",142045,4018,104705,3780,6109,1317,20456,2351,31473,2991,46667,2470,37340,3121,3476,1122,9287,1395,15351,2032,9226,1483
0500000US12119,12119,"Sumter County, Florida",40659,1830,36850,1549,3632,794,10383,1305,11842,1255,10993,1015,3809,1139,1452,548,1505,824,630,347,222,211
0500000US12127,12127,"Volusia County, Florida",190757,4849,142542,4298,14390,1556,41189,3175,50369,3830,36594,2724,48215,3203,7137,1555,14704,2153,18109,2344,8265,1487
0500000US13013,13013,"Barrow County, Georgia",22832,1116,19050,1393,1953,793,5902,1200,7353,1171,3842,1013,3782,953,1372,727,1217,576,871,585,322,281
0500000US13015,13015,"Bartow County, Georgia",33859,1499,23997,1707,3262,992,9930,1760,5243,1212,5562,1200,9862,1800,3696,1050,4917,1333,815,523,434,286
0500000US13021,13021,"Bibb County, Georgia",55770,1950,32362,1792,4578,1032,7211,1042,8496,1318,12077,1227,23408,2183,5576,1258,7233,1396,7725,1627,2874,832
0500000US13031,13031,"Bulloch County, Georgia",25215,1348,13431,1305,1191,522,4288,951,3391,796,4561,1044,11784,1606,1966,671,2487,772,5568,1242,1763,613
